position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,size0,size1
-0.04727276411735837,-0.6199056991803085,0.0955301971413064,-0.19282270172529004,-0.034732185201453825,0.7505570412574064,0.6944984573562613,-0.16964932626960083,0.15036320531902414,-0.2043825131015936,0.05935983723686722,-0.18482140305430295,-0.055000028080408936,-0.18493150297345773,-0.8477419350296259,-0.8129032284021378,-0.8245161272585392,-0.8245161272585392,-0.8709677428007127,-0.88112903223373,-0.8825806450098753,-0.888387096952647,-0.9,-0.8927419355954044,-0.8825806450098753,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.047321523099928875,-0.6199056991803085,0.09551197098292852,-0.19282270172529004,-0.034715512253264635,0.7505378317537837,0.6945226207277052,-0.1710332096828242,0.14981841732341927,-0.2039343027993108,0.058050433381679145,-0.1446428338939204,-0.05500001615948058,-0.19726027219616815,-0.8477419350296259,-0.8129032284021378,-0.8245161272585392,-0.8245161272585392,-0.8709677428007127,-0.8825806450098753,-0.8825806450098753,-0.888387096952647,-0.9,-0.8927419355954044,-0.8840322579955683,-0.8912903227144853,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04727276411735837,-0.6199056991803085,0.09551197098292852,-0.19282270172529004,-0.034732185201453825,0.7505570412574064,0.6944984573562613,-0.17020279165755947,0.14981841732341927,-0.20393430502557996,0.05892337065438036,-0.17678569160382485,-0.06000002304712815,-0.16643834913939237,-0.8462903226725758,-0.8129032284021378,-0.8245161272585392,-0.8245161272585392,-0.8709677428007127,-0.88112903223373,-0.8825806450098753,-0.888387096952647,-0.9,-0.8941935484763235,-0.8854838709812611,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04722400513478786,-0.6199186481475514,0.09551197098292852,-0.19282270172529004,-0.03469883930507511,0.7505570412574064,0.6945226207277052,-0.1704794803628732,0.15145279463218808,-0.2043825131015936,0.058486899964166006,-0.15267854732906394,-0.05500001615948058,-0.17876711836210268,-0.8477419350296259,-0.8129032284021378,-0.8245161272585392,-0.8245161272585392,-0.8709677428007127,-0.8825806450098753,-0.8825806450098753,-0.888387096952647,-0.9,-0.8927419355954044,-0.8825806450098753,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04737028208249938,-0.6199056991803085,0.09551197098292852,-0.19283538546742207,-0.034732185201453825,0.7505570412574064,0.6944984573562613,-0.16992610295224553,0.14818402669269648,-0.20527892702735206,0.06066924519978267,-0.1446428338939204,-0.06000003496805639,-0.17876711836210268,-0.8477419350296259,-0.8129032284021378,-0.8245161272585392,-0.8245161272585392,-0.8709677428007127,-0.8825806450098753,-0.8825806450098753,-0.888387096952647,-0.9,-0.8941935484763235,-0.8825806450098753,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04727276411735837,-0.6199056991803085,0.09551197098292852,-0.19282270172529004,-0.034732185201453825,0.7505570412574064,0.6944984573562613,-0.1710330337281626,0.150907993314629,-0.2034860969495662,0.05674102541876369,-0.1446428338939204,-0.06000003496805639,-0.191095887584813,-0.8477419350296259,-0.8129032284021378,-0.8245161272585392,-0.8245161272585392,-0.8709677428007127,-0.8825806450098753,-0.8825806450098753,-0.888387096952647,-0.9,-0.8927419355954044,-0.8854838709812611,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04722400513478786,-0.6199056991803085,0.09551197098292852,-0.1928480692095541,-0.034732185201453825,0.7505570412574064,0.6945226207277052,-0.16992601497491477,0.1492736160058602,-0.20258968302380775,0.058486899964166006,-0.17678569160382485,-0.055000028080408936,-0.18493150297345773,-0.8477419350296259,-0.8129032284021378,-0.8245161272585392,-0.8245161272585392,-0.8709677428007127,-0.8825806450098753,-0.8825806450098753,-0.888387096952647,-0.9,-0.8941935484763235,-0.8854838709812611,-0.8912903227144853,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04727276411735837,-0.6199056991803085,0.09551197098292852,-0.19283538546742207,-0.034732185201453825,0.7505570412574064,0.6945226207277052,-0.17186345175342732,0.152542397267306,-0.2034860969495662,0.06023277861729592,-0.15267854931372926,-0.055000028080408936,-0.191095887584813,-0.8477419350296259,-0.8129032284021378,-0.8245161272585392,-0.8245161272585392,-0.8709677428007127,-0.8825806450098753,-0.8825806450098753,-0.888387096952647,-0.9,-0.8898387098335662,-0.8840322579955683,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04727276411735837,-0.6199186481475516,0.09551197098292852,-0.1928607529516867,-0.034748889968246544,0.7505570412574064,0.6945226207277052,-0.1724168291640551,0.15036320531902414,-0.20258968302380775,0.05892337476210785,-0.15267854732906394,-0.0650000299347755,-0.19726027219616815,-0.8477419350296259,-0.8129032284021378,-0.8245161272585392,-0.8245161272585392,-0.8709677428007127,-0.8825806450098753,-0.8825806450098753,-0.888387096952647,-0.9,-0.8941935484763235,-0.8825806450098753,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04722400513478786,-0.6199056991803085,0.09551197098292852,-0.19283538546742207,-0.034748889968246544,0.7505570412574064,0.6945467840991492,-0.17186336377609657,0.1525423839453518,-0.2034860969495662,0.060669249307510165,-0.15267854931372926,-0.06000003496805639,-0.2034246568075233,-0.8477419350296259,-0.8129032284021378,-0.8245161272585392,-0.8245161272585392,-0.8709677428007127,-0.8825806450098753,-0.8825806450098753,-0.888387096952647,-0.9,-0.8912903227144853,-0.888387096952647,-0.8912903227144853,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04727276411735837,-0.6199056991803085,0.09551197098292852,-0.19282270172529004,-0.034732185201453825,0.7505570412574064,0.6944984573562613,-0.17767514624764946,0.15036320531902414,-0.20034864487000825,0.06023277861729592,-0.16071426274887268,-0.055000028080408936,-0.191095887584813,-0.8477419350296259,-0.8129032284021378,-0.8259677404537797,-0.8245161272585392,-0.8709677428007127,-0.8825806450098753,-0.8825806450098753,-0.888387096952647,-0.9,-0.8941935484763235,-0.8840322579955683,-0.8912903227144853,-0.9,-0.9,-0.9,-0.9,0.0,0.0
