position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,size0,size1
-0.04737028208249938,-0.6199056991803085,0.09551197098292852,-0.19282270172529004,-0.03461547456412861,0.7507107081270145,0.6944984573562613,-0.17850547629558355,0.13238501495670596,-0.21424306405866678,0.050630452186672836,-0.1446428338939204,-0.06000002304712815,-0.19726027219616815,-0.78677419424057,-0.7548387005925179,-0.7838709712028503,-0.8070967756211758,-0.8390322592109442,-0.8187096811830997,-0.8288709668442608,-0.8303225800395012,-0.9,-0.8898387098335662,-0.8825806450098753,-0.8912903227144853,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6199315971147947,0.09554842329968438,-0.19282270172529004,-0.03461547456412861,0.7506915009132357,0.6945226207277052,-0.17767523422498033,0.13129542564354224,-0.2151394802106943,0.049757510806244354,-0.1446428338939204,-0.06500001801384714,-0.20342464501845758,-0.7853225827217102,-0.7548387005925179,-0.7838709712028503,-0.8070967756211758,-0.8390322592109442,-0.8187096811830997,-0.8274193536490202,-0.8303225800395012,-0.9,-0.888387096952647,-0.8840322579955683,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6199186481475514,0.09554842329968438,-0.19282270172529004,-0.03459880161593931,0.7506530864856781,0.6944984573562613,-0.17712168085969104,0.13401939226547477,-0.21513947798442512,0.04801163626084204,-0.15267854732906394,-0.0650000299347755,-0.22191778706345733,-0.78677419424057,-0.7548387005925179,-0.7838709712028503,-0.8070967756211758,-0.8419354856014252,-0.8187096811830997,-0.8274193536490202,-0.8303225800395012,-0.9,-0.8898387098335662,-0.8825806450098753,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6199445460820379,0.09551197098292852,-0.19282270172529004,-0.03461547456412861,0.7506915009132357,0.6944984573562613,-0.17712168085969104,0.12911624701721436,-0.21424306628493583,0.0501939856041862,-0.16071426076420736,-0.0650000299347755,-0.20342464501845758,-0.7882258057594299,-0.7548387005925179,-0.7838709712028503,-0.8056451607495546,-0.8390322592109442,-0.8187096811830997,-0.8288709668442608,-0.8303225800395012,-0.9,-0.888387096952647,-0.8825806450098753,-0.8898387098335662,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6199315971147947,0.09551197098292852,-0.192810017983158,-0.0346321475123178,0.7506915009132357,0.6944984573562613,-0.1779518349529634,0.13075062432598317,-0.21424306405866678,0.04757515735517259,-0.16071426274887268,-0.0650000299347755,-0.191095887584813,-0.7853225827217102,-0.7548387005925179,-0.7838709712028503,-0.8070967756211758,-0.8419354856014252,-0.8187096811830997,-0.8303225800395012,-0.8303225800395012,-0.9,-0.888387096952647,-0.8825806450098753,-0.8912903227144853,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6199315971147947,0.09553019714130617,-0.19282270172529004,-0.034615442745525304,0.7506915009132357,0.6945226207277052,-0.17850547629558355,0.13184021363914689,-0.21603589413645263,0.04713869488041322,-0.15267854732906394,-0.06000003496805639,-0.22191778706345733,-0.78677419424057,-0.7548387005925179,-0.7838709712028503,-0.8070967756211758,-0.8404838724061847,-0.8187096811830997,-0.8288709668442608,-0.8303225800395012,-0.9,-0.888387096952647,-0.8825806450098753,-0.8912903227144853,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6199315971147947,0.09551197098292852,-0.19282270172529004,-0.03461547456412861,0.7506722936994569,0.6944984573562613,-0.17933571836618667,0.13292980295231083,-0.21334664790663938,0.047575161462900195,-0.13660711946644433,-0.0650000299347755,-0.21575340245210217,-0.7853225827217102,-0.7548387005925179,-0.7838709712028503,-0.8070967756211758,-0.8404838724061847,-0.8187096811830997,-0.8303225800395012,-0.8303225800395012,-0.9,-0.8898387098335662,-0.8825806450098753,-0.8898387098335662,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6199445460820379,0.09551197098292852,-0.19282270172529004,-0.03461547456412861,0.7506722936994569,0.6944984573562613,-0.1779520109076249,0.13184021363914689,-0.21379485598265302,0.050193981496458595,-0.15267854732906394,-0.05000002119276148,-0.191095887584813,-0.78677419424057,-0.7548387005925179,-0.7838709712028503,-0.8070967756211758,-0.8419354856014252,-0.8187096811830997,-0.8288709668442608,-0.8303225800395012,-0.9,-0.888387096952647,-0.8825806450098753,-0.8912903227144853,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6199315971147948,0.09551197098292852,-0.19282270172529004,-0.03459880161593931,0.7506722936994569,0.6944984573562613,-0.17850547629558355,0.1334746042698699,-0.2120020303574054,0.05150339767482914,-0.15267854732906394,-0.06500001801384714,-0.21575340245210217,-0.78677419424057,-0.7562903154641389,-0.7838709712028503,-0.8056451607495546,-0.8419354856014252,-0.8187096811830997,-0.8303225800395012,-0.8303225800395012,-0.9,-0.888387096952647,-0.8825806450098753,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6199445460820379,0.09551197098292852,-0.19282270172529004,-0.03461547456412861,0.7506722936994569,0.6944501306133734,-0.18431734674446731,0.13238500163475175,-0.21334664790663938,0.05193986425731589,-0.136607120458777,-0.06000003496805639,-0.20958902962981274,-0.78677419424057,-0.7562903154641389,-0.7838709712028503,-0.8070967756211758,-0.8419354856014252,-0.8187096811830997,-0.8303225800395012,-0.8303225800395012,-0.9,-0.8898387098335662,-0.8825806450098753,-0.888387096952647,-0.9,-0.9,-0.9,-0.9,0.0,0.0
