position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,size0,size1
-0.04737028208249938,-0.620022116561999,0.0957307196496221,-0.192771966756762,-0.03464882046050721,0.7504033743877986,0.6944018038704843,-0.17186336377609657,0.19449152587532048,-0.12280879910593046,0.07201745849899033,-0.2008928299245898,-0.055000028080408936,-0.19726027219616815,-0.7214516121894121,-0.6953225746750832,-0.7316129028797149,-0.7417741969227791,-0.7664516061544419,-0.743225808441639,-0.7664516061544419,-0.7722580656409264,-0.9,-0.888387096952647,-0.8840322579955683,-0.8927419355954044,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6200350408645426,0.0957307196496221,-0.192771966756762,-0.0346321475123178,0.7504033743877986,0.6944259672419283,-0.1710330337281626,0.19830509513237116,-0.1246016358625236,0.06721629322981515,-0.1848214070236336,-0.055000028080408936,-0.2034246568075233,-0.719999997317791,-0.6938709631562233,-0.7316129028797149,-0.7403225854039193,-0.7664516061544419,-0.743225808441639,-0.767903221026063,-0.7722580656409264,-0.9,-0.8898387098335662,-0.8825806450098753,-0.8898387098335662,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04737028208249938,-0.6200091922594555,0.0957307196496221,-0.192771966756762,-0.03459880161593931,0.7503841648841755,0.6944018038704843,-0.16992610295224553,0.19449152587532048,-0.12280879910593046,0.06503393977874361,-0.1928571184741117,-0.06000003496805639,-0.18493150297345773,-0.7214516121894121,-0.6953225746750832,-0.7330645177513361,-0.7417741969227791,-0.7664516061544419,-0.743225808441639,-0.769354835897684,-0.7722580656409264,-0.9,-0.8898387098335662,-0.8854838709812611,-0.8898387098335662,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04737028208249938,-0.6200350408645426,0.0957307196496221,-0.19278465049889404,-0.03461547456412861,0.7504033743877986,0.6944018038704843,-0.17020287963489011,0.19394673787971584,-0.12549804756201288,0.0641610025060424,-0.21696425679487663,-0.06000003496805639,-0.191095887584813,-0.7229032270610333,-0.696774186193943,-0.7316129028797149,-0.7417741969227791,-0.7664516061544419,-0.743225808441639,-0.767903221026063,-0.7722580656409264,-0.9,-0.8912903227144853,-0.8840322579955683,-0.8898387098335662,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.620022116561999,0.0957307196496221,-0.19278465049889404,-0.03459880161593931,0.7504033743877986,0.6944259672419296,-0.17047956834020406,0.19340196320606517,-0.12370522416303431,0.06372453592355554,-0.1928571184741117,-0.06000003496805639,-0.191095887584813,-0.7214516121894121,-0.696774186193943,-0.7345161326229572,-0.7417741969227791,-0.7664516061544419,-0.743225808441639,-0.7664516061544419,-0.7722580656409264,-0.9,-0.8912903227144853,-0.8825806450098753,-0.8898387098335662,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.047321523099928875,-0.6200350408645428,0.0957307196496221,-0.192810017983158,-0.034648820460507435,0.7504033743877986,0.6944259672419296,-0.17020287963489011,0.19394673787971584,-0.12504984171226818,0.06372454003128292,-0.19285712244344233,-0.06000003496805639,-0.18493150297345773,-0.719999997317791,-0.6953225746750832,-0.7316129028797149,-0.743225808441639,-0.7664516061544419,-0.743225808441639,-0.767903221026063,-0.7722580656409264,-0.8985483871190809,-0.8898387098335662,-0.8825806450098753,-0.8898387098335662,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6200350408645428,0.0957307196496221,-0.19279733424102607,-0.034648820460507435,0.7504033743877986,0.6944259672419296,-0.16992610295224553,0.1944915525192289,-0.12549804756201288,0.06503393977874361,-0.1848214070236336,-0.0700000249014947,-0.18493150297345773,-0.719999997317791,-0.696774186193943,-0.7316129028797149,-0.743225808441639,-0.764999994635582,-0.7417741969227791,-0.769354835897684,-0.7722580656409264,-0.9,-0.8912903227144853,-0.8825806450098753,-0.8898387098335662,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6200350408645428,0.0957307196496221,-0.192810017983158,-0.034665493408696624,0.7503841648841757,0.6944018038704843,-0.16992601497491477,0.19394675120166982,-0.12639446371404028,0.06459747319625675,-0.20089283389392043,-0.055000028080408936,-0.19726027219616815,-0.7214516121894121,-0.696774186193943,-0.7316129028797149,-0.743225808441639,-0.7664516061544419,-0.743225808441639,-0.769354835897684,-0.7722580656409264,-0.9,-0.8898387098335662,-0.8825806450098753,-0.8927419355954044,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.04741904106506989,-0.6200479651670863,0.0957307196496221,-0.192810017983158,-0.0346321475123178,0.7503841648841757,0.6944018038704843,-0.16992610295224553,0.19340194988411075,-0.12549804756201288,0.06372453592355554,-0.20089283389392043,-0.06000003496805639,-0.2034246568075233,-0.719999997317791,-0.696774186193943,-0.7316129028797149,-0.743225808441639,-0.7664516061544419,-0.743225808441639,-0.769354835897684,-0.7722580656409264,-0.9,-0.8898387098335662,-0.8825806450098753,-0.8912903227144853,-0.9,-0.9,-0.9,-0.9,0.0,0.0
-0.047321523099928875,-0.6200350408645426,0.0957307196496221,-0.19282270172529004,-0.03461547456412861,0.7504033743877986,0.6944259672419296,-0.16881899622166696,0.19340196320606517,-0.12549804756201288,0.06416100661376978,-0.2008928299245898,-0.0650000299347755,-0.18493150297345773,-0.719999997317791,-0.696774186193943,-0.7345161326229572,-0.743225808441639,-0.7664516061544419,-0.743225808441639,-0.7708064507693052,-0.7722580656409264,-0.9,-0.8912903227144853,-0.8840322579955683,-0.8898387098335662,-0.9,-0.9,-0.9,-0.9,0.0,0.0
