position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15
-0.14451854264759634,-0.42457482665379465,0.22823084957498618,0.21255129804014594,-0.4118066780423349,0.5069701231347824,-0.4964669230809583,-0.2302035132641752,0.26933498292967284,-0.33346292927894505,-0.008292126113456755,-0.23076921451089405,0.25778897333312323,-0.2965116474555296,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8985483884811402,-0.9,-0.9,-0.9,-0.9014516128809191,-0.9,-0.8956451610429212,-0.9,-0.9,-0.9,-0.9
-0.14451854264759634,-0.4245643477899363,0.22824120412616444,0.2125590872841835,-0.4118066780423349,0.5069768606865411,-0.4964669230809583,-0.23103605950657424,0.26988917059743367,-0.33292464796918,-0.008089878345864832,-0.23076921451089405,0.2645728914139426,-0.2965116541268612,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8956451610429212,-0.9,-0.9,-0.9,-0.9
-0.14451854264759634,-0.42457482665379465,0.22823084957498618,0.2125590872841835,-0.41181615949712896,0.5069701231347824,-0.4964669230809583,-0.2306197643300011,0.269612080151464,-0.33319378595040905,-0.008089880249265602,-0.22499998290134482,0.26231158179275293,-0.3000000266853263,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8985483872238547,-0.8970967740286142,-0.9,-0.9,-0.9,-0.9
-0.14451854264759634,-0.42457482665379465,0.22823084957498618,0.2125590872841835,-0.41181615949712896,0.5069835982382996,-0.4964669230809583,-0.2306197643300011,0.2696120733756425,-0.334001205241403,-0.008494371977647908,-0.2249999843262327,0.26231158179275293,-0.2930232682257331,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8985483872238547,-0.8956451610429212,-0.9,-0.9,-0.9,-0.9
-0.14451854264759634,-0.42457482665379465,0.22824120412616444,0.2125590872841835,-0.41181615949712896,0.5069835982382996,-0.4964669230809583,-0.2297872401429757,0.2685037048159423,-0.33346292660529153,-0.008089880249265602,-0.22499998290134482,0.2600502775629382,-0.30000002001399473,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8956451610429212,-0.9,-0.9,-0.9,-0.9
-0.14451854264759634,-0.42455386892607805,0.22823084957498618,0.2125590872841835,-0.4118066780423349,0.5069768606865411,-0.4964669230809583,-0.23089726504055175,0.269612080151464,-0.33319378595040905,-0.008898867512831865,-0.22499998290134482,0.26231158179275293,-0.2930232682257331,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8970967740286142,-0.9,-0.9,-0.9,-0.9
-0.14451854264759634,-0.42457482665379465,0.22823084957498618,0.2125590872841835,-0.41181615949712896,0.5069768606865411,-0.49648703634730784,-0.23075853674065006,0.26933498292967284,-0.33211723135183946,-0.006876393643713619,-0.23076921308600618,0.2645728860225679,-0.3000000266853263,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9
-0.14451854264759634,-0.42458530551765283,0.22824120412616444,0.2125590872841835,-0.41181615949712896,0.5069768606865411,-0.49647697971413307,-0.23020349120880168,0.2690578857078817,-0.33319378862406257,-0.008089878345864832,-0.21923075271668346,0.26683419564375754,-0.30348839257245963,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8970967740286142,-0.9,-0.9,-0.9,-0.9
-0.14451854264759634,-0.42455386892607805,0.22823084957498618,0.21255129804014594,-0.41181615949712896,0.5069835982382996,-0.4964669230809583,-0.2302035132641752,0.268780795261912,-0.33346292660529153,-0.0076853847140816445,-0.23076921308600618,0.2645728860225679,-0.30348838590112814,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8970967740286142,-0.9,-0.9,-0.9,-0.9
-0.14451854264759634,-0.42457482665379465,0.22823084957498618,0.2125590872841835,-0.4118066780423349,0.5069768606865411,-0.49648703634730784,-0.23034226361945054,0.268780795261912,-0.33319378595040905,-0.00748313694648961,-0.21923075271668346,0.2645728860225679,-0.30697675845959316,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9
