tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.012903226,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.012903226,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.025806451,0.045161288,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.012903226,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.045161288,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.035483871,0.041935485,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.012903226,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.025806451,0.045161288,0.032258064,0.038709678,0,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.025806451,0.045161288,0.032258064,0.035483871,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.029032258,0.048387095,0.032258064,0.038709678,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.035483871,0.051612902,0.038709678,0.041935485,0,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.041935485,0.058064517,0.041935485,0.048387095,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.067741938,0.087096773,0.064516127,0.070967741,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.132258058,0.154838711,0.116129033,0.119354837,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.009677419,0.229032263,0.254838705,0.200000003,0.200000003,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0.009677419,0.293548375,0.325806469,0.258064508,0.261290312,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0.016129032,0.358064502,0.396774173,0.312903225,0.322580665,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.019354839,0.419354826,0.464516133,0.367741913,0.380645156,0.003225806,0.012903226,0.009677419,0.006451613,0,0,0,0
0,0,0,0.016129032,0.46129033,0.50967741,0.406451613,0.425806433,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.016129032,0.496774197,0.545161307,0.438709706,0.458064526,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0.016129032,0.51935482,0.56774193,0.46129033,0.483870953,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.016129032,0.535483837,0.587096751,0.477419347,0.503225803,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.016129032,0.551612914,0.600000024,0.49032259,0.516129017,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.016129032,0.561290324,0.616129041,0.503225803,0.52903223,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.016129032,0.570967734,0.622580647,0.50967741,0.538709641,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.016129032,0.574193537,0.625806451,0.512903214,0.538709641,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.016129032,0.570967734,0.625806451,0.512903214,0.538709641,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0.012903226,0.570967734,0.625806451,0.512903214,0.538709641,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0.012903226,0.574193537,0.625806451,0.516129017,0.538709641,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.012903226,0.574193537,0.625806451,0.516129017,0.545161307,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.012903226,0.577419341,0.629032254,0.516129017,0.545161307,0,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0.012903226,0.577419341,0.629032254,0.516129017,0.545161307,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.016129032,0.577419341,0.629032254,0.516129017,0.545161307,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0.012903226,0.577419341,0.629032254,0.516129017,0.545161307,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.012903226,0.577419341,0.629032254,0.516129017,0.545161307,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0.012903226,0.577419341,0.629032254,0.516129017,0.545161307,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.012903226,0.577419341,0.629032254,0.516129017,0.545161307,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.012903226,0.577419341,0.629032254,0.516129017,0.545161307,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.012903226,0.577419341,0.629032254,0.516129017,0.545161307,0.003225806,0.012903226,0.009677419,0.006451613,0,0,0,0
0,0,0,0.012903226,0.577419341,0.625806451,0.516129017,0.545161307,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.016129032,0.574193537,0.625806451,0.512903214,0.538709641,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.022580644,0.564516127,0.616129041,0.503225803,0.525806427,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.045161288,0.554838717,0.59677422,0.487096757,0.5,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.08387097,0.52903223,0.56774193,0.458064526,0.45161292,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0.019354839,0.141935483,0.5,0.525806427,0.42258063,0.393548369,0,0.012903226,0.012903226,0.009677419,0,0,0,0
0,0.064516127,0.080645166,0.245161295,0.47096774,0.48064515,0.380645156,0.325806469,0.003225806,0.006451613,0.012903226,0.009677419,0,0,0,0
0,0.180645153,0.167741939,0.364516109,0.445161313,0.43225804,0.338709682,0.264516115,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0.035483871,0.267741919,0.229032263,0.438709706,0.425806433,0.400000006,0.309677422,0.232258067,0.003225806,0.006451613,0.009677419,0.009677419,0,0,0,0
0.041935485,0.270967752,0.232258067,0.435483843,0.409677416,0.383870959,0.300000012,0.22580646,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0.032258064,0.254838705,0.219354853,0.419354826,0.412903219,0.393548369,0.306451619,0.229032263,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0.048387095,0.303225815,0.261290312,0.474193543,0.425806433,0.396774173,0.306451619,0.232258067,0.003225806,0.012903226,0.012903226,0.009677419,0,0,0,0
0.067741938,0.370967716,0.319354832,0.545161307,0.438709706,0.406451613,0.312903225,0.232258067,0.003225806,0.012903226,0.012903226,0.009677419,0,0,0,0
0.08387097,0.409677416,0.351612896,0.580645144,0.445161313,0.406451613,0.316129029,0.232258067,0.003225806,0.012903226,0.012903226,0.009677419,0,0,0,0
0.074193552,0.387096763,0.335483879,0.561290324,0.441935509,0.406451613,0.316129029,0.23548387,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0.074193552,0.380645156,0.332258075,0.55806452,0.438709706,0.403225809,0.312903225,0.232258067,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0.077419356,0.393548369,0.338709682,0.56774193,0.435483843,0.400000006,0.309677422,0.229032263,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0.077419356,0.387096763,0.332258075,0.554838717,0.43225804,0.396774173,0.306451619,0.229032263,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0.077419356,0.390322566,0.335483879,0.55806452,0.425806433,0.387096763,0.300000012,0.222580656,0,0.006451613,0.012903226,0.009677419,0,0,0,0
0.087096773,0.377419353,0.316129029,0.525806427,0.390322566,0.348387092,0.270967752,0.196774185,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0.074193552,0.325806469,0.270967752,0.464516133,0.370967716,0.338709682,0.258064508,0.190322578,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0.054838713,0.254838705,0.20645161,0.367741913,0.335483879,0.306451619,0.232258067,0.174193546,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0.012903226,0.129032254,0.106451608,0.20645161,0.283870965,0.267741919,0.20645161,0.161290333,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0.032258064,0.151612908,0.161290333,0.122580647,0.109677427,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.051612902,0.077419356,0.058064517,0.061290324,0.003225806,0.006451613,0.009677419,0.006451613,0,0,0,0
0,0,0,0,0.032258064,0.048387095,0.038709678,0.038709678,0,0.006451613,0.012903226,0.006451613,0.009677419,0.009677419,0.009677419,0.006451613
0,0,0,0,0.029032258,0.041935485,0.035483871,0.035483871,0.003225806,0.016129032,0.016129032,0.012903226,0.019354839,0.009677419,0.009677419,0.006451613
0,0,0,0,0.029032258,0.041935485,0.032258064,0.032258064,0.003225806,0.016129032,0.016129032,0.009677419,0,0,0,0
0,0,0,0,0.041935485,0.051612902,0.038709678,0.038709678,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.038709678,0.048387095,0.038709678,0.035483871,0,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.025806451,0.038709678,0.032258064,0.029032258,0.003225806,0.006451613,0.012903226,0.009677419,0,0,0,0
0,0,0,0,0.025806451,0.038709678,0.032258064,0.029032258,0.003225806,0.016129032,0.016129032,0.016129032,0.009677419,0.009677419,0.003225806,0
0,0,0,0,0.025806451,0.038709678,0.029032258,0.029032258,0.009677419,0.022580644,0.019354839,0.016129032,0,0,0,0
0,0,0,0,0.032258064,0.041935485,0.032258064,0.032258064,0.003225806,0.016129032,0.016129032,0.009677419,0,0,0,0
0,0,0,0,0.029032258,0.041935485,0.032258064,0.029032258,0.003225806,0.012903226,0.012903226,0.009677419,0,0,0,0
0,0,0,0,0.022580644,0.032258064,0.029032258,0.029032258,0.003225806,0.016129032,0.016129032,0.012903226,0,0,0,0
0,0,0,0,0.022580644,0.032258064,0.029032258,0.029032258,0.009677419,0.016129032,0.016129032,0.012903226,0,0,0.003225806,0
0,0,0,0,0.025806451,0.038709678,0.029032258,0.029032258,0.003225806,0.012903226,0.016129032,0.009677419,0,0,0,0
0,0,0,0,0.029032258,0.041935485,0.032258064,0.032258064,0.003225806,0.012903226,0.016129032,0.009677419,0,0,0,0
0,0,0,0,0.022580644,0.032258064,0.025806451,0.025806451,0.003225806,0.016129032,0.016129032,0.009677419,0,0,0,0
0,0,0,0,0.022580644,0.032258064,0.025806451,0.025806451,0.003225806,0.016129032,0.016129032,0.012903226,0,0,0,0
0,0,0,0,0.022580644,0.032258064,0.029032258,0.029032258,0.003225806,0.012903226,0.012903226,0.009677419,0,0,0,0
0,0,0,0,0.029032258,0.038709678,0.032258064,0.029032258,0.003225806,0.006451613,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.025806451,0.038709678,0.029032258,0.029032258,0.003225806,0.012903226,0.012903226,0.006451613,0,0,0,0
0,0,0,0,0.022580644,0.032258064,0.025806451,0.029032258,0.003225806,0.012903226,0.016129032,0.012903226,0,0,0,0
0,0,0,0,0.022580644,0.038709678,0.025806451,0.029032258,0.003225806,0.012903226,0.016129032,0.009677419,0,0,0,0
0,0,0,0,0.038709678,0.048387095,0.038709678,0.038709678,0.003225806,0.012903226,0.016129032,0.009677419,0,0,0,0
0,0,0,0,0.041935485,0.054838713,0.045161288,0.045161288,0.012903226,0.022580644,0.019354839,0.012903226,0,0,0,0
0,0,0,0,0.035483871,0.054838713,0.045161288,0.054838713,0.022580644,0.045161288,0.032258064,0.025806451,0,0,0,0
0,0,0,0,0.038709678,0.061290324,0.051612902,0.064516127,0.054838713,0.077419356,0.051612902,0.051612902,0,0,0,0
0,0,0,0,0.051612902,0.08387097,0.064516127,0.093548387,0.090322576,0.119354837,0.074193552,0.070967741,0,0,0,0
0,0,0,0,0.077419356,0.119354837,0.093548387,0.129032254,0.125806451,0.148387104,0.093548387,0.08387097,0,0,0,0
0,0,0,0,0.100000001,0.138709679,0.11290323,0.158064514,0.164516136,0.187096775,0.116129033,0.100000001,0,0,0,0
0,0,0,0,0.103225805,0.148387104,0.119354837,0.170967743,0.21612902,0.251612902,0.151612908,0.135483876,0,0,0,0
0,0,0,0,0.11290323,0.154838711,0.125806451,0.180645153,0.277419358,0.319354832,0.193548381,0.167741939,0,0,0,0
0,0,0,0,0.132258058,0.183870956,0.145161286,0.212903216,0.332258075,0.370967716,0.232258067,0.190322578,0,0,0,0
0,0,0,0,0.158064514,0.21612902,0.174193546,0.245161295,0.380645156,0.409677416,0.261290312,0.200000003,0,0,0,0
0,0,0,0,0.174193546,0.232258067,0.187096775,0.264516115,0.425806433,0.445161313,0.293548375,0.219354853,0,0,0,0
0,0,0,0,0.17741935,0.238709673,0.193548381,0.274193555,0.458064526,0.474193543,0.312903225,0.23548387,0,0,0,0
0,0,0,0,0.183870956,0.245161295,0.200000003,0.283870965,0.47096774,0.487096757,0.329032272,0.238709673,0,0,0,0
0,0,0,0,0.193548381,0.258064508,0.209677413,0.296774209,0.493548393,0.503225803,0.341935486,0.248387098,0,0,0,0
0,0,0,0,0.200000003,0.264516115,0.212903216,0.300000012,0.496774197,0.512903214,0.348387092,0.251612902,0,0,0,0
0,0,0,0,0.203225806,0.267741919,0.219354853,0.306451619,0.50967741,0.516129017,0.354838699,0.254838705,0,0,0,0
0,0,0,0,0.203225806,0.270967752,0.219354853,0.306451619,0.522580624,0.52903223,0.367741913,0.258064508,0,0,0,0
0,0,0,0,0.203225806,0.270967752,0.219354853,0.309677422,0.535483837,0.545161307,0.377419353,0.267741919,0,0,0,0
0,0,0,0,0.193548381,0.251612902,0.203225806,0.293548375,0.535483837,0.554838717,0.380645156,0.280645162,0,0,0,0
0,0,0,0,0.183870956,0.245161295,0.196774185,0.287096769,0.535483837,0.55806452,0.383870959,0.283870965,0,0,0,0
0,0,0,0,0.187096775,0.251612902,0.200000003,0.290322572,0.538709641,0.564516127,0.390322566,0.287096769,0,0,0,0
0,0,0,0,0.180645153,0.23548387,0.193548381,0.277419358,0.535483837,0.56774193,0.393548369,0.293548375,0,0,0,0
0,0,0,0,0.164516136,0.21612902,0.170967743,0.254838705,0.535483837,0.583870947,0.409677416,0.316129029,0,0,0,0
0,0,0,0,0.164516136,0.219354853,0.174193546,0.258064508,0.54838711,0.59677422,0.419354826,0.319354832,0,0,0,0
0,0,0,0,0.167741939,0.222580656,0.180645153,0.261290312,0.554838717,0.59677422,0.419354826,0.319354832,0,0,0,0
0,0,0,0,0.161290333,0.219354853,0.174193546,0.254838705,0.54838711,0.600000024,0.42258063,0.322580665,0,0,0,0
0,0,0,0,0.161290333,0.21612902,0.174193546,0.254838705,0.554838717,0.606451631,0.425806433,0.325806469,0,0,0,0
0,0,0,0,0.151612908,0.200000003,0.158064514,0.238709673,0.561290324,0.616129041,0.435483843,0.345161289,0,0,0,0
0,0,0,0,0.151612908,0.200000003,0.161290333,0.241935477,0.570967734,0.629032254,0.45161292,0.351612896,0,0,0,0
0,0,0,0,0.151612908,0.20645161,0.167741939,0.245161295,0.574193537,0.629032254,0.45161292,0.348387092,0,0,0,0
0,0,0,0,0.154838711,0.209677413,0.167741939,0.251612902,0.574193537,0.635483861,0.45161292,0.348387092,0,0,0,0
0,0,0,0,0.151612908,0.20645161,0.164516136,0.245161295,0.580645144,0.635483861,0.454838723,0.351612896,0,0,0,0
0,0,0,0,0.151612908,0.20645161,0.164516136,0.245161295,0.587096751,0.635483861,0.46129033,0.354838699,0,0,0,0
0,0,0,0,0.151612908,0.20645161,0.164516136,0.245161295,0.587096751,0.638709664,0.46129033,0.354838699,0,0,0,0
0,0,0,0,0.151612908,0.209677413,0.167741939,0.248387098,0.590322554,0.638709664,0.464516133,0.358064502,0,0,0,0
0,0,0,0,0.151612908,0.20645161,0.167741939,0.248387098,0.590322554,0.645161331,0.467741936,0.358064502,0,0,0,0
0,0,0,0,0.151612908,0.20645161,0.164516136,0.245161295,0.590322554,0.645161331,0.47096774,0.358064502,0,0,0,0
0,0,0,0,0.151612908,0.20645161,0.164516136,0.245161295,0.59677422,0.645161331,0.47096774,0.361290306,0,0,0,0
0,0,0,0,0.148387104,0.20645161,0.164516136,0.245161295,0.59677422,0.645161331,0.474193543,0.361290306,0,0,0,0
0,0,0,0,0.148387104,0.20645161,0.164516136,0.245161295,0.59677422,0.648387134,0.477419347,0.361290306,0,0,0,0
0,0,0,0,0.148387104,0.203225806,0.161290333,0.245161295,0.59677422,0.645161331,0.474193543,0.361290306,0,0,0,0
0,0,0,0,0.145161286,0.203225806,0.161290333,0.245161295,0.59677422,0.648387134,0.474193543,0.361290306,0,0,0,0
0,0,0,0,0.145161286,0.203225806,0.161290333,0.241935477,0.59677422,0.648387134,0.474193543,0.361290306,0,0,0,0
0,0,0,0,0.141935483,0.200000003,0.158064514,0.238709673,0.590322554,0.648387134,0.474193543,0.370967716,0,0,0,0
0,0,0,0,0.129032254,0.183870956,0.141935483,0.219354853,0.580645144,0.648387134,0.47096774,0.380645156,0,0,0,0
0,0,0,0,0.119354837,0.164516136,0.129032254,0.200000003,0.570967734,0.648387134,0.47096774,0.390322566,0,0,0,0
