-6.684878984470052909e-01,-1.836219294799899815e-01
-6.008437616955247806e-01,-1.871991280731734597e-01
-5.290762791759744399e-01,-1.897922704651762160e-01
-4.534091298994850083e-01,-1.912399658338050923e-01
-3.740547249980836764e-01,-1.913812580906020522e-01
-2.912900412679826356e-01,-1.900354144409787116e-01
-2.055251098026501244e-01,-1.870068622916258305e-01
-1.173311010912891361e-01,-1.820969267501518496e-01
-2.746720582201919378e-02,-1.751532412538201189e-01
6.312222371037157220e-02,-1.661095163685790410e-01
1.532360624613632871e-01,-1.550681828709547794e-01
2.414280320032683724e-01,-1.423317235768278843e-01
3.262556962049768527e-01,-1.283265451145175762e-01
4.064556016371968505e-01,-1.134964144884237636e-01
4.810433587328944438e-01,-9.820259820197747846e-02
5.493021174335447343e-01,-8.269961787143387255e-02
6.107590110159725194e-01,-6.717390104262399575e-02
6.651909246266486386e-01,-5.174487342593049599e-02
7.126443106061077781e-01,-3.648351145243057536e-02
7.534106961248050460e-01,-2.143018499380604236e-02
7.879591200936745254e-01,-6.588928570632841299e-03
8.168377494464359456e-01,8.080274185144091167e-03
8.406334097595313803e-01,2.267744829777154636e-02
8.599829017015757637e-01,3.736350259388505207e-02
8.755866055677792303e-01,5.233525429685560726e-02
8.880915448092366882e-01,6.775155933666832109e-02
8.979548291970070872e-01,8.366453997192556391e-02
9.053969996568929091e-01,9.992138861626223556e-02
9.104101035766010153e-01,1.162491796539199679e-01
9.128099651395209513e-01,1.323112417199276136e-01
9.122922382907536765e-01,1.477399319444471226e-01
9.084618078684032483e-01,1.621590077435612343e-01
9.009144373534743178e-01,1.752248043224539920e-01
8.893161930181342489e-01,1.866127212637130051e-01
8.734711785979157872e-01,1.960482331291946156e-01
8.533689618525457377e-01,2.033468412235912570e-01
8.292000608890875979e-01,2.084241818945006264e-01
8.013289368550581271e-01,2.112830533462348170e-01
7.702671373173595182e-01,2.120565439698362531e-01
7.366490888481153076e-01,2.110100080713054604e-01
7.012618044594631783e-01,2.085726067039977982e-01
6.651262797317951669e-01,2.053301335513916526e-01
6.294393301040133171e-01,2.017318960188072552e-01
5.954200937235716307e-01,1.978898501712710034e-01
5.642574097000967459e-01,1.936882868651777223e-01
5.370427338802480355e-01,1.889745637028713010e-01
5.146020231156522851e-01,1.837279497176925458e-01
4.972867015271514313e-01,1.781206321362509282e-01
4.848257096100358488e-01,1.724811289315595353e-01
4.764183282012807163e-01,1.671846219032250280e-01
4.709995783411921599e-01,1.624968125256789908e-01
4.675653592594976038e-01,1.584901129186735980e-01
4.654474101564132216e-01,1.551021217672729768e-01
4.643308322890798978e-01,1.522199583336253381e-01
4.641248691407356963e-01,1.497361929221374954e-01
4.648641929451270416e-01,1.475765056853905188e-01
4.666519926277916119e-01,1.457032022380845837e-01
4.696132637386145059e-01,1.441137106244458621e-01
4.738652017571499675e-01,1.428351597095381398e-01
4.794864067877488978e-01,1.419056973822668544e-01
4.864991564011830194e-01,1.413644607483831306e-01
4.948640313194337392e-01,1.412413444364373216e-01
5.044743590081349760e-01,1.415508912127424190e-01
5.151699718546569606e-01,1.422918664093298924e-01
5.267559585630051666e-01,1.434484603822312465e-01
5.390219811521039794e-01,1.449926808206548623e-01
5.517591010336425628e-01,1.468871779753591345e-01
5.647728487915026907e-01,1.490882146336416358e-01
5.778917418742393064e-01,1.515485542069843761e-01
5.909717326931140935e-01,1.542198606270286099e-01
6.038973010153857457e-01,1.570549120582007685e-01
6.165800973710515720e-01,1.600093320800015650e-01
