-1.931083168655307186e-02,4.322059701080777083e-01
-2.335835688413912328e-02,4.325240640034956341e-01
-3.059594333436103930e-02,4.317817167424789493e-01
-4.150828996921368530e-02,4.300664470625709668e-01
-5.633934517900061195e-02,4.273628340152272331e-01
-7.541664120963793849e-02,4.235368018138003787e-01
-9.919382545282708075e-02,4.184145409179365616e-01
-1.282029079182920583e-01,4.118237693510957698e-01
-1.629901419589100120e-01,4.036098177557096989e-01
-2.040276295992704270e-01,3.936388188136118460e-01
-2.516128347243581920e-01,3.817951317411246714e-01
-3.057726959863101279e-01,3.679792659930605780e-01
-3.661867126122171356e-01,3.521105139776248283e-01
-4.321396471067921463e-01,3.341347753996660175e-01
-5.025144800046719151e-01,3.140387664020541925e-01
-5.758301258263693878e-01,2.918688824371719059e-01
-6.503292117661780836e-01,2.677517230200128773e-01
-7.241100276221738019e-01,2.419119983901090176e-01
-7.952840644352885402e-01,2.146779526557272277e-01
-8.621307025404946200e-01,1.864700676116236022e-01
-9.232139768865518237e-01,1.577742665092290164e-01
-9.774425043254131307e-01,1.291049253142045328e-01
-1.024070571825547171e+00,1.009661000644899859e-01
-1.062677623674408434e+00,7.381451378986496337e-02
-1.093194037425703202e+00,4.802727574252270426e-02
-1.115964902832317085e+00,2.388022109216591041e-02
-1.131729162911096376e+00,1.558036215225936305e-03
-1.141461834131380026e+00,-1.883045384670266678e-02
-1.146166406812470395e+00,-3.724501753271753507e-02
-1.146742306298766945e+00,-5.372341421987827242e-02
-1.143937745976508547e+00,-6.836930883487994659e-02
-1.138346182647925753e+00,-8.133226041211977231e-02
-1.130417055655179359e+00,-9.278804897130274454e-02
-1.120489222638490157e+00,-1.029084827381665235e-01
-1.108823346577619606e+00,-1.118496852437962513e-01
-1.095573434472984609e+00,-1.197378198409815853e-01
-1.080751396904118256e+00,-1.266853139809850648e-01
-1.064171438064604347e+00,-1.328085752689141252e-01
-1.045395278407758255e+00,-1.382557306610409376e-01
-1.023707323998876761e+00,-1.432322749972081144e-01
-9.981990340308696252e-01,-1.480114008104238821e-01
-9.679602629042278750e-01,-1.528743940292718040e-01
-9.322750689108201261e-01,-1.579984594407221332e-01
-8.907387478034667350e-01,-1.633814047375303224e-01
-8.432793746792200951e-01,-1.688702840640783354e-01
-7.901268369245670886e-01,-1.742371838966123576e-01
-7.317114373634059366e-01,-1.792327543753972630e-01
