24,40,46,55,61,71,76,86,93
24,39,45,56,60,69,74,85,93
24,39,44,59,63,71,76,87,93
22,33,39,46,54,67,73,83,89
22,31,37,47,52,62,68,79,86
25,38,42,54,59,68,74,85,91
24,38,43,51,57,70,75,87,92
24,37,42,52,59,73,80,92,100
24,38,45,54,59,72,79,89,97
24,36,41,49,54,67,72,80,87
27,40,45,55,60,75,80,90,96
24,37,42,51,57,70,77,89,96
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,a,
