position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15
0.20642696934757254,0.034132017225644073,0.33588368077783304,-0.42218833280113993,-0.33148167297952913,0.04410010788593577,0.5254508528094585,-0.15726007461547853,0.006539998054504337,0.11825999021530154,0.15817499399185186,-0.032579999640584,-0.1485000085830689,-0.18031999468803406,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.8898387098335662,-0.8825806450098753,-0.9,-0.8825806450098753,-0.9,-0.8970967742381618
0.20642696934757254,0.034132017225644073,0.33588368077783304,-0.42218833280113993,-0.33148952264684217,0.04410010788593577,0.5254508528094585,-0.15780006408691405,0.0041999959945679954,0.11717999607324592,0.15674999535083767,-0.032579999640584,-0.1485000085830689,-0.18592999219894413,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.888387096952647,-0.8825806450098753,-0.9,-0.8869354837574065,-0.9,-0.888387096952647
0.20642696934757254,0.0341391532868377,0.33588368077783304,-0.42218833280113993,-0.3314973723141551,0.04410796223458657,0.5254508528094585,-0.1576200485229492,0.006540005207061883,0.11825999021530154,0.15902999371290194,-0.03257999897003172,-0.1485000085830689,-0.18592999398708343,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.888387096952647,-0.8825806450098753,-0.9,-0.8825806450098753,-0.9,-0.888387096952647
0.20642696934757254,0.034132017225644073,0.3358575027365557,-0.42218833280113993,-0.33148168795981026,0.04409225353728485,0.5254508528094585,-0.1570801162719726,0.006540005207061883,0.11771999180316917,0.15731999158859244,-0.032579999640584,-0.1485000085830689,-0.18592999398708343,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.8912903227144853,-0.8825806450098753,-0.9,-0.8825806450098753,-0.9,-0.888387096952647
0.20642696934757254,0.034132017225644073,0.33588368077783304,-0.42219618246845286,-0.33148952264684217,0.04410010788593577,0.5254508528094585,-0.15708005905151368,0.005077500343322661,0.11717999339103702,0.15760499507188797,-0.02986499994993208,-0.1485000085830689,-0.18966999471187596,-0.9,-0.9,-0.9,-0.9,-0.876774193905294,-0.8520967746153474,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.888387096952647,-0.8825806450098753,-0.9,-0.8912903225049377,-0.9,-0.888387096952647
0.20642696934757254,0.034132017225644073,0.33589676979847194,-0.42218833280113993,-0.33148167297952913,0.04408439918863394,0.5254508528094585,-0.15780000686645512,0.006247501373290998,0.11609999924898162,0.15731999427080157,-0.0298649992793798,-0.1485000085830689,-0.18592999219894413,-0.9,-0.9,-0.9,-0.9,-0.8796774194575846,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.888387096952647,-0.8825806450098753,-0.9,-0.8825806450098753,-0.9,-0.888387096952647
0.20642696934757254,0.034132017225644073,0.33588368077783304,-0.42219618246845286,-0.33148952264684217,0.04410010788593577,0.5254508528094585,-0.1576200485229492,0.006832509040832435,0.11798998832702645,0.15731999427080157,-0.02986499994993208,-0.15300000429153449,-0.18592999219894413,-0.9,-0.9,-0.9,-0.9,-0.876774193905294,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.888387096952647,-0.8825806450098753,-0.9,-0.8869354837574065,-0.9,-0.888387096952647
0.20642696934757254,0.034132017225644073,0.33587059175719414,-0.42218833280113993,-0.33148167297952913,0.04408439918863394,0.5254508528094585,-0.15780006408691405,0.005662500858306996,0.11717999339103702,0.15845999479293826,-0.02443499989807607,-0.15075000643730163,-0.1821899914741516,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.888387096952647,-0.8825806450098753,-0.9,-0.8912903225049377,-0.9,-0.8912903227144853
0.20642696934757254,0.034132017225644073,0.33589676979847194,-0.42218833280113993,-0.33148952264684217,0.04408439918863394,0.5254508528094585,-0.1578001213073731,0.006247501373290998,0.11825999289751066,0.15703499615192407,-0.03529499933123592,-0.15075000643730163,-0.1784499943256378,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.8520967746153474,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.888387096952647,-0.8825806450098753,-0.9,-0.8825806450098753,-0.9,-0.8912903227144853
0.20642696934757254,0.034132017225644073,0.33588368077783304,-0.42218833280113993,-0.33149738729443623,0.04406869049133222,0.525232579521251,-0.1572600173950195,0.005370004177093435,0.11852999210357662,0.15560999482870097,-0.032579999640584,-0.15075000643730163,-0.18592999756336215,-0.9,-0.9,-0.9,-0.9,-0.876774193905294,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.888387096952647,-0.8825806450098753,-0.9,-0.8825806450098753,-0.9,-0.888387096952647
0.20642696934757254,0.034132017225644073,0.33589676979847194,-0.4222197314703917,-0.33201574996243644,0.044045127445379584,0.5244591279353467,-0.15960016250610354,0.003029994964599547,0.11447999596595759,0.15560999214649207,-0.04344000041484841,-0.15075000643730163,-0.18592999219894413,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.8898387098335662,-0.8825806450098753,-0.9,-0.8825806450098753,-0.9,-0.888387096952647
0.20642696934757254,0.034132017225644073,0.33589676979847194,-0.4222746791415828,-0.3322121114875106,0.04406869049133222,0.5243202955319287,-0.15942003250122072,0.003029994964599547,0.1163700011372567,0.15076499193906778,-0.04072500005364421,-0.14625001072883614,-0.19153999686241152,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.8854838711908087,-0.888387096952647,-0.8825806450098753,-0.9,-0.8825806450098753,-0.9,-0.8912903227144853
0.20642696934757254,0.0341391532868377,0.33589676979847194,-0.42233747648008685,-0.33221996115482366,0.044045127445379584,0.5242606013813585,-0.16014009475708002,0.000982496738433869,0.11636999577283846,0.1510499954223633,-0.04072500005364421,-0.1485000085830689,-0.18405999183654786,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.8898387098335662,-0.8825806450098753,-0.9,-0.8869354837574065,-0.9,-0.888387096952647
0.20642696934757254,0.034132017225644073,0.33589676979847194,-0.4223453261473998,-0.3322278108221367,0.04406869049133222,0.5242606013813585,-0.1601400375366211,0.0012750077247619673,0.11744999527931232,0.1536149945855142,-0.03529499933123592,-0.1485000085830689,-0.18031999111175545,-0.9,-0.9,-0.9,-0.9,-0.88112903223373,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.8898387098335662,-0.8825806450098753,-0.9,-0.8869354837574065,-0.9,-0.888387096952647
0.20642696934757254,0.034132017225644073,0.33589676979847194,-0.422376724816652,-0.3322513598240757,0.044060836142681414,0.5242606013813585,-0.16086004257202147,-0.00018749713897703302,0.1187999939918517,0.15047999918460853,-0.03800999969244001,-0.1440000128746033,-0.18218999505043032,-0.9,-0.9,-0.9,-0.9,-0.8796774194575846,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.8898387098335662,-0.8825806450098753,-0.9,-0.8825806450098753,-0.9,-0.888387096952647
0.2061756601513075,0.034132017225644073,0.33589676979847194,-0.422494529747472,-0.3322513598240757,0.044045127445379584,0.5242209565969497,-0.17814010620117193,-0.00311248540878295,0.11663999497890487,0.14591999173164372,-0.0298649992793798,-0.1485000085830689,-0.1877999943494797,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.888387096952647,-0.8825806450098753,-0.9,-0.8825806450098753,-0.9,-0.888387096952647
0.20331658361563598,0.034132017225644073,0.33589676979847194,-0.4227615981994874,-0.3322513598240757,0.044045127445379584,0.524042555067107,-0.17634006500244137,-0.001942491531372048,0.11448000133037561,0.148199995458126,-0.03800999969244001,-0.1485000085830689,-0.187799996137619,-0.9,-0.9,-0.9,-0.9,-0.8782258066814393,-0.853548387810588,-0.8651612900197506,-0.853548387810588,-0.9,-0.888387096952647,-0.8898387098335662,-0.8825806450098753,-0.9,-0.8869354837574065,-0.9,-0.888387096952647
