position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14
-0.20690813057303215,-0.4016460216626682,0.22766590543859644,0.07298844910852431,-0.564395590711535,0.49111392815761856,-0.45411376083687865,-0.361500460569703,0.5180468227243663,-0.5453689057694916,-0.15191867942372028,0.10613209450300631,0.1878947558891727,-0.3594674626420723,-0.7865384646704241,-0.7151785535314967,-0.7446700381742039,-0.7682926748889776,-0.8978155340862056,-0.865068492942103,-0.8728643206894406,-0.8746478871177632,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8785714283750272,-0.8955000003507827,-0.8803278682705389,-0.9,-0.9,-0.9,-0.343854627726905,-0.26876079822643706,-0.9,-0.7822285442827629,-0.9,-0.9,-0.9,-0.06863586284631373,-0.9,-0.25468384053090354,0.7874183453526266,-0.9
-0.20690813057303215,-0.4016460216626682,0.22766590543859644,0.07299698007963962,-0.5643755954767269,0.4911339293883711,-0.45411376083687865,-0.36219509125100113,0.5172367360775473,-0.5464285617790744,-0.15191867942372028,0.10188681089064644,0.1878947558891727,-0.3568047452985226,-0.7865384646704241,-0.7151785535314967,-0.7446700381742039,-0.7682926748889776,-0.8978155340862056,-0.8609589041556396,-0.8728643206894406,-0.8746478871177632,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8785714283750272,-0.8910000007015653,-0.8803278682705389,-0.9,-0.9,-0.9,-0.32877726423816034,-0.26195102701422035,-0.9,-0.758644006731556,-0.9,-0.9,-0.9,-0.03400695359430328,-0.9,-0.2454929087551948,0.7809907574603675,-0.9
-0.20692357219962343,-0.4016355656989538,0.22766590543859644,0.07299698007963962,-0.564395590711535,0.491120595234536,-0.45411376083687865,-0.3617783040091769,0.5168317001825361,-0.5455455152506266,-0.15212425332466406,0.11462265963072127,0.1878947558891727,-0.3541420177703358,-0.7884615419921144,-0.7131696267829184,-0.7446700381742039,-0.7646341373761674,-0.9,-0.8671232873353346,-0.8728643206894406,-0.8746478871177632,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8785714283750272,-0.893250000526174,-0.8803278682705389,-0.9,-0.9,-0.9,-0.3478604185205312,-0.26574737188668784,-0.9,-0.7974566232734258,-0.9,-0.9,-0.9,-0.0579063881006191,-0.9,-0.23331430134674058,0.7765607123472945,-0.9
-0.20690813057303215,-0.4016460216626682,0.22766590543859644,0.07299698007963962,-0.5644055883289392,0.491120595234536,-0.454136539473068,-0.361361538849966,0.5180468227243663,-0.5464285626563015,-0.15150753162183295,0.11037737811536641,0.18631580824997152,-0.3568047452985226,-0.7865384646704241,-0.7131696267829184,-0.7446700381742039,-0.7682926748889776,-0.8978155340862056,-0.8609589041556396,-0.8728643206894406,-0.8746478871177632,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8785714283750272,-0.8910000007015653,-0.8803278682705389,-0.9,-0.9,-0.9,-0.3540275559912516,-0.27917791169416206,-0.9,-0.8001354351652653,-0.9,-0.9,-0.9,-0.05707105236635568,-0.9,-0.24349069358870656,0.7928867882531222,-0.9
-0.20690813057303215,-0.4016355656989538,0.22766590543859644,0.07298844910852431,-0.564385593094131,0.49111392815761856,-0.45411376083687865,-0.36177832609179017,0.5172367410298128,-0.5466051721374363,-0.15171310939218452,0.11462265963072127,0.18473686249302224,-0.3568047402062041,-0.7846153873487337,-0.7151785535314967,-0.7446700381742039,-0.7682926748889776,-0.8978155340862056,-0.8630136985488713,-0.8728643206894406,-0.8746478871177632,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8785714283750272,-0.8955000003507827,-0.8803278682705389,-0.9,-0.9,-0.9,-0.33522492735845244,-0.25629179480946673,-0.9,-0.7555751462572762,-0.9,-0.9,-0.9,-0.04332214490393804,-0.9,-0.2407458141862715,0.7852577758494835,-0.9
-0.20692357219962343,-0.4016460216626682,0.22766590543859644,0.07299698007963962,-0.564385593094131,0.491120595234536,-0.45411376083687865,-0.3616393822894399,0.5174392589773184,-0.5462519531751664,-0.15171310552277661,0.11462265963072127,0.18631581013222343,-0.362130179985622,-0.7846153873487337,-0.7111607000343401,-0.7446700381742039,-0.7682926748889776,-0.8934466022586169,-0.865068492942103,-0.8728643206894406,-0.8746478871177632,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8785714283750272,-0.8910000007015653,-0.8803278682705389,-0.9,-0.9,-0.9,-0.3514013451116682,-0.26206475166579246,-0.9,-0.7726440420074842,-0.9,-0.9,-0.9,-0.03945027429598724,-0.9,-0.24722265695075352,0.7927289475342504,-0.9
-0.20692357219962343,-0.4016460216626682,0.22766590543859644,0.07299698007963962,-0.564395590711535,0.49111392815761856,-0.45411376083687865,-0.36136149468473955,0.5174392589773184,-0.5458987342128965,-0.15274097502749517,0.10613209660001133,0.1878947558891727,-0.3594674626420723,-0.7865384646704241,-0.7111607000343401,-0.7446700381742039,-0.7682926748889776,-0.8978155340862056,-0.8671232873353346,-0.8728643206894406,-0.8746478871177632,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8785714283750272,-0.8910000007015653,-0.8803278682705389,-0.9,-0.9,-0.9,-0.34802767532291734,-0.28133074150257475,-0.9,-0.7859456977187463,-0.9,-0.9,-0.9,-0.045340560230741955,-0.9,-0.22481122691062772,0.7983983148881709,-0.9
-0.20690813057303215,-0.4016355656989538,0.22766590543859644,0.07299698007963962,-0.5643855930941308,0.491120595234536,-0.45411376083687865,-0.36066688608605457,0.5178443047768607,-0.5460753428168045,-0.15150753162183295,0.10613209450300631,0.18631581013222343,-0.3541420177703358,-0.7865384646704241,-0.7111607000343401,-0.7446700381742039,-0.7682926748889776,-0.8912621363448225,-0.8630136985488713,-0.8728643206894406,-0.8746478871177632,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8785714283750272,-0.8910000007015653,-0.8803278682705389,-0.9,-0.9,-0.9,-0.3394932478165834,-0.2667204007440104,-0.9,-0.777658854172293,-0.9,-0.9,-0.9,-0.023609852413917776,-0.9,-0.24415139940150943,0.8035993460905612,-0.9
-0.20690813057303215,-0.4016460216626682,0.22766590543859644,0.07298844910852431,-0.5643855930941308,0.49112726231145365,-0.45411376083687865,-0.36122261713022896,0.5172367410298128,-0.5464285617790744,-0.15171310552277661,0.10188681298765145,0.1878947558891727,-0.3541420228626543,-0.7846153873487337,-0.7151785535314967,-0.7446700381742039,-0.7682926748889776,-0.8978155340862056,-0.8671232873353346,-0.8728643206894406,-0.8767605632929414,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8785714283750272,-0.893250000526174,-0.8852459012029041,-0.9,-0.9,-0.9,-0.3413834036598894,-0.2735599415991915,-0.9,-0.7752847609256851,-0.9,-0.9,-0.9,-0.027937852701920396,-0.9,-0.2435945971634026,0.8034899080858168,-0.9
-0.20692357219962343,-0.4016460216626682,0.22766590543859644,0.07298844910852431,-0.564385593094131,0.4911339293883711,-0.45411376083687865,-0.361500460569703,0.5176417818770896,-0.5464285626563015,-0.1525354011265515,0.11886794114607613,0.18947370164612198,-0.3541420228626543,-0.7846153873487337,-0.7151785535314967,-0.7446700381742039,-0.7682926748889776,-0.8934466022586169,-0.8630136985488713,-0.8728643206894406,-0.8767605632929414,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8785714283750272,-0.893250000526174,-0.8852459012029041,-0.9,-0.9,-0.9,-0.36886125191748664,-0.2935187102590652,-0.9,-0.8183043001021176,-0.9,-0.9,-0.9,-0.06841447289877389,-0.9,-0.23562386060001828,0.7983879428780009,-0.9
