position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,size0,size1,size2
-0.7673388650475468,-0.337686238980643,0.3560606665341476,0.0880085986974386,-0.5640594304008217,-0.11956056396708603,0.708778176135188,-0.05289890342678505,0.22110727262826002,-0.2671701794660932,-0.003171474914120176,-0.2220779043260631,0.35303869066954097,-0.18846153248906639,-0.9,-0.9,-0.9,-0.9,-0.8336405528850309,-0.7969626152756003,-0.8156250005286438,-0.800917428218323,-0.9,-0.8850710904201886,-0.8807486632687918,-0.8788461536254929,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7673388650475468,-0.3376738340592501,0.35608122519464114,0.08801939295391292,-0.5640594304008217,-0.11954303436366986,0.708778176135188,-0.054335045550627736,0.2217301105307744,-0.2666153050209701,-0.002819085496132301,-0.2220779043260631,0.36049725246976616,-0.1884615398446372,-0.9,-0.9,-0.9,-0.9,-0.8336405528850309,-0.7990654170259478,-0.8156250005286438,-0.800917428218323,-0.9,-0.8829383890516441,-0.8807486632687918,-0.8788461536254929,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7673388650475468,-0.337686238980643,0.3560606665341476,0.08801939295391292,-0.5640738622076424,-0.11956056396708603,0.708778176135188,-0.053616936443190766,0.2214186953871068,-0.26689273948745973,-0.002819088812551329,-0.21623374761962055,0.3580110612513355,-0.19230769431947237,-0.9,-0.9,-0.9,-0.9,-0.8336405528850309,-0.7990654170259478,-0.8156250005286438,-0.800917428218323,-0.9,-0.8829383890516441,-0.8783422464379245,-0.8807692306695775,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7673388650475468,-0.337686238980643,0.3560606665341476,0.08801939295391292,-0.5640738622076424,-0.1195255047602537,0.708778176135188,-0.053616936443190766,0.22141868777192764,-0.2677250483990725,-0.0035238610156891337,-0.21623374906301351,0.3580110612513355,-0.1846153706586603,-0.9,-0.9,-0.9,-0.9,-0.8336405528850309,-0.7990654170259478,-0.8156250005286438,-0.800917428218323,-0.9,-0.8829383890516441,-0.8783422464379245,-0.8788461536254929,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7673388650475468,-0.33768623898064287,0.35608122519464114,0.08801939295391292,-0.5640738622076424,-0.1195255047602537,0.708778176135188,-0.052180832364863594,0.22017301958207824,-0.2671701767100213,-0.002819088812551329,-0.21623374761962055,0.35552487596043825,-0.19230768696390155,-0.9,-0.9,-0.9,-0.9,-0.8336405528850309,-0.7990654170259478,-0.8156250005286438,-0.800917428218323,-0.9,-0.8829383890516441,-0.8807486632687918,-0.8788461536254929,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7673388650475468,-0.33766142913785735,0.3560606665341476,0.08801939295391292,-0.5640594304008217,-0.11954303436366986,0.708778176135188,-0.054095625120794466,0.2214186953871068,-0.26689273948745973,-0.004228639851664995,-0.21623374761962055,0.3580110612513355,-0.1846153706586603,-0.9,-0.9,-0.9,-0.9,-0.8336405528850309,-0.7990654170259478,-0.8156250005286438,-0.800917428218323,-0.9,-0.8829383890516441,-0.8807486632687918,-0.8807692306695775,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7673388650475468,-0.337686238980643,0.3560606665341476,0.08801939295391292,-0.5640738622076424,-0.11954303436366986,0.7087302050691872,-0.05385631882750819,0.22110727262826002,-0.2657829988654292,-0.0007047523046238569,-0.22207790288267015,0.3604972465422328,-0.19230769431947237,-0.9,-0.9,-0.9,-0.9,-0.8336405528850309,-0.7990654170259478,-0.8156250005286438,-0.800917428218323,-0.9,-0.8829383890516441,-0.8807486632687918,-0.8846153847577466,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7673388650475468,-0.33769864390203574,0.35608122519464114,0.08801939295391292,-0.5640738622076424,-0.11954303436366986,0.7087541906021876,-0.05289886538126942,0.22079584986941325,-0.26689274224353166,-0.002819085496132301,-0.21038959235657095,0.3629834377606632,-0.1961538414387366,-0.9,-0.9,-0.9,-0.9,-0.8336405528850309,-0.7990654170259478,-0.8156250005286438,-0.800917428218323,-0.9,-0.8829383890516441,-0.8807486632687918,-0.8807692306695775,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7673388650475468,-0.33766142913785746,0.3560606665341476,0.0880085986974386,-0.5640738622076424,-0.1195255047602537,0.708778176135188,-0.05289890342678505,0.22048443472574586,-0.2671701767100213,-0.002114309976575468,-0.22207790288267015,0.3604972465422328,-0.19615383408316567,-0.9,-0.9,-0.9,-0.9,-0.8336405528850309,-0.7990654170259478,-0.8156250005286438,-0.800917428218323,-0.9,-0.8829383890516441,-0.8807486632687918,-0.8807692306695775,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7673388650475468,-0.337686238980643,0.3560606665341476,0.08801939295391292,-0.5640594304008217,-0.11954303436366986,0.7087302050691872,-0.053138247765586843,0.22048443472574586,-0.26689273948745973,-0.001761920558587482,-0.21038959235657095,0.3604972465422328,-0.19999998855800083,-0.9,-0.9,-0.9,-0.9,-0.8336405528850309,-0.7990654170259478,-0.8156250005286438,-0.800917428218323,-0.9,-0.8829383890516441,-0.8807486632687918,-0.8846153847577466,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
