position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,size0,size1,size2
-0.7672521685162911,-0.33769864390203574,0.35532047632563446,0.08789051607358389,-0.564723651555592,-0.11964821825369587,0.7071464275084564,-0.0057446445864021145,0.1880968942557214,-0.32459927525965615,0.039115125904089054,-0.11688309804402675,0.36298343183312987,-0.2269230588484903,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7801401891308116,-0.7992187472105229,-0.7926605456472873,-0.8940265484398223,-0.8829383890516441,-0.8759358296070572,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7672232696725392,-0.337686238980643,0.35532047632563446,0.08790122855538796,-0.564709192207155,-0.119665749946955,0.7071464275084564,-0.005265955908798303,0.18996541557844326,-0.3262638875707379,0.038410360333789195,-0.12857141001351902,0.3604972465422328,-0.2153845917461995,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7780373849520623,-0.7968749967365056,-0.7926605456472873,-0.8940265484398223,-0.8829383890516441,-0.8759358296070572,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7672521685162911,-0.33769864390203574,0.35532047632563446,0.0879119410371918,-0.5647381109040288,-0.11964821825369587,0.7071464275084564,-0.006462715648323458,0.18747405635320702,-0.3243218380370946,0.03981990474006469,-0.1344155659982651,0.3604972465422328,-0.22307690437365513,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7801401891308116,-0.7968749967365056,-0.7926605456472873,-0.8940265484398223,-0.8829383890516441,-0.8735294127761899,-0.8807692306695775,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7672521685162911,-0.3376738340592501,0.35532047632563446,0.08790122855538796,-0.564738110904029,-0.11963068656043663,0.7071464275084564,-0.005026573524480771,0.1884083093993888,-0.3259864503481764,0.039115139169764945,-0.14025972198301107,0.35303869066954097,-0.21923074622103456,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7759345807733131,-0.7968749967365056,-0.7926605456472873,-0.8960176989598816,-0.8829383890516441,-0.8759358296070572,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7672521685162911,-0.33769864390203574,0.35532047632563446,0.0879119410371918,-0.564723651555592,-0.119665749946955,0.7071464275084564,-0.004547808755845706,0.18809688664054203,-0.32459927388162024,0.03946753522059099,-0.14610387796775726,0.3580110612513355,-0.22307690437365513,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7759345807733131,-0.7968749967365056,-0.7926605456472873,-0.8940265484398223,-0.8829383890516441,-0.8783422464379245,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.767281067360043,-0.33769864390203574,0.35532047632563446,0.0879119410371918,-0.564723651555592,-0.11964821825369587,0.7071464275084564,-0.003590279218575465,0.18965398520441734,-0.32515414419263544,0.03876275638461513,-0.12857141001351902,0.3580110612513355,-0.21923074989881997,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7780373849520623,-0.7992187472105229,-0.7926605456472873,-0.8920353979197632,-0.8829383890516441,-0.8711229959453226,-0.8788461536254929,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7672521685162911,-0.337686238980643,0.35532047632563446,0.08789051607358389,-0.564709192207155,-0.119665749946955,0.707170413041457,-0.0035903553096068297,0.18965398520441734,-0.3237669677260794,0.03770558813065139,-0.12857141001351902,0.35552487596043825,-0.22307690437365513,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7759345807733131,-0.7968749967365056,-0.7926605456472873,-0.8980088494799408,-0.8829383890516441,-0.8735294127761899,-0.8788461536254929,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7672521685162911,-0.33768623898064287,0.35532047632563446,0.08789051607358389,-0.564723651555592,-0.119665749946955,0.707170413041457,-0.005744720677433368,0.18871973977341494,-0.32570901450365064,0.038410360333789195,-0.11688309804402675,0.3604972465422328,-0.2269230625262758,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7968749967365056,-0.7926605456472873,-0.8940265484398223,-0.8829383890516441,-0.8783422464379245,-0.8807692306695775,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.767281067360043,-0.337686238980643,0.35532047632563446,0.08790122855538796,-0.564723651555592,-0.11964821825369587,0.7071464275084564,-0.004547808755845706,0.1896539928195965,-0.3243218380370946,0.039467521954914875,-0.1344155659982651,0.3604972465422328,-0.2269230625262758,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7780373849520623,-0.8015624976845402,-0.7926605456472873,-0.8940265484398223,-0.8829383890516441,-0.8735294127761899,-0.8807692306695775,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
-0.7672232696725392,-0.3376738340592501,0.35532047632563446,0.08789051607358389,-0.564723651555592,-0.119665749946955,0.7071464275084564,-0.004787191140163238,0.1899654079632641,-0.3248767111041818,0.039115139169764945,-0.12857141001351902,0.3580110612513355,-0.2153845917461995,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7968749967365056,-0.7926605456472873,-0.8960176989598816,-0.8829383890516441,-0.8735294127761899,-0.8788461536254929,-0.9,-0.9,-0.9,-0.9,0.29999999999999993,0.6428571428571427,0.9
