position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,size0,size1,size2
-0.7664141020474797,-0.3371153285144045,0.3558961580348251,0.0882764925172086,-0.5638572749388645,-0.12226031515873315,0.7098342719699043,-0.05026592547238584,0.23262975478682557,-0.28298398264100966,0.06977292567498194,-0.21623374906301351,0.3306629993413325,-0.22307690437365513,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7875000056670616,-0.7761467900405918,-0.8920353979197632,-0.8658767781032882,-0.8711229959453226,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.9,0.25714285714285723,-0.9
-0.7664141020474797,-0.3371153285144045,0.3559167264991624,0.0882764925172086,-0.5638717067456857,-0.12226031515873315,0.7098342719699043,-0.05026592547238584,0.23200692449949079,-0.28131937032992793,0.06765860243273047,-0.23376621773894823,0.3306629993413325,-0.2269230625262758,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7875000056670616,-0.7761467900405918,-0.8920353979197632,-0.8658767781032882,-0.8711229959453226,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.9,0.25714285714285723,-0.9
-0.7664141020474797,-0.3371153285144045,0.3559167264991624,0.0882764925172086,-0.5638717067456855,-0.12226031515873315,0.7098342719699043,-0.05074465219550517,0.2313840865969764,-0.28270654817452,0.06942053625699396,-0.24545452970844028,0.33314918463222976,-0.22307690437365513,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7875000056670616,-0.7782110106833509,-0.8920353979197632,-0.8658767781032882,-0.8711229959453226,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.9,0.25714285714285723,-0.9
-0.7663563043599759,-0.3371029235930115,0.3559167264991624,0.0882764925172086,-0.5639005703593274,-0.12226031515873315,0.7098342719699043,-0.051462723257426624,0.23262975478682557,-0.28242911095195844,0.06836338126870622,-0.23376621629555527,0.33314918463222976,-0.23076921700111086,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7875000056670616,-0.7761467900405918,-0.8920353979197632,-0.8658767781032882,-0.8711229959453226,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.9,0.25714285714285723,-0.9
-0.7664141020474797,-0.3371153285144045,0.3558961580348251,0.0882764925172086,-0.5638717067456857,-0.12226031515873315,0.7098582575029059,-0.05074465219550517,0.2320069168843114,-0.2818742392629072,0.0680109984835563,-0.24545452682165436,0.3331491875959963,-0.2153845917461995,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7875000056670616,-0.7761467900405918,-0.8920353979197632,-0.8658767781032882,-0.8711229959453226,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.9,0.25714285714285723,-0.9
-0.7663852032037279,-0.3371153285144045,0.3558961580348251,0.0882764925172086,-0.5638861385525065,-0.12226031515873315,0.7098342719699043,-0.050505307856703374,0.2332526003045191,-0.2815968075524895,0.06765860906556842,-0.23376621629555527,0.33066300230509904,-0.21923074622103456,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7875000056670616,-0.7761467900405918,-0.8920353979197632,-0.8658767781032882,-0.8711229959453226,-0.8749999998149295,-0.9,-0.9,-0.9,-0.9,0.9,0.25714285714285723,-0.9
-0.7664141020474797,-0.3371153285144043,0.3558961580348251,0.0882764925172086,-0.5638717067456857,-0.12226031515873315,0.7098582575029048,-0.049787198749266404,0.23200692449949079,-0.28353885157398895,0.07012532835864582,-0.24545452682165436,0.3281768140504354,-0.2269230588484903,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7875000056670616,-0.7761467900405918,-0.8920353979197632,-0.8658767781032882,-0.8711229959453226,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.9,0.25714285714285723,-0.9
-0.7663852032037279,-0.3371153285144045,0.3558961580348251,0.0882764925172086,-0.5638861385525065,-0.12226031515873315,0.7098582575029059,-0.05050526981118775,0.23169550174064402,-0.28270654817452,0.06942054288983202,-0.23376621629555527,0.3306629993413325,-0.22307690069586972,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7875000056670616,-0.7761467900405918,-0.8920353979197632,-0.8658767781032882,-0.8711229959453226,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.9,0.25714285714285723,-0.9
-0.7664141020474797,-0.3371153285144043,0.3558961580348251,0.0882764925172086,-0.5638861385525065,-0.12226031515873315,0.7098342719699043,-0.04930851007166248,0.2332526003045191,-0.2832614171074992,0.06906816673752003,-0.23376621773894823,0.3281768140504354,-0.2153845917461995,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7875000056670616,-0.7761467900405918,-0.8920353979197632,-0.8658767781032882,-0.8711229959453226,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.9,0.25714285714285723,-0.9
-0.7664141020474797,-0.3371029235930115,0.3559167264991624,0.0882764925172086,-0.5638861385525065,-0.12224278555531687,0.7098582575029048,-0.05026592547238584,0.23294117754567234,-0.2838162860404785,0.0680109852178804,-0.23376621629555527,0.3306629993413325,-0.21153843727136434,-0.9,-0.9,-0.9,-0.9,-0.8087557596182101,-0.7738317765945638,-0.7875000056670616,-0.7761467900405918,-0.8920353979197632,-0.8658767781032882,-0.8711229959453226,-0.8769230765814083,-0.9,-0.9,-0.9,-0.9,0.9,0.25714285714285723,-0.9
