in_position0,in_position1,in_position2,in_position3,in_position4,in_position5,in_position6,in_torque0,in_torque1,in_torque2,in_torque3,in_torque4,in_torque5,in_torque6,in_tactile0,in_tactile1,in_tactile2,in_tactile3,in_tactile4,in_tactile5,in_tactile6,in_tactile7,in_tactile8,in_tactile9,in_tactile10,in_tactile11,in_tactile12,in_tactile13,in_tactile14,in_tactile15,out_position0,out_position1,out_position2,out_position3,out_position4,out_position5,out_position6,out_torque0,out_torque1,out_torque2,out_torque3,out_torque4,out_torque5,out_torque6,out_tactile0,out_tactile1,out_tactile2,out_tactile3,out_tactile4,out_tactile5,out_tactile6,out_tactile7,out_tactile8,out_tactile9,out_tactile10,out_tactile11,out_tactile12,out_tactile13,out_tactile14,out_tactile15,cf_states0,cf_states1,cf_states2,cf_states3,cf_states4,cf_states5,cf_states6,cf_states7,cf_states8,cf_states9,cf_states10,cf_states11,cf_states12,cf_states13,cf_states14,cf_states15,cf_states16,cf_states17,cf_states18,cf_states19,cf_states20,cf_states21,cf_states22,cf_states23,cf_states24,cf_states25,cf_states26,cf_states27,cf_states28,cf_states29,cf_states30,cf_states31,cf_states32,cf_states33,cf_states34,cf_states35,cf_states36,cf_states37,cf_states38,cf_states39,cf_states40,cf_states41,cf_states42,cf_states43,cf_states44,cf_states45,cf_states46,cf_states47,cf_states48,cf_states49,cf_states50,cf_states51,cf_states52,cf_states53,cf_states54,cf_states55,cf_states56,cf_states57,cf_states58,cf_states59,cf_states60,cf_states61,cf_states62,cf_states63,cf_states64,cf_states65,cf_states66,cf_states67,cf_states68,cf_states69,cf_states70,cf_states71,cf_states72,cf_states73,cf_states74,cf_states75,cf_states76,cf_states77,cf_states78,cf_states79,cf_states80,cf_states81,cf_states82,cf_states83,cf_states84,cf_states85,cf_states86,cf_states87,cf_states88,cf_states89,cs_states0,cs_states1,cs_states2,cs_states3,cs_states4,cs_states5,cs_states6,cs_states7,cs_states8,cs_states9
0.569736362405,-0.134046887033,0.801880368495,-0.420633855925,-0.830193209423,0.898661331084,-0.382756158302,-0.108306717539,0.297738008684,-0.505665710621,0.211954141714,-0.0157894843571,0.145588259309,-0.0887324087067,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.572415053844,-0.122402407229,0.774722516537,-0.391536325216,-0.767935812473,0.853166282177,-0.400513797998,-0.0981934890151,0.274513721466,-0.457695424557,0.198882728815,-0.0143474927172,0.111547730863,-0.0684309229255,-0.924026250839,-0.895086944103,-0.88776922226,-0.895754873753,-0.942601203918,-0.951946437359,-0.938978254795,-0.928303003311,-0.941508889198,-0.945417284966,-0.936947405338,-0.925025701523,-0.951017796993,-0.960496842861,-0.950818359852,-0.942752301693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.570896221993,-0.129698329693,0.795179951416,-0.413013886281,-0.813360200793,0.888688496599,-0.386415193353,-0.0819488169334,0.325730483095,-0.542634543126,0.29924831049,0.150000015599,0.112500032542,-0.0887324087067,-0.9,-0.901451614872,-0.901451613195,-0.897096776962,-0.9,-0.9,-0.9,-0.898548387224,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.568586349487,-0.137036919594,0.806574821472,-0.43331053853,-0.826656639576,0.871399998665,-0.362091720104,-0.0809590369463,0.338207542896,-0.516154527664,0.250426113605,0.0154470065609,0.188962355256,-0.0416018776596,-0.938914656639,-0.911853969097,-0.908467710018,-0.894665837288,-0.927782416344,-0.940517544746,-0.923038184643,-0.922838151455,-0.948186099529,-0.949951171875,-0.946194469929,-0.946329772472,-0.960899710655,-0.969354093075,-0.957258045673,-0.953220903873,-0.0139488270506,9.63927232078e-05,-0.00541052920744,-0.0384162701666,-0.00289077847265,0.0261392891407,0.0501677207649,-0.00961548928171,0.0258263722062,-0.00411398941651,-0.00517099304125,0.00218727439642,-0.00988985225558,-0.005799327977,-0.0134178223088,0.0297467950732,0.0427004657686,-0.00125734508038,-0.0118162594736,-0.0038230791688,0.0251958761364,0.00953308679163,-0.0327141210437,0.00577045790851,0.0124651798978,0.0272628683597,-0.00936066731811,-0.00739625236019,-0.0124629437923,4.95602362207e-05,-0.0105233471841,0.0162034872919,0.0167791545391,0.0170823968947,-0.00712388241664,0.0120626250282,-0.0148488488048,-0.00728439772502,0.00327311456203,-0.0063364058733,0.00540841044858,-0.0184299927205,0.000220587477088,0.0123002929613,-0.0176280513406,0.0168286208063,-0.00234250864014,-0.0379777736962,-0.0564424209297,0.0189239438623,-0.0269725415856,-0.0106619577855,-0.00264016911387,-0.0132042812183,-0.013752752915,0.00287065259181,0.0164536628872,0.00529105821624,-0.00302732689306,-0.00191096728668,0.00237245718017,-0.00461950432509,-0.00113997864537,-0.00481094792485,-0.00158863875549,-0.0231334455311,-0.0286283474416,-0.0105952303857,0.0131604224443,-0.019525129348,-0.00627092085779,0.0160284955055,0.0382613949478,0.00837326608598,-0.00824732705951,0.0173107367009,0.0413408651948,0.0150167923421,0.0137236909941,0.0254488866776,-0.015841236338,-0.0119652589783,-0.00642023282126,-0.0142165794969,-0.0515532307327,0.00477999076247,0.0149190872908,-0.0096095893532,-0.0462800003588,-0.0303178578615,-0.00622110301629,0.00404764246196,0.00656559225172,0.00620952714235,-0.00194422446657,0.00650533661246,0.000518615706824,0.00897924229503,0.00169446284417,-0.00495077902451
0.571100903097,-0.12843420886,0.792435970901,-0.409973430236,-0.807983885221,0.884036730627,-0.387418093607,-0.0977635115938,0.311310122518,-0.542209615182,0.287329916743,0.14210528122,0.112500032542,-0.0887324087067,-0.9,-0.902903233096,-0.901451611519,-0.897096776962,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.554635763168,-0.115906253457,0.810008227825,-0.436503082514,-0.832392454147,0.869416534901,-0.340845614672,-0.0986276641488,0.327931672335,-0.524245023727,0.237377434969,0.00811445061117,0.194752052426,-0.0666847527027,-0.914499878883,-0.89718234539,-0.899066090584,-0.886598467827,-0.885186731815,-0.89263600111,-0.883117377758,-0.887799561024,-0.923079788685,-0.925004303455,-0.925740659237,-0.928152680397,-0.931576013565,-0.947956502438,-0.926401853561,-0.930393517017,-0.11257776618,-0.0421496704221,-0.000191611237824,-0.0077363983728,0.0478605888784,0.0664274990559,0.0607865452766,-0.0465488173068,-0.0408802367747,-0.0265057422221,-0.0533151552081,-0.002494946355,0.0241741593927,-0.0354005396366,-0.0140584399924,0.046736292541,0.0785294398665,-0.0183388665318,0.0293359290808,-0.087162822485,0.0613608248532,0.037694748491,-0.0512142665684,0.0141628319398,0.0400681905448,0.0899778902531,-0.0239924713969,-0.0388011224568,-0.0555100999773,0.0298399031162,-0.0395456478,0.0217663943768,0.0643486827612,-0.0340471528471,-0.0942701846361,0.0385359562933,-0.0476003289223,0.0267547667027,-0.0964247062802,-0.01656652987,-0.0485779382288,0.0469329692423,-0.0125244427472,0.0775550529361,0.0824824497104,0.187875032425,0.0221007242799,-0.153246581554,-0.0468864776194,0.0755595117807,-0.0245374888182,0.0643683671951,-0.0137952491641,-0.0175692234188,-0.0187311880291,0.0362048372626,-0.00584785966203,0.0651603862643,0.0333652086556,-0.0102005722001,-0.0212840735912,-0.0378268286586,-0.0214598812163,0.000937457371037,-0.0270558558404,-0.060577776283,0.03654589504,-0.110859960318,0.0672942921519,0.00996816623956,-0.0496890619397,0.0097334664315,0.051025621593,0.0454183034599,-0.0363182425499,0.100146725774,0.0405230261385,0.0713729634881,-0.00169334118254,-0.000151790678501,0.0579952187836,0.0482543446124,-0.0517440512776,0.0217021312565,-0.0774487555027,-0.0486569739878,0.133593693376,0.0425906404853,-0.0865921080112,0.00357142812572,-0.0123467482626,0.00801172945648,0.0119429938495,0.0119906282052,-0.00402131211013,0.0119667816907,0.00159644428641,0.017795773223,0.00379980937578,-0.0096727963537
0.571306105018,-0.127701038548,0.789806854818,-0.407596088676,-0.804570352816,0.880422413917,-0.387851718727,-0.115974351338,0.292648486739,-0.53371103518,0.271223978591,0.110526328104,0.112500032542,-0.07605635032,-0.9,-0.905806459486,-0.90290322639,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.557550251484,-0.108133338392,0.815890550613,-0.42854782939,-0.836851358414,0.875908970833,-0.358979851007,-0.106609620154,0.315303832293,-0.522943377495,0.222185716033,-0.00284951901995,0.178774431348,-0.0734716653824,-0.895378410816,-0.889936387539,-0.893905222416,-0.889197945595,-0.869201004505,-0.870085537434,-0.870650172234,-0.874878644943,-0.909173429012,-0.909168899059,-0.913357436657,-0.911596119404,-0.908783257008,-0.928797066212,-0.903298437595,-0.914669036865,-0.229198858142,-0.103344112635,0.0191261414438,0.0145823517814,0.0920680314302,0.129935786128,0.068140655756,-0.0812562406063,-0.114774294198,-0.0460179038346,-0.114780843258,-0.0160012580454,0.0547224059701,-0.0860648602247,-0.0277311950922,0.0614669136703,0.10322098434,-0.0612030923367,0.0776623263955,-0.174894124269,0.119011990726,0.0495531149209,-0.0649705454707,0.0179874356836,0.0753925070167,0.16242288053,-0.0242376793176,-0.0577157624066,-0.117413416505,0.0473450943828,-0.0779312103987,-0.00234360387549,0.135963141918,-0.10949485749,-0.196360424161,0.0526778697968,-0.0784828290343,0.04350695014,-0.216182947159,-0.0409383662045,-0.10423412174,0.106388069689,-0.0359513238072,0.141286596656,0.201191321015,0.386524796486,0.0541896782815,-0.278915584087,-0.0119843408465,0.129896938801,-0.0135446144268,0.139133349061,-0.0227874107659,-0.0175457056612,-0.0137646747753,0.0846880376339,-0.0451225079596,0.151347622275,0.0745223462582,0.00619232468307,-0.0430439636111,-0.100343868136,-0.0476993396878,0.00251745525748,-0.0678870901465,-0.110717333853,0.134053364396,-0.211828753352,0.128942832351,0.0257086455822,-0.110607005656,-0.00942125171423,0.0537930466235,0.0773580670357,-0.0505024082959,0.19821678102,0.0399185121059,0.139914080501,-0.00920297112316,-0.0326786935329,0.132420584559,0.115198113024,-0.0896941795945,0.0490538142622,-0.102197282016,-0.136324480176,0.258617043495,0.0870724618435,-0.139287590981,0.0511986240745,-0.0206528883427,0.0137785673141,0.0154307046905,0.0166237317026,-0.0093696359545,0.0152329346165,0.00476271240041,0.0298993736506,0.0066234851256,-0.0129604237154
0.571443079904,-0.12737235604,0.78740746779,-0.406445029227,-0.802351552684,0.877878994041,-0.388014250604,-0.103514351201,0.31300665749,-0.538810183181,0.289262635142,0.110526328104,0.125735321671,-0.07605635032,-0.9,-0.9,-0.9,-0.897096776962,-0.9,-0.9,-0.9,-0.897096774448,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.902903225552,-0.902903225762,0.566353201866,-0.114904619753,0.81681573391,-0.423347085714,-0.839418768883,0.88250875473,-0.38342449069,-0.0990958437324,0.310630261898,-0.519654750824,0.221836030483,-0.00156605860684,0.169498190284,-0.0619315952063,-0.88607186079,-0.883906066418,-0.888640582561,-0.888829648495,-0.874230861664,-0.873338103294,-0.876383960247,-0.879404067993,-0.904033362865,-0.902387559414,-0.907983005047,-0.902553319931,-0.904150664806,-0.921197652817,-0.897611737251,-0.911404073238,-0.343175679445,-0.172657445073,0.0472127348185,0.0276288744062,0.122658289969,0.20863942802,0.0737732723355,-0.10710722208,-0.175816491246,-0.0605359524488,-0.18456967175,-0.0288656018674,0.0860816314816,-0.141416460276,-0.0474357977509,0.075131341815,0.123150639236,-0.114613816142,0.121369108558,-0.244447246194,0.173747748137,0.0404874607921,-0.0783729478717,0.0127213308588,0.113950304687,0.230458945036,-0.0186456590891,-0.064272493124,-0.177713409066,0.0530703738332,-0.114477559924,-0.0351726487279,0.218056097627,-0.18796262145,-0.297724783421,0.057873416692,-0.104124054313,0.040223993361,-0.331102192402,-0.0723376944661,-0.151587158442,0.147810146213,-0.0643808841705,0.199037149549,0.308559417725,0.544924199581,0.0849495157599,-0.383107334375,0.0355341993272,0.178825378418,-0.0167268589139,0.196612074971,-0.0324615798891,-0.0116432989016,0.00618641031906,0.13712105155,-0.0886030122638,0.231993988156,0.118823096156,0.0329072587192,-0.0551616773009,-0.173832580447,-0.0725365802646,-0.00745793944225,-0.115717850626,-0.159838303924,0.223604783416,-0.301203131676,0.183353364468,0.0259186066687,-0.172874584794,-0.0296192746609,0.0544378645718,0.102239876986,-0.0578732006252,0.29591396451,0.0592347308993,0.2068066746,-0.0104943756014,-0.0652351975441,0.193399310112,0.165162757039,-0.12013386935,0.061636082828,-0.132954061031,-0.236696764827,0.357257753611,0.11170411855,-0.201500535011,0.104147985578,-0.0320109985769,0.0219352822751,0.0163892079145,0.0203851871192,-0.0183871034533,0.0159749966115,0.010465387255,0.0456998161972,0.0105228507891,-0.0147866178304
0.571511306938,-0.126967820014,0.785314385028,-0.405494149879,-0.801092811084,0.875502907779,-0.388068427896,-0.110702862623,0.296889761941,-0.531161454847,0.28475298313,0.110526328104,0.119117673162,-0.0887324087067,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.897096774448,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.572135448456,-0.125068202615,0.813705325127,-0.415343433619,-0.839073121548,0.887496709824,-0.40107023716,-0.0983402058482,0.301989644766,-0.512909710407,0.218740165234,-0.00683917617425,0.157811805606,-0.0571218952537,-0.882347583771,-0.879764258862,-0.885006010532,-0.890247583389,-0.890105962753,-0.888489365578,-0.890695631504,-0.893440246582,-0.902056455612,-0.899393320084,-0.905470728874,-0.898336589336,-0.906772732735,-0.918485462666,-0.89912456274,-0.911508798599,-0.443145900965,-0.244432300329,0.0822779759765,0.0423502810299,0.144015595317,0.290367037058,0.079711779952,-0.128440439701,-0.224462449551,-0.0765864774585,-0.258920282125,-0.0397015474737,0.127040460706,-0.192666396499,-0.0701014846563,0.0868356600404,0.142114564776,-0.171508312225,0.157034099102,-0.295619904995,0.21981190145,0.0158815719187,-0.092074431479,0.000303517095745,0.153908908367,0.286384493113,-0.00643266225234,-0.0666238591075,-0.231141671538,0.0544812791049,-0.149164095521,-0.0642016008496,0.296876460314,-0.260905236006,-0.385511934757,0.0604532696307,-0.125890552998,0.0199492648244,-0.434276163578,-0.102573014796,-0.195107743144,0.173203378916,-0.0898564904928,0.252883166075,0.39831918478,0.64638543129,0.111129306257,-0.459843963385,0.0966958850622,0.221825584769,-0.0346576161683,0.240592196584,-0.0441910028458,0.00306410132907,0.0404646508396,0.186812981963,-0.132800355554,0.298977732658,0.167505532503,0.0618194043636,-0.0604689605534,-0.25118046999,-0.0938249006867,-0.0282505396754,-0.165224984288,-0.206190958619,0.298442393541,-0.38058167696,0.229369387031,0.0213582087308,-0.232057884336,-0.0469346381724,0.0569587685168,0.12482187897,-0.0600188970566,0.384905993938,0.0978154540062,0.26941794157,-0.0119590144604,-0.104486703873,0.242887943983,0.194854333997,-0.143977969885,0.0613562650979,-0.168577641249,-0.332243859768,0.429341703653,0.12120744586,-0.266013503075,0.161952421069,-0.0464703068137,0.0326602123678,0.0148435877636,0.0236096680164,-0.0306099858135,0.0141043979675,0.0187025535852,0.0649820193648,0.015609507449,-0.0153791652992
0.571511306938,-0.126487478691,0.784548623033,-0.40441802671,-0.800452778844,0.873160301007,-0.388068427896,-0.116453626058,0.297738008684,-0.533711030959,0.28475298313,0.126315796863,0.112500032542,-0.0887324087067,-0.9,-0.901451614872,-0.9,-0.897096776962,-0.9,-0.9,-0.895645161357,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.57616853714,-0.133454173803,0.808906435966,-0.408581167459,-0.837317705154,0.89166623354,-0.410671293736,-0.0976525694132,0.299169331789,-0.508084118366,0.219506412745,-0.00612097047269,0.151375755668,-0.0534475408494,-0.881506562233,-0.876834630966,-0.882211506367,-0.891486048698,-0.904527068138,-0.90259128809,-0.903223574162,-0.906098008156,-0.901344299316,-0.898733437061,-0.904298603535,-0.898160219193,-0.910721182823,-0.917100787163,-0.902133285999,-0.911591768265,-0.522717893124,-0.314401239157,0.12237624824,0.063279800117,0.158929660916,0.366923868656,0.0873645916581,-0.149693325162,-0.262630224228,-0.0979892984033,-0.33135586977,-0.0496842190623,0.180387914181,-0.236065104604,-0.0965807884932,0.0992102697492,0.160781443119,-0.228270873427,0.184413135052,-0.330110251904,0.257139414549,-0.0201197676361,-0.105177432299,-0.0178913269192,0.194193676114,0.326159238815,0.0152538912371,-0.0702009499073,-0.278218895197,0.0548496730626,-0.184187293053,-0.0843590795994,0.36426627636,-0.325071632862,-0.452307492495,0.0635260567069,-0.144505664706,-0.0149848684669,-0.517349898815,-0.128614872694,-0.236017644405,0.184546872973,-0.109219990671,0.303079783916,0.468362957239,0.701929032803,0.132052913308,-0.513445436954,0.170667633414,0.256504148245,-0.0623688064516,0.276305437088,-0.0570450238883,0.0277804266661,0.0848013013601,0.230025649071,-0.175494208932,0.352016955614,0.220528051257,0.0879705101252,-0.0615648217499,-0.326675951481,-0.110000006855,-0.0594510659575,-0.212982997298,-0.249588519335,0.359624415636,-0.44955804944,0.268008112907,0.0188731234521,-0.286845356226,-0.0603796616197,0.0614348426461,0.148310273886,-0.0575461275876,0.460125505924,0.150725409389,0.325789451599,-0.014948179014,-0.152539283037,0.283933758736,0.204283431172,-0.161851793528,0.0502277798951,-0.206847667694,-0.411445647478,0.479971557856,0.119279503822,-0.327069699764,0.22438827157,-0.063754171133,0.0460080690682,0.0112053593621,0.0264563634992,-0.0453054718673,0.00954202655703,0.0293215252459,0.087379693985,0.0218087155372,-0.0149881662801
0.571579533973,-0.126158796183,0.784446521231,-0.403542179102,-0.800154095776,0.871152361464,-0.388122605188,-0.120766717677,0.307068847316,-0.532011314958,0.28475298313,0.126315796863,0.11911768105,-0.101408442851,-0.9,-0.9,-0.9,-0.897096776962,-0.9,-0.9,-0.894193548476,-0.897096774448,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.905806451524,0.579493999481,-0.139101326466,0.804253935814,-0.402630865574,-0.835272490978,0.894980311394,-0.414187550545,-0.102869644761,0.301420003176,-0.506971657276,0.217471063137,-0.00605333643034,0.147723227739,-0.0580684244633,-0.883018255234,-0.877840697765,-0.882783472538,-0.895752429962,-0.914857149124,-0.912352085114,-0.911848783493,-0.914224803448,-0.899885118008,-0.897791087627,-0.902702331543,-0.898992538452,-0.912899851799,-0.91525053978,-0.904147684574,-0.910303175449,-0.580154538155,-0.379248946905,0.166522026062,0.0928004160523,0.167844235897,0.432890683413,0.098458185792,-0.172641247511,-0.290549427271,-0.125335052609,-0.395787984133,-0.0565025284886,0.24546892941,-0.269713610411,-0.127586394548,0.114365503192,0.1797940135,-0.281589120626,0.204216226935,-0.350152105093,0.287770211697,-0.064200475812,-0.118454284966,-0.0430622436106,0.233720421791,0.348668336868,0.0459186509252,-0.0784900635481,-0.318560004234,0.0553705208004,-0.220267444849,-0.0941460058093,0.417430222034,-0.378248393536,-0.496790289879,0.0686480551958,-0.158987566829,-0.0632691755891,-0.577979207039,-0.149834752083,-0.274926126003,0.184821724892,-0.119548045099,0.349043279886,0.518919050694,0.729605853558,0.148504108191,-0.548439323902,0.253081291914,0.28034517169,-0.0971636399627,0.305834025145,-0.0689035132527,0.0607319958508,0.134721592069,0.265188217163,-0.216072767973,0.391215533018,0.276222139597,0.107437901199,-0.0609071739018,-0.39539796114,-0.11883995682,-0.0989004448056,-0.257593512535,-0.289143741131,0.408241003752,-0.506977796555,0.298953562975,0.0230070631951,-0.336956173182,-0.0689461156726,0.0682534128428,0.175744876266,-0.0522253587842,0.518172025681,0.211787819862,0.374323666096,-0.022252259776,-0.208455994725,0.318878293037,0.196884736419,-0.173402145505,0.0286073479801,-0.246518075466,-0.469185441732,0.514823436737,0.107866711915,-0.378556311131,0.289216339588,-0.0834550336003,0.0619792304933,0.00599180115387,0.0289817284793,-0.0616751611233,0.00221761921421,0.042099237442,0.112435877323,0.0289698448032,-0.013878589496
0.571579533973,-0.125905967194,0.7844209954,-0.40319184006,-0.800090086449,0.869177869494,-0.388230959772,-0.114536679522,0.298586296913,-0.527762022847,0.28475298313,0.110526328104,0.125735321671,-0.0887323844644,-0.9,-0.902903229743,-0.9,-0.897096776962,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.580793321133,-0.139318808913,0.800665080547,-0.39987295866,-0.832613825798,0.897236824036,-0.413377672434,-0.105851121247,0.304010748863,-0.506249547005,0.216947898269,-0.00444502430037,0.144417718053,-0.0602136813104,-0.884396970272,-0.880196690559,-0.884633362293,-0.900307476521,-0.921133339405,-0.91826146841,-0.917195379734,-0.918668627739,-0.89889228344,-0.897614657879,-0.901661515236,-0.900843381882,-0.912479281425,-0.911390721798,-0.903466761112,-0.906774580479,-0.618806123734,-0.435836672783,0.212464123964,0.130655959249,0.1707290411,0.485721707344,0.11355406791,-0.198513671756,-0.307927459478,-0.158423691988,-0.448981195688,-0.0585043355823,0.318459779024,-0.293179899454,-0.163001999259,0.134252503514,0.198981836438,-0.32908192277,0.218758374453,-0.35785061121,0.31334772706,-0.11372307688,-0.132811501622,-0.0753169208765,0.271534174681,0.355612516403,0.0841098353267,-0.0926614254713,-0.352868258953,0.0560851693153,-0.257480889559,-0.0928594395518,0.45740544796,-0.420078873634,-0.522516846657,0.0762925520539,-0.168212428689,-0.122622929513,-0.618779599667,-0.168010801077,-0.311307996511,0.175105541945,-0.120322667062,0.38978484273,0.552803754807,0.743627667427,0.162086129189,-0.57081580162,0.336852133274,0.292360216379,-0.136619627476,0.329865306616,-0.0784372240305,0.0993014574051,0.186525419354,0.291973769665,-0.25403007865,0.417131990194,0.331329852343,0.11793037504,-0.0615361705422,-0.453833460808,-0.118386290967,-0.144300282001,-0.298389822245,-0.324022293091,0.445938080549,-0.552716672421,0.321564227343,0.035058233887,-0.382270604372,-0.0720511749387,0.0776866674423,0.207901760936,-0.0458650551736,0.559475660324,0.274464696646,0.413944095373,-0.0348206199706,-0.269596785307,0.349193334579,0.175732836127,-0.178484648466,-0.00307201547548,-0.287030726671,-0.50671517849,0.53883099556,0.0881226211786,-0.41749176383,0.352779656649,-0.105076335371,0.080510944128,-0.000336750410497,0.0311712510884,-0.0789739117026,-0.00793400406837,0.0567661859095,0.139577865601,0.0369427241385,-0.0123447477818
0.571511306938,-0.125830113676,0.7844209954,-0.403141723439,-0.800068743224,0.867805753004,-0.38833952114,-0.109744389355,0.295193268455,-0.528611878736,0.28475298313,0.110526328104,0.125735321671,-0.0887323844644,-0.9,-0.9,-0.9,-0.894193553925,-0.9,-0.9,-0.9,-0.897096774448,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,0.580947816372,-0.138521462679,0.797989487648,-0.398928433657,-0.830411016941,0.898477256298,-0.411391079426,-0.10860709101,0.308552891016,-0.507230043411,0.21628344059,-0.00158082565758,0.143375873566,-0.0627684593201,-0.885960996151,-0.883364379406,-0.887376308441,-0.90463501215,-0.923986494541,-0.920880258083,-0.919535398483,-0.919967472553,-0.897662580013,-0.897348165512,-0.900721311569,-0.902510106564,-0.910661280155,-0.907208800316,-0.901724696159,-0.90267843008,-0.643679440022,-0.482549697161,0.257527559996,0.174807071686,0.168119981885,0.525365412235,0.13269713521,-0.227316126227,-0.31472247839,-0.196076989174,-0.490453243256,-0.0534687638283,0.393338352442,-0.307027101517,-0.201416626573,0.159387081861,0.217663422227,-0.369164198637,0.230453386903,-0.355016022921,0.335215628147,-0.166836157441,-0.148758381605,-0.114350423217,0.306900322437,0.349623471498,0.126949951053,-0.112544722855,-0.38143068552,0.0561562366784,-0.294700205326,-0.0810230821371,0.487462639809,-0.451650172472,-0.535171508789,0.0864001214504,-0.17122207582,-0.189417928457,-0.644954919815,-0.185578674078,-0.344823509455,0.15620021522,-0.112019449472,0.424266129732,0.574354112148,0.75193297863,0.174553290009,-0.584918916225,0.414121836424,0.292666941881,-0.178874328732,0.348129987717,-0.0845845341682,0.14022949338,0.237496435642,0.311620980501,-0.289772123098,0.430394798517,0.382738500834,0.118117630482,-0.0659947767854,-0.500316739082,-0.107502579689,-0.192824348807,-0.335173249245,-0.353204518557,0.474649220705,-0.587507128716,0.335065960884,0.0543414279819,-0.422418653965,-0.069330856204,0.0901154056191,0.244194626808,-0.0409281924367,0.58692997694,0.332682728767,0.444231778383,-0.0536101348698,-0.331810891628,0.375534445047,0.144115999341,-0.176895439625,-0.0440141633153,-0.327322840691,-0.528603792191,0.555498301983,0.06069778651,-0.442763268948,0.410914003849,-0.128098025918,0.101481713355,-0.00746693275869,0.0329971462488,-0.0965945571661,-0.0209667850286,0.0730322897434,0.16816303134,0.0456163845956,-0.0106840645894
