7.215420831503419064e-02,2.146890891132890444e-01,-3.073919413507635867e-01,-6.565507340374342193e-02
1.452988282039407997e-02,2.256351771358378888e-01,-3.032172762256296616e-01,-8.563207751275811463e-02
-4.446611227084722867e-02,2.334513066014959615e-01,-2.988507869158731900e-01,-1.051767243084071185e-01
-1.019711471901054711e-01,2.394601733133055743e-01,-2.942494442032192459e-01,-1.226150090177021701e-01
-1.564253199307255593e-01,2.470673797112322712e-01,-2.900715414404944625e-01,-1.386244478913739864e-01
-2.072250538488641380e-01,2.609018364641167431e-01,-2.864521768213093011e-01,-1.538921396719888091e-01
-2.532883799228143884e-01,2.830773564066493275e-01,-2.837067894556963843e-01,-1.685973316432017310e-01
-2.926613815301247201e-01,3.144631535474363693e-01,-2.829610357270342935e-01,-1.835762133399109763e-01
-3.206180082032328293e-01,3.613628116967450565e-01,-2.861712933729830266e-01,-1.998290272570718840e-01
-3.291870594163355257e-01,4.300152972164109633e-01,-2.955808987302709356e-01,-2.174189816733533842e-01
-3.222785791895403928e-01,5.099017478848062446e-01,-3.076875586548799002e-01,-2.328852951779095681e-01
-3.057877738404594647e-01,5.862856278633774565e-01,-3.214626655414094536e-01,-2.459355919223297771e-01
-2.858003360751385502e-01,6.541122921756814534e-01,-3.351895400865821939e-01,-2.566617627846412009e-01
-2.668555536488196878e-01,7.108437548346200341e-01,-3.470648806833715461e-01,-2.660663508557016832e-01
-2.492614767033267120e-01,7.527214199578533549e-01,-3.562441632183855345e-01,-2.747920957498064531e-01
-2.362829042199122154e-01,7.836950097537733750e-01,-3.616092256679372396e-01,-2.821060271520913765e-01
-2.319130045262937645e-01,8.113461389200941065e-01,-3.612372136026299474e-01,-2.865345877328540070e-01
-2.341311885590531272e-01,8.357713026733057937e-01,-3.563434955218499622e-01,-2.892954112391236676e-01
-2.398477921974105365e-01,8.547428445019649157e-01,-3.497841214434818657e-01,-2.929026179722966083e-01
-2.476235642855136587e-01,8.719104497903686912e-01,-3.415473551588034118e-01,-2.967615806866133465e-01
-2.553191349378073349e-01,8.887641747256346259e-01,-3.315869483171167698e-01,-2.986601483669850121e-01
-2.627003522953420545e-01,9.035624845618096534e-01,-3.210933840274491913e-01,-2.993108299461204047e-01
-2.700908615909209942e-01,9.163163089922352622e-01,-3.105519409826693611e-01,-2.992272894290398111e-01
-2.753265992702970677e-01,9.269805853216929181e-01,-3.005763387458123548e-01,-2.971936927650859483e-01
-2.790977819171923668e-01,9.359422648461209748e-01,-2.912820159485316474e-01,-2.937818070987875396e-01
-2.825426017797795231e-01,9.440101094192642206e-01,-2.822386053479385426e-01,-2.892182776574639402e-01
-2.856168942618625972e-01,9.505291723471280818e-01,-2.735002408341647429e-01,-2.832851416742282469e-01
-2.894165243053770098e-01,9.546957428366898979e-01,-2.649809308148818876e-01,-2.764131151925059426e-01
-2.947732649986575804e-01,9.576732355396997409e-01,-2.565155235886364959e-01,-2.692650332909453104e-01
-2.998401322460025331e-01,9.586996780202422519e-01,-2.488867451943906905e-01,-2.611513212849903010e-01
-3.094019999276896304e-01,9.511484948992634525e-01,-2.425073557795683621e-01,-2.492413226925456748e-01
-3.211645922458082891e-01,9.319882278997080327e-01,-2.375730747249773511e-01,-2.342398565425079793e-01
-3.304110939338188446e-01,9.041449562931993533e-01,-2.351600318896156783e-01,-2.166465097173969900e-01
-3.406828204928174508e-01,8.734298745201158898e-01,-2.343193587817651857e-01,-1.976579024891578773e-01
-3.570996599799896587e-01,8.395082348539865125e-01,-2.336263338894913333e-01,-1.815342190378745058e-01
-3.706677099811548914e-01,8.056365879285096732e-01,-2.357494912313665703e-01,-1.702077637864995163e-01
-3.803821407699321533e-01,7.728347490433574718e-01,-2.405740298393072296e-01,-1.598467534520807143e-01
-3.885618543689093873e-01,7.471536295274603390e-01,-2.462194783818616728e-01,-1.483804485042226062e-01
-3.957091905460685677e-01,7.303825698819218504e-01,-2.512942602347443266e-01,-1.352220418433036364e-01
-4.018061936506529541e-01,7.174978816677419768e-01,-2.568013897906541998e-01,-1.231706429668405350e-01
-4.067131064086444980e-01,7.067634561211364463e-01,-2.631141797558357864e-01,-1.142852276565483743e-01
-4.090893253504835347e-01,6.991761421587193714e-01,-2.693632128367832168e-01,-1.074851930230644320e-01
-4.078824705081024460e-01,6.941163347673290351e-01,-2.755564763253629534e-01,-1.028526687194477734e-01
-4.035548761024901898e-01,6.900278789974073623e-01,-2.817237688149094033e-01,-1.002812771960797517e-01
-3.981544625209548216e-01,6.856554943171082606e-01,-2.868208293053104430e-01,-9.815422129566780951e-02
-3.929755381603683984e-01,6.801808486089376826e-01,-2.900629879831966851e-01,-9.569299212145460087e-02
-3.884277504287004246e-01,6.725011708523657150e-01,-2.913572755344052134e-01,-9.266071690501470615e-02
-3.838006824990293775e-01,6.618659730802749497e-01,-2.909972734874078926e-01,-8.789886806183319634e-02
-3.788619586843822717e-01,6.486310997192112904e-01,-2.890720565195185054e-01,-8.030986125892254635e-02
-3.732991102102672376e-01,6.341582186800672760e-01,-2.855775828103940817e-01,-6.975579970505087213e-02
-3.670366869074506710e-01,6.188806183940510630e-01,-2.808349899636479741e-01,-5.711733869060663799e-02
-3.602587704019309389e-01,6.022308316706361797e-01,-2.754443367381131935e-01,-4.372305563699108166e-02
-3.520082164468978370e-01,5.844262404932690780e-01,-2.700415425772989542e-01,-2.990697058606923975e-02
-3.425324056683197171e-01,5.649491620812238102e-01,-2.647353154111543594e-01,-1.502947068730729231e-02
-3.320326551932843984e-01,5.423691533415964106e-01,-2.592119954790147451e-01,2.933471272901948864e-03
-3.075797356717338005e-01,5.202761042781666179e-01,-2.556834984056212678e-01,3.173071142225181163e-02
-2.849096919818554507e-01,4.979325747879229103e-01,-2.517131735558069128e-01,6.143965840031595516e-02
-2.684222484153095389e-01,4.771361954179873521e-01,-2.435110778065686099e-01,9.218927411508183456e-02
-2.532923457002491663e-01,4.457873705882754445e-01,-2.347649209448706975e-01,1.225008371851500910e-01
-2.393987250678897560e-01,4.030293634906921274e-01,-2.285774728606105866e-01,1.477206251940639259e-01
-2.278235537194033267e-01,3.593800873039063037e-01,-2.214441935153359797e-01,1.724888749205760463e-01
-2.219261264853963356e-01,3.098244884679182132e-01,-2.128370317280804946e-01,1.962326398163225238e-01
-2.183735233152257482e-01,2.504083949143885990e-01,-2.056851749925217021e-01,2.161731631939768083e-01
-2.138894873898150029e-01,1.860253906412835112e-01,-2.008018106857731577e-01,2.322088092633174672e-01
-2.087303641248967889e-01,1.217732524479290673e-01,-1.971461268802786326e-01,2.450374322696771967e-01
-2.040447772374525404e-01,5.723760620846325003e-02,-1.950498604802016755e-01,2.536338268515700434e-01
-1.984538389428729399e-01,-9.178629766685878627e-03,-1.962510196126684425e-01,2.565491020975212977e-01
-1.908990100656305366e-01,-7.466510446918649124e-02,-2.007689600716197065e-01,2.540909823423389002e-01
-1.814912142423641683e-01,-1.380293508675756176e-01,-2.079154245702349302e-01,2.469197245638582450e-01
-1.710543742737801742e-01,-2.013574493735809379e-01,-2.172854390580370165e-01,2.351303942990947971e-01
-1.582363493315535052e-01,-2.663918407240835062e-01,-2.292620143539252919e-01,2.195802327736296466e-01
-1.428832068177756931e-01,-3.309768262573680730e-01,-2.431739478134872789e-01,2.014321350368002694e-01
-1.232362037201852056e-01,-3.931115295058835168e-01,-2.589216751219168833e-01,1.822948694773473544e-01
-1.002509511137898018e-01,-4.504516797617772461e-01,-2.757707755595249499e-01,1.625800336678117908e-01
-7.366741056968859058e-02,-5.013486985806261398e-01,-2.930527853912175962e-01,1.438639324223281446e-01
-4.379154460766402496e-02,-5.453406216898645242e-01,-3.105121537635318063e-01,1.266052256998228820e-01
-1.113654211831066089e-02,-5.820323565238536556e-01,-3.280797223627913151e-01,1.108254450077520992e-01
2.366859344576309476e-02,-6.106051288649104736e-01,-3.455723795343385585e-01,9.670023144553266392e-02
6.026431651132625050e-02,-6.293964051745998267e-01,-3.628447002604459071e-01,8.404238127633903432e-02
9.908201598528508514e-02,-6.348067509069951209e-01,-3.796473074283894800e-01,7.242575995470322547e-02
1.360348072124346053e-01,-6.269827284798421552e-01,-3.953159464031330006e-01,5.986829673503309829e-02
1.674113099879444289e-01,-6.100974741337276130e-01,-4.085535901693476690e-01,4.653755290190199345e-02
1.870072099300735813e-01,-5.989092335190003835e-01,-4.168303191093300497e-01,3.474455739636980733e-02
1.942321143902641933e-01,-5.991658645654485138e-01,-4.212814627393726696e-01,2.308776837970432858e-02
1.912671448707703170e-01,-6.014011157717719103e-01,-4.218050289009047105e-01,1.209313904778140311e-02
1.819787418513709176e-01,-6.082986848199911645e-01,-4.202724496076428728e-01,3.731379325640300153e-04
1.707586307644125834e-01,-6.218301389856856209e-01,-4.193262333618197335e-01,-1.458370969347688902e-02
1.594737077226058286e-01,-6.361538404900660693e-01,-4.182330270393208593e-01,-3.134102243175964503e-02
1.502798746296359067e-01,-6.499505182969030903e-01,-4.165863395934351621e-01,-4.717216700868670509e-02
1.439784028271913763e-01,-6.648900101094460391e-01,-4.149693706944030946e-01,-6.187855863049764038e-02
1.409496339107611240e-01,-6.794922463391894762e-01,-4.131782888132539133e-01,-7.445488395564922590e-02
1.404505553472398527e-01,-6.912292828914051723e-01,-4.109689888603954011e-01,-8.469500194807616511e-02
1.413924184418679786e-01,-6.994950521879907956e-01,-4.086214418350888611e-01,-9.350822499749127104e-02
1.429982714911980923e-01,-7.047361901860037525e-01,-4.064618500918558142e-01,-1.020131299087318616e-01
1.452787364139045412e-01,-7.075964488900589044e-01,-4.047244070436163410e-01,-1.104638703097997748e-01
1.481902909767070786e-01,-7.085785744834868227e-01,-4.035755627310583238e-01,-1.190732606520522180e-01
1.512826441966951541e-01,-7.082127022076848410e-01,-4.029918593027032592e-01,-1.281933085207197509e-01
1.546379535298690877e-01,-7.072482700275334322e-01,-4.029589451122899679e-01,-1.374869017331099841e-01
1.582376391739330757e-01,-7.058163088467569457e-01,-4.035423969429360880e-01,-1.469923950082875630e-01
1.620781066924890934e-01,-7.036640695896770881e-01,-4.047321284609575742e-01,-1.567687563801137829e-01
1.661459649649452697e-01,-7.007085763340846762e-01,-4.065104733653869817e-01,-1.667513187520320572e-01
1.701638688157877666e-01,-6.969455081149671383e-01,-4.088984926708515988e-01,-1.772645013510722733e-01
1.743402390706683680e-01,-6.925231937174445296e-01,-4.119308740088729603e-01,-1.881179539391222566e-01
1.781713232507753653e-01,-6.876325396805361700e-01,-4.154788614983002670e-01,-1.996864042822854568e-01
1.815622660670394295e-01,-6.832848938183813114e-01,-4.192678207487864350e-01,-2.113486118258473545e-01
1.844993132931677937e-01,-6.800301545676842307e-01,-4.231377729035362134e-01,-2.227555170751366054e-01
1.870201786092933194e-01,-6.777268761060566415e-01,-4.268750904209541175e-01,-2.336078061279294182e-01
1.892268366976327942e-01,-6.761721800150333195e-01,-4.303093416941052851e-01,-2.436649863583808528e-01
1.911870449796347349e-01,-6.752636863818528568e-01,-4.334029274549273669e-01,-2.529225873402123348e-01
1.929228089251851241e-01,-6.747857950788141990e-01,-4.361343566880647171e-01,-2.614355039574375872e-01
1.944634929327059836e-01,-6.745481891174854860e-01,-4.384817078405572333e-01,-2.692222701522401507e-01
1.958432808212037524e-01,-6.744882403791501169e-01,-4.404703611088307547e-01,-2.763472944658574848e-01
1.970902715511557157e-01,-6.745565327979744508e-01,-4.421367934024508783e-01,-2.828919672649902739e-01
1.982372948760821041e-01,-6.747034319535736291e-01,-4.435031109514737113e-01,-2.889033510460894960e-01
1.993168048495950473e-01,-6.749216633297777657e-01,-4.445970801254656157e-01,-2.944261442880267698e-01
2.003510228072329369e-01,-6.752092725193654665e-01,-4.454492124036894540e-01,-2.995132049785294570e-01
2.013559236826132359e-01,-6.755507170986138066e-01,-4.460815105871675512e-01,-3.042053209243411049e-01
2.023445616953394310e-01,-6.759387044754815443e-01,-4.465144226740562217e-01,-3.085378616930165019e-01
2.033252003999324042e-01,-6.763715463118230575e-01,-4.467701671089702176e-01,-3.125493855041548419e-01
2.043030676852251870e-01,-6.768423862768786492e-01,-4.468677375562499221e-01,-3.162743573239774619e-01
2.052823085917633850e-01,-6.773455234433432004e-01,-4.468237799583675840e-01,-3.197418541774517675e-01
2.062655466280925443e-01,-6.778790453428049645e-01,-4.466547603139914280e-01,-3.229801389428241798e-01
2.072540909099485351e-01,-6.784394506535907921e-01,-4.463755487770053598e-01,-3.260149775442363618e-01
2.082486530260393431e-01,-6.790227604970839881e-01,-4.459989412059230940e-01,-3.288684717230400123e-01
2.092494124536354028e-01,-6.796263146058997284e-01,-4.455368106192220679e-01,-3.315607435806526282e-01
2.102560505370093535e-01,-6.802475133727313716e-01,-4.449999151687386023e-01,-3.341102780777160941e-01
2.112679427384468456e-01,-6.808831624879240207e-01,-4.443977087270816195e-01,-3.365330388325006306e-01
2.122844053017334531e-01,-6.815307930997948072e-01,-4.437386681850454817e-01,-3.388433191601915029e-01
2.133045387894698108e-01,-6.821880365044877825e-01,-4.430303827739334177e-01,-3.410539327572446044e-01
