in position0,in position1,in position2,in position3,in position4,in position5,in position6,in torque0,in torque1,in torque2,in torque3,in torque4,in torque5,in torque6,in tactile0,in tactile1,in tactile2,in tactile3,in tactile4,in tactile5,in tactile6,in tactile7,in tactile8,in tactile9,in tactile10,in tactile11,in tactile12,in tactile13,in tactile14,in tactile15,out position0,out position1,out position2,out position3,out position4,out position5,out position6,out torque0,out torque1,out torque2,out torque3,out torque4,out torque5,out torque6,out tactile0,out tactile1,out tactile2,out tactile3,out tactile4,out tactile5,out tactile6,out tactile7,out tactile8,out tactile9,out tactile10,out tactile11,out tactile12,out tactile13,out tactile14,out tactile15,cf_pca0,cf_pca1,cs_pca0,cs_pca1,io_states0,io_states1,io_states2,io_states3,io_states4,io_states5,io_states6,io_states7,io_states8,io_states9,io_states10,io_states11,io_states12,io_states13,io_states14,io_states15,io_states16,io_states17,io_states18,io_states19,io_states20,io_states21,io_states22,io_states23,io_states24,io_states25,io_states26,io_states27,io_states28,io_states29,io_states30,io_states31,io_states32,io_states33,io_states34,io_states35,io_states36,io_states37,io_states38,io_states39,io_states40,io_states41,io_states42,io_states43,io_states44,io_states45,io_states46,io_states47,io_states48,io_states49,cf_states0,cf_states1,cf_states2,cf_states3,cf_states4,cf_states5,cf_states6,cf_states7,cf_states8,cf_states9,cf_states10,cf_states11,cf_states12,cf_states13,cf_states14,cf_states15,cf_states16,cf_states17,cf_states18,cf_states19,cf_states20,cf_states21,cf_states22,cf_states23,cf_states24,cf_states25,cf_states26,cf_states27,cf_states28,cf_states29,cf_states30,cf_states31,cf_states32,cf_states33,cf_states34,cf_states35,cf_states36,cf_states37,cf_states38,cf_states39,cf_states40,cf_states41,cf_states42,cf_states43,cf_states44,cf_states45,cf_states46,cf_states47,cf_states48,cf_states49,cf_states50,cf_states51,cf_states52,cf_states53,cf_states54,cf_states55,cf_states56,cf_states57,cf_states58,cf_states59,cf_states60,cf_states61,cf_states62,cf_states63,cf_states64,cf_states65,cf_states66,cf_states67,cf_states68,cf_states69,cf_states70,cf_states71,cf_states72,cf_states73,cf_states74,cf_states75,cf_states76,cf_states77,cf_states78,cf_states79,cs_states0,cs_states1,cs_states2,cs_states3,cs_states4,cs_states5
-0.12143557,-0.5546163,0.31614903,0.021856846,-0.54728794,-0.31346413,0.37949708,-0.1598085,-0.009334063,-0.18767378,-0.046387993,-0.37142855,0.13441561,-0.16304348,-0.9,-0.9,-0.9,-0.9014516,-0.9,-0.9,-0.9,-0.9,-0.89564514,-0.9,-0.9014516,-0.9,-0.9,-0.9,-0.9,-0.9029032,-0.087097734,-0.52148783,0.31966588,0.012396304,-0.54679006,-0.33228132,0.37487695,-0.16505381,-0.009857931,-0.19839244,-0.047227047,-0.36487564,0.10076901,-0.12858322,-0.94256324,-0.9096478,-0.9484953,-0.90152794,-0.9628831,-0.96961427,-0.9624082,-0.95374537,-0.93903565,-0.9324988,-0.89660597,-0.91560256,-0.94574153,-0.95472425,-0.93458456,-0.9322119,1.230669,0.40703607,0.30997187,0.36806145,-0.35269228,-0.29059973,0.7261685,-0.6639709,0.024787547,-0.2210868,0.5401647,-0.66225713,0.7039076,0.6641544,0.056161523,0.02211583,0.51295644,0.7019382,-0.58414143,0.6500894,0.043648615,-0.6450649,0.07648494,-0.8401781,0.4857506,0.02118475,-0.66528267,0.7468734,-0.4491327,-0.55443674,-0.33584285,0.6702745,-0.4001196,0.40890485,0.5803148,0.58900994,0.57964647,0.7050754,-0.4629629,0.32835534,0.578269,-0.022202972,-0.46518812,-0.58833724,-0.28373864,-0.27092025,-0.62095743,0.61003536,-0.41855595,0.32625327,-0.6592753,0.55581284,-0.6444107,0.32879046,-0.011246784,-0.055562094,0.021117015,-0.013448731,-0.023125967,-0.030777354,0.018723132,-0.011955186,0.000919914,0.040032104,0.0024462084,-0.013603255,0.010669135,0.02722012,0.027062595,0.006897329,-0.027582895,0.012756678,0.017793488,0.00090816984,0.008503607,-0.03351993,0.045888238,-0.016332356,0.035876345,0.0053311074,0.011750408,0.018687198,-0.031574264,-0.008299058,-0.04249521,0.016023409,0.015338507,-0.023000663,0.028535089,0.03318664,0.011866027,0.039525356,-0.0049447785,0.021208331,-0.000109621134,-0.009323087,0.031376805,-0.01035027,-0.023840157,-0.0019125363,0.022341384,0.033304036,0.022300469,-0.0062115034,0.06382608,0.014126826,-0.011209221,0.02843093,-0.0023122164,-0.022189563,-0.029779058,0.012476331,0.006464986,-0.0042146672,0.03390989,-0.020161083,-0.020841174,0.008649727,-0.012769469,0.02699139,0.021461217,-0.008934963,-0.0022067646,-0.007501037,0.038788833,-0.013956386,0.036982894,0.0041254875,-0.007549381,-0.023692662,0.01073311,0.0065908697,0.0017281328,-0.018961754,0.0035651813,-0.00079376757,0.005074819,0.0052305125,0.011939151,-0.004096746
-0.12143557,-0.5545982,0.31614903,0.021844992,-0.5473052,-0.31343642,0.37949708,-0.15930113,-0.0088427905,-0.18600556,-0.045292225,-0.37857142,0.12857144,-0.17608695,-0.9,-0.9,-0.9,-0.9014516,-0.9,-0.9,-0.9,-0.9,-0.89854836,-0.9,-0.9,-0.89709675,-0.9,-0.9174194,-0.9,-0.9029032,-0.10807301,-0.5411142,0.34271565,-0.00074467796,-0.56583095,-0.321213,0.3961457,-0.15486082,-0.014498104,-0.19282888,-0.029770263,-0.37774417,0.10567297,-0.13852009,-0.9412874,-0.92325765,-0.9452423,-0.9284987,-0.962868,-0.9655382,-0.956845,-0.95103204,-0.9354303,-0.94244766,-0.9206121,-0.93216467,-0.93237615,-0.94648856,-0.92956173,-0.9247828,1.2598276,0.2668459,0.32027,0.37224612,-0.63368475,-0.18146479,0.8551388,-0.84998757,0.56170887,0.040351626,0.9036142,-0.7175241,0.6756288,0.7595443,0.25261453,-0.15900674,0.6360963,0.6030126,-0.6295146,0.53526163,-0.050425038,-0.42294204,0.27345654,-0.9635742,0.49465853,0.3764889,-0.87682563,0.81456226,-0.5954942,-0.36759064,-0.57614243,0.9445075,-0.30882627,0.41819268,0.49741232,0.8103777,0.8109769,0.68230325,-0.7602067,0.2385679,0.3112805,0.04495768,-0.4654658,-0.6047361,-0.21727191,0.23370259,-0.4000827,0.6406726,-0.7178622,0.24540073,-0.7666714,0.78452134,-0.6200967,0.114493735,-0.06797854,-0.11383853,-0.020906169,0.034650374,0.053823106,0.033851996,0.009931876,0.038930926,-0.01617989,0.06610998,0.0225865,-0.01243472,0.025185313,0.06108657,-0.015676308,-0.055523228,-0.100363694,-0.09412839,-0.020789977,0.053375058,-0.0041944883,-0.0055497726,0.09198969,0.013032088,0.10418422,-0.04740159,-0.092141196,0.10985833,-0.012936637,0.032062594,-0.18835786,0.037967928,0.0244395,-0.053140897,0.1131805,0.17819522,0.07023235,0.048846096,-0.06671182,-0.012236763,-0.0018253097,0.021046547,0.0968697,-0.0597333,0.046498742,0.0052987216,0.18679295,0.08801525,0.063420676,-0.06956814,0.094705105,-0.015987942,-0.045786347,0.052295037,-0.03574847,-0.023343794,-0.06623399,0.052327372,0.054535847,0.07108264,0.01040185,-0.010578594,0.027326042,0.05713405,0.05186007,0.034060188,0.040919684,-0.10551959,0.08611924,-0.007306939,0.0031662367,0.00293733,0.011407333,-0.038519736,-0.008970192,-0.046198666,0.029525828,0.118622586,-0.032648053,0.01719635,0.007783115,-0.00044189804,0.008539199,0.011146618,0.023880914,-0.0077286866
-0.12143557,-0.5545982,0.31614903,0.021844992,-0.54728794,-0.31338096,0.37955198,-0.1605694,-0.008842803,-0.18600556,-0.045292217,-0.3642857,0.12857144,-0.16956523,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.9,-0.9,-0.89854836,-0.9,-0.9058064,-0.9,-0.9029032,-0.13084753,-0.529851,0.31402037,-0.0025714952,-0.55204463,-0.28371638,0.4036549,-0.14581774,-0.029367702,-0.17212197,-0.03753464,-0.38240907,0.10584675,-0.14752495,-0.91484565,-0.905122,-0.9176137,-0.9114426,-0.93058735,-0.92131776,-0.91499573,-0.90966517,-0.8898661,-0.9098828,-0.89512336,-0.9070662,-0.8941233,-0.9022769,-0.8983575,-0.8909081,1.3335778,0.109289005,0.33510733,0.37156343,-0.68980867,-0.1351467,0.88054985,-0.83448994,0.7640997,0.182818,0.9082175,-0.65451396,0.6232493,0.8119899,0.2336085,-0.28978753,0.6566912,0.5112241,-0.5931139,0.27146286,-0.2479703,-0.1504242,0.39985606,-0.94989765,0.40281424,0.5436468,-0.9064306,0.76665974,-0.6479101,-0.11184391,-0.52527356,0.9568599,-0.1262829,0.34063005,0.38996062,0.86785245,0.8293893,0.6476351,-0.8347189,0.19433899,0.03374987,0.14248,-0.4526354,-0.6191108,-0.1801251,0.55563307,-0.14062814,0.6060753,-0.7159145,0.1856501,-0.71791226,0.827158,-0.5575148,-0.10696497,-0.13310823,-0.18359862,-0.053925138,0.07546412,0.14868964,0.11543965,-0.024575012,0.090072624,-0.015879631,0.07798621,0.024315482,0.016541857,0.028701117,0.09159115,-0.07344592,-0.1327879,-0.15754905,-0.22200146,-0.0745135,0.11921666,0.006136535,0.022651602,0.119067386,0.030876616,0.15659077,-0.12298452,-0.21714808,0.21966057,-0.025476143,0.054559067,-0.37240866,0.09647637,0.031891633,-0.07866366,0.21535291,0.33101964,0.16034062,0.03555614,-0.10658945,-0.041694444,-0.006183977,0.04068111,0.13618469,-0.12473228,0.114351146,0.009129012,0.37640366,0.17112374,0.0997873,-0.11489237,0.14364731,-0.045474306,-0.10400825,0.079823226,-0.04116834,-0.04983833,-0.1294334,0.103438325,0.11978023,0.15308177,-0.012178736,-0.012021785,0.069969736,0.09769463,0.1010071,0.046729732,0.079360016,-0.19985083,0.16435371,-0.014174672,-0.013538379,0.001450819,-0.001236956,-0.07030297,-0.021825584,-0.073592834,0.038679253,0.23435348,-0.06831086,0.03430748,0.014868279,0.0011412606,0.007778146,0.021676565,0.037649788,-0.010917245
-0.12143557,-0.5546163,0.31614903,0.021844992,-0.5473052,-0.31332552,0.37949708,-0.16107677,-0.009334051,-0.18725672,-0.044561703,-0.37142855,0.12857144,-0.16956522,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89854836,-0.9,-0.9,-0.9,-0.9043548,-0.9232258,-0.9,-0.9029032,-0.15138799,-0.53799874,0.29832292,-0.008889598,-0.56269544,-0.28162625,0.4082293,-0.14128949,-0.042595614,-0.1717277,-0.03972406,-0.38509116,0.10546043,-0.15004219,-0.90386885,-0.8980748,-0.903029,-0.897708,-0.9038533,-0.88100415,-0.88464946,-0.8782033,-0.86277103,-0.8878212,-0.882044,-0.89059657,-0.8838281,-0.8816336,-0.88583654,-0.88516986,1.4401593,-0.015079462,0.35621864,0.36498746,-0.69648826,-0.16330156,0.9051715,-0.78061134,0.779759,0.15428823,0.87181324,-0.5755326,0.65452415,0.83867717,0.097006954,-0.37232262,0.6592717,0.54947734,-0.5434156,0.08247502,-0.41075087,-0.079009056,0.44005564,-0.93737257,0.37706596,0.5910245,-0.91294944,0.7415521,-0.6702732,0.013168606,-0.38395417,0.93754125,-0.053022098,0.2922738,0.33360252,0.87673813,0.7910476,0.6776706,-0.83103,0.28314805,-0.056348626,0.20389363,-0.47085655,-0.627731,-0.14819035,0.624986,-0.045425862,0.5788668,-0.63955945,0.28012532,-0.6599662,0.8319852,-0.55160433,-0.24233386,-0.18801337,-0.26186377,-0.08344102,0.09998272,0.23371984,0.19608055,-0.065097176,0.123799406,-0.00065046444,0.08706386,0.008176013,0.061171733,0.03279394,0.1262302,-0.13212785,-0.21255691,-0.19460948,-0.3357772,-0.12858704,0.19003053,0.035590213,0.040009744,0.13291451,0.036332604,0.19672465,-0.20315732,-0.32221276,0.3114437,-0.068241104,0.046651114,-0.5313849,0.17292064,0.041859616,-0.09465053,0.30364347,0.450721,0.2576597,0.013212226,-0.11307739,-0.05460989,-0.009887947,0.050604757,0.14834307,-0.18427998,0.1686968,0.009898842,0.5225068,0.25774485,0.12867986,-0.13048024,0.20839953,-0.057550684,-0.17186515,0.10534269,-0.03064595,-0.10508815,-0.2055858,0.15428385,0.18575785,0.2252322,-0.030470187,-0.018926643,0.0854677,0.13180944,0.12312349,0.07102116,0.1376638,-0.28161097,0.21755143,-0.026423423,-0.007487915,-0.013744743,0.0018647345,-0.085741736,-0.03961037,-0.10299388,0.04821727,0.33292976,-0.10133216,0.035089884,0.025295949,0.0034718579,0.0014134482,0.037850402,0.054277647,-0.013800318
-0.12143557,-0.5546163,0.31614903,0.021856846,-0.5473225,-0.31335324,0.37949708,-0.16056947,-0.010316597,-0.18809083,-0.04602274,-0.38571426,0.12857144,-0.16956523,-0.9,-0.9,-0.9,-0.9014516,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.9,-0.9,-0.9,-0.9,-0.9116129,-0.9,-0.9058064,-0.15952379,-0.5506904,0.3023062,-0.0076172743,-0.5815801,-0.3067393,0.40349162,-0.13825265,-0.050823126,-0.17532054,-0.031171003,-0.3844493,0.10052422,-0.14632843,-0.9033145,-0.89636153,-0.8992289,-0.89066875,-0.8968168,-0.8697556,-0.8794816,-0.8738048,-0.8649039,-0.88662827,-0.88540256,-0.8899005,-0.8937531,-0.88941485,-0.8904833,-0.8966975,1.5544852,-0.09283953,0.38365787,0.35260123,-0.7174347,-0.23208126,0.92697316,-0.7235655,0.76422465,0.055215724,0.85635144,-0.5063676,0.7063791,0.84723973,-0.04603309,-0.4317432,0.6462547,0.63082355,-0.501162,-0.011434794,-0.50222355,-0.11596358,0.44185492,-0.93989563,0.4390827,0.61120546,-0.92041856,0.75492114,-0.6835812,0.024316242,-0.27202353,0.91500294,-0.07937954,0.28461957,0.2839388,0.867859,0.727832,0.7050387,-0.8107581,0.42120817,-0.040329058,0.19766623,-0.50643176,-0.6103541,-0.10243683,0.6086768,-0.050941605,0.57581794,-0.59881496,0.45144522,-0.62375015,0.8310354,-0.5742489,-0.3590155,-0.22839591,-0.33831245,-0.11785491,0.11309797,0.3090367,0.27381325,-0.09851242,0.14247091,0.022734791,0.09564057,-0.014875365,0.10927732,0.03846015,0.1665772,-0.19303711,-0.28690067,-0.22068113,-0.43013152,-0.18274564,0.26334304,0.07902088,0.052987773,0.1345577,0.035367407,0.23292686,-0.2788471,-0.4043193,0.37733147,-0.121845245,0.014129786,-0.6373637,0.24824703,0.058698088,-0.0987754,0.3675705,0.5328365,0.34155658,-0.01226547,-0.09819454,-0.05078135,-0.0071791606,0.059774004,0.15180327,-0.2331554,0.22154637,0.011547978,0.6166958,0.33080783,0.1506258,-0.13103062,0.27592295,-0.05517734,-0.24224454,0.13356367,-0.026540443,-0.17707546,-0.2801077,0.19797035,0.24606249,0.28959635,-0.052751992,-0.019612709,0.07620747,0.16279455,0.123648696,0.10427013,0.21064751,-0.3527935,0.25372574,-0.032491956,0.003805367,-0.035629712,0.012279159,-0.090794004,-0.059333853,-0.13158986,0.063804135,0.41260535,-0.13360393,0.036530085,0.038942862,0.006100347,-0.010795645,0.05924992,0.074025735,-0.016450813
-0.12143557,-0.5546163,0.31612757,0.021844992,-0.5473398,-0.31338096,0.37944216,-0.1598085,-0.007368984,-0.18767378,-0.044561703,-0.37857142,0.13441561,-0.16956523,-0.9,-0.9,-0.9,-0.9029032,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9043548,-0.9232258,-0.9,-0.9,-0.15517588,-0.55720854,0.31165197,0.0032545885,-0.5928909,-0.3364509,0.39060414,-0.13893576,-0.054711707,-0.1705558,-0.024272367,-0.38587058,0.090881065,-0.14009352,-0.9024664,-0.89401513,-0.89736,-0.8874868,-0.901722,-0.87727326,-0.88714796,-0.88547367,-0.879905,-0.895094,-0.8940228,-0.8949565,-0.9023006,-0.8999073,-0.8970709,-0.9062497,1.6596022,-0.12300114,0.41659954,0.3348225,-0.7494792,-0.31347138,0.9414912,-0.6792248,0.7617676,-0.05512385,0.8644931,-0.45645633,0.73957545,0.85094035,-0.14849871,-0.48387626,0.61929774,0.6921894,-0.47808743,-0.04947072,-0.5532974,-0.15315641,0.4295636,-0.944489,0.5470337,0.62690616,-0.9267516,0.7802368,-0.69324106,-0.03011946,-0.23575361,0.8965882,-0.1522975,0.29528865,0.22554426,0.8522748,0.64975923,0.70350176,-0.79319483,0.539833,-0.0017823353,0.14113945,-0.54170597,-0.58253247,-0.048141845,0.57538533,-0.083424956,0.60204434,-0.6205574,0.59928906,-0.59512895,0.8312916,-0.6054315,-0.48878795,-0.254548,-0.40391675,-0.15833582,0.119436026,0.37496313,0.34624675,-0.121637926,0.15025346,0.052386116,0.10263076,-0.03823032,0.15303378,0.0412773,0.21058042,-0.25742862,-0.35125512,-0.24288192,-0.50539804,-0.23830168,0.33403578,0.13474722,0.065253645,0.12397683,0.029523376,0.26860967,-0.34705466,-0.46808523,0.42029634,-0.17518398,-0.035410993,-0.6962304,0.31167948,0.08311754,-0.08927501,0.40898204,0.5835078,0.4016309,-0.03985878,-0.07168265,-0.030573746,0.0035883011,0.07037558,0.15969661,-0.27264702,0.2799894,0.017833618,0.6732815,0.3850645,0.16586508,-0.12695591,0.33801994,-0.041244745,-0.3101611,0.17117313,-0.039840862,-0.2553195,-0.3439877,0.23244989,0.29845458,0.34678715,-0.0839295,-0.009006652,0.04916609,0.18807614,0.10770262,0.14483686,0.28863135,-0.41154793,0.27717268,-0.025460342,0.009425281,-0.0641211,0.02752922,-0.088684395,-0.08159461,-0.15839289,0.086819924,0.4734705,-0.16586812,0.04647732,0.05551886,0.008787933,-0.02851941,0.085040435,0.09642824,-0.01887155
-0.12143557,-0.5546163,0.31614903,0.021844992,-0.5473398,-0.31335324,0.37949708,-0.16107677,-0.010807858,-0.18809083,-0.045657486,-0.35714284,0.12857144,-0.17608696,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9232258,-0.9,-0.9029032,-0.14512067,-0.56066024,0.3190657,0.013668647,-0.5952947,-0.35402077,0.38159546,-0.14105381,-0.050616357,-0.16416553,-0.019531991,-0.38578922,0.09102335,-0.13544957,-0.8997231,-0.89082164,-0.89552265,-0.8856692,-0.9080956,-0.88718027,-0.8954985,-0.8979891,-0.8950203,-0.9039862,-0.9016096,-0.8997187,-0.906049,-0.90636146,-0.9021778,-0.9112213,1.7486464,-0.108177245,0.4537731,0.3120359,-0.77997136,-0.38140315,0.9523298,-0.6528589,0.7725266,-0.17011087,0.88011277,-0.41826284,0.7517611,0.8563344,-0.20522721,-0.52821463,0.5857101,0.7204962,-0.47475654,-0.069825,-0.58600783,-0.16100498,0.40836805,-0.94895804,0.6512884,0.64606273,-0.93099403,0.8049317,-0.6988105,-0.1192604,-0.25095776,0.8846395,-0.22881927,0.29714367,0.16746719,0.8335004,0.56501335,0.67726403,-0.7805259,0.62085086,0.020558542,0.062124256,-0.5726087,-0.56742847,0.006610338,0.5522097,-0.107124195,0.6481833,-0.67639416,0.6916501,-0.5703619,0.8336705,-0.638131,-0.61237866,-0.26684228,-0.45325023,-0.20081033,0.12205138,0.43017024,0.4093518,-0.1357437,0.14834851,0.08893368,0.106994376,-0.05819626,0.18932642,0.036153942,0.25609076,-0.32291272,-0.40360773,-0.26442185,-0.56311584,-0.2948833,0.39652133,0.2008981,0.07636303,0.10120125,0.017173482,0.3035102,-0.4061953,-0.517187,0.44534257,-0.22462025,-0.094594896,-0.7255271,0.3584738,0.11359699,-0.0666027,0.43495002,0.61182284,0.43814227,-0.07020797,-0.040357914,0.0050754836,0.022498751,0.08198697,0.17594074,-0.3035565,0.34331468,0.031522013,0.7076605,0.42319945,0.17281364,-0.12068702,0.39158788,-0.016530437,-0.36993554,0.2202117,-0.069625124,-0.33132473,-0.39430228,0.25959277,0.34285623,0.39484963,-0.124561764,0.012482579,0.010911721,0.20280117,0.07848714,0.19167778,0.36054757,-0.45604783,0.28767407,-0.0043280264,0.0062177316,-0.10207499,0.049137942,-0.08017298,-0.1076274,-0.18098451,0.11647347,0.5162074,-0.19821292,0.0648651,0.07469808,0.011513424,-0.05126142,0.1142793,0.120583415,-0.020919874
-0.12143557,-0.5546163,0.31614903,0.021844992,-0.5473398,-0.31335324,0.37949708,-0.16056947,-0.011299118,-0.18809083,-0.0427354,-0.37142855,0.12857144,-0.1826087,-0.9,-0.9,-0.9,-0.9014516,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9174194,-0.9,-0.9,-0.13528104,-0.5619244,0.322253,0.01824298,-0.59088033,-0.35649717,0.37836766,-0.14475963,-0.045189034,-0.15917964,-0.020160237,-0.38643107,0.095154636,-0.13578162,-0.8958458,-0.8876012,-0.8936336,-0.8849501,-0.9131894,-0.8952815,-0.90199435,-0.90722185,-0.90539163,-0.9090865,-0.9056401,-0.90107393,-0.9052541,-0.9077249,-0.90435404,-0.9123039,1.8189,-0.052190997,0.49362588,0.28451195,-0.8043375,-0.43149766,0.95967525,-0.6444283,0.7890343,-0.2704606,0.8929827,-0.38670906,0.75326455,0.8630726,-0.225476,-0.56109375,0.54733044,0.727952,-0.48137143,-0.09377665,-0.6131726,-0.13143793,0.38247097,-0.95134366,0.7227297,0.66369957,-0.9329477,0.82133967,-0.70183486,-0.21934249,-0.29408267,0.8749017,-0.28963676,0.2897973,0.121521875,0.816313,0.47699088,0.6359972,-0.7742387,0.6729152,0.023059307,-0.013530458,-0.5927433,-0.5682052,0.060968462,0.53426707,-0.11550265,0.6975749,-0.7307449,0.742148,-0.5463454,0.8368761,-0.66602546,-0.70751303,-0.26564598,-0.48586687,-0.2419799,0.122707665,0.47308773,0.46056414,-0.1432687,0.1370476,0.13255093,0.10914823,-0.072151,0.21728958,0.020985724,0.30141896,-0.384141,-0.44323462,-0.28403217,-0.60491204,-0.35101286,0.44735536,0.2728167,0.08393827,0.06710759,-0.0031214487,0.33625472,-0.45458877,-0.5530792,0.45688385,-0.26834068,-0.15705486,-0.7390287,0.3887791,0.1482474,-0.031626657,0.45209736,0.62552345,0.45698515,-0.10434927,-0.008234119,0.05368613,0.048162892,0.093771614,0.19872896,-0.32545006,0.40655822,0.05420979,0.7290421,0.44940275,0.16985099,-0.11231487,0.43529162,0.017800223,-0.41628447,0.278382,-0.11157665,-0.39921603,-0.4319746,0.28254128,0.3808131,0.43312043,-0.17288926,0.042112008,-0.034140963,0.20409022,0.038627468,0.24253364,0.41880897,-0.48678964,0.28517145,0.028789017,-0.00636515,-0.15011458,0.07798056,-0.06610754,-0.13818888,-0.1967748,0.15247111,0.5434457,-0.23044023,0.0886989,0.09616866,0.014348801,-0.078512944,0.14589924,0.14537007,-0.022282265
-0.12143557,-0.5545982,0.31612757,0.021844992,-0.5473571,-0.3132978,0.37927738,-0.15930106,-0.010316585,-0.18558851,-0.045292217,-0.3642857,0.14025977,-0.19565214,-0.9,-0.9,-0.89854836,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9232258,-0.9,-0.9,-0.12832975,-0.5621137,0.3232597,0.016768724,-0.584491,-0.34972608,0.3808245,-0.14878352,-0.041349478,-0.15559651,-0.024713445,-0.3893977,0.09893178,-0.14072417,-0.89223075,-0.8858359,-0.89288527,-0.8862091,-0.91705734,-0.9015,-0.9068859,-0.9130424,-0.9109225,-0.91015315,-0.9064184,-0.89917004,-0.9020362,-0.90599465,-0.9043912,-0.9112718,1.8707572,0.039669324,0.53447694,0.25253716,-0.8243362,-0.46918634,0.964746,-0.6468304,0.80559033,-0.35051298,0.901772,-0.36123732,0.75238097,0.8707997,-0.2225162,-0.57728535,0.50695366,0.7260066,-0.48751062,-0.1189491,-0.63996524,-0.07201209,0.35450608,-0.95205355,0.76166767,0.6791565,-0.93331015,0.8311346,-0.7050626,-0.32006097,-0.3435313,0.8652368,-0.3305885,0.28193337,0.09641038,0.80292,0.39236796,0.58765846,-0.77252924,0.70690155,0.014755995,-0.0769364,-0.6021455,-0.5839111,0.115682475,0.51851934,-0.1123281,0.7374024,-0.76647455,0.76736325,-0.52743584,0.8424733,-0.6856868,-0.7722518,-0.2513497,-0.5035279,-0.27923584,0.12268018,0.50378245,0.4988756,-0.1457773,0.11604855,0.18240371,0.10970065,-0.07858977,0.2363961,-0.004467003,0.34527758,-0.43663886,-0.47031644,-0.2995621,-0.63306564,-0.40374723,0.4857585,0.3442283,0.08496325,0.023147803,-0.03201078,0.36509803,-0.49091095,-0.5770139,0.4584989,-0.30499703,-0.21734065,-0.7440129,0.40481213,0.18485293,0.013615304,0.46485227,0.6295464,0.4651101,-0.1428129,0.02172216,0.11147817,0.079550944,0.10603321,0.22429301,-0.3375249,0.46349737,0.08575302,0.7421938,0.4679598,0.15587954,-0.100586,0.46876997,0.059865262,-0.44660038,0.34064084,-0.15989257,-0.45517045,-0.45967928,0.303666,0.4139469,0.4623974,-0.2251795,0.07703357,-0.08340742,0.19126454,-0.0097930655,0.29400212,0.46029413,-0.5058686,0.27010873,0.07112065,-0.02769064,-0.20642515,0.114015125,-0.047589753,-0.17225829,-0.20346329,0.19391882,0.5583872,-0.26174638,0.115092866,0.11961666,0.017337242,-0.10972533,0.17868446,0.16967244,-0.022556933
-0.12136383,-0.5546163,0.31614903,0.021844992,-0.5473571,-0.3132978,0.37922245,-0.15777902,-0.010807858,-0.18600556,-0.04675326,-0.37142855,0.12857144,-0.18913043,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9174194,-0.9,-0.9029032,-0.124767676,-0.5611141,0.323717,0.010573463,-0.58039594,-0.33688843,0.3857355,-0.1510425,-0.03596848,-0.15618543,-0.02796341,-0.3897888,0.10634754,-0.14670411,-0.8903991,-0.8855207,-0.89316523,-0.8877411,-0.9187915,-0.9049818,-0.90948004,-0.915345,-0.91313094,-0.9088648,-0.90552723,-0.89611447,-0.8990757,-0.90413123,-0.9043005,-0.91006243,1.9064755,0.16081883,0.5746526,0.21656784,-0.8398103,-0.49119332,0.9685914,-0.6519119,0.815764,-0.41734645,0.90643,-0.33615527,0.75196606,0.8780682,-0.2086641,-0.5812246,0.47056,0.720947,-0.48534736,-0.14697209,-0.6636747,-0.0041695107,0.32240686,-0.9536407,0.7778344,0.69505525,-0.93278116,0.8389596,-0.71042335,-0.40898326,-0.3771459,0.8550906,-0.3580561,0.27057305,0.09140696,0.79294264,0.31109115,0.5388832,-0.7694962,0.7322966,-0.0010087929,-0.12834597,-0.60509294,-0.6101211,0.1739012,0.50199234,-0.10638127,0.7662583,-0.7861415,0.78032935,-0.5199716,0.8487558,-0.69666314,-0.81435174,-0.22471413,-0.50887924,-0.31112647,0.122977674,0.52384055,0.5251221,-0.143902,0.08553486,0.23667252,0.10910357,-0.07687313,0.24617213,-0.039443195,0.3863631,-0.47850722,-0.4857343,-0.30966195,-0.65040547,-0.45015112,0.51284295,0.40915897,0.07704316,-0.028887603,-0.0693937,0.38897654,-0.51531285,-0.59075975,0.4529197,-0.33393115,-0.27109796,-0.7437311,0.40898842,0.22115645,0.06654052,0.47594252,0.6269578,0.4677287,-0.1854202,0.047149852,0.17369051,0.11581098,0.11968157,0.2492526,-0.33942932,0.50966436,0.124618374,0.7497055,0.48222032,0.13093403,-0.08423938,0.49215165,0.10729627,-0.4610138,0.40157747,-0.20962812,-0.49772307,-0.4802168,0.32413915,0.44342858,0.48445597,-0.27712306,0.11468038,-0.13475372,0.16534461,-0.06486883,0.3427497,0.48554453,-0.51584065,0.24328244,0.119674064,-0.05686398,-0.267443,0.15624282,-0.026132872,-0.2077124,-0.19979602,0.239152,0.56421334,-0.291144,0.14208607,0.14468038,0.02041466,-0.14422333,0.21132322,0.19249973,-0.021360207
