in position0,in position1,in position2,in position3,in position4,in position5,in position6,in torque0,in torque1,in torque2,in torque3,in torque4,in torque5,in torque6,in tactile0,in tactile1,in tactile2,in tactile3,in tactile4,in tactile5,in tactile6,in tactile7,in tactile8,in tactile9,in tactile10,in tactile11,in tactile12,in tactile13,in tactile14,in tactile15,in image0,in image1,in image2,in image3,in image4,in image5,in image6,in image7,in image8,in image9,in image10,in image11,in image12,in image13,in image14,out position0,out position1,out position2,out position3,out position4,out position5,out position6,out torque0,out torque1,out torque2,out torque3,out torque4,out torque5,out torque6,out tactile0,out tactile1,out tactile2,out tactile3,out tactile4,out tactile5,out tactile6,out tactile7,out tactile8,out tactile9,out tactile10,out tactile11,out tactile12,out tactile13,out tactile14,out tactile15,out image0,out image1,out image2,out image3,out image4,out image5,out image6,out image7,out image8,out image9,out image10,out image11,out image12,out image13,out image14,cf_pca0,cf_pca1,cs_pca0,cs_pca1,cf_states0,cf_states1,cf_states2,cf_states3,cf_states4,cf_states5,cf_states6,cf_states7,cf_states8,cf_states9,cf_states10,cf_states11,cf_states12,cf_states13,cf_states14,cf_states15,cf_states16,cf_states17,cf_states18,cf_states19,cf_states20,cf_states21,cf_states22,cf_states23,cf_states24,cf_states25,cf_states26,cf_states27,cf_states28,cf_states29,cf_states30,cf_states31,cf_states32,cf_states33,cf_states34,cf_states35,cf_states36,cf_states37,cf_states38,cf_states39,cf_states40,cf_states41,cf_states42,cf_states43,cf_states44,cf_states45,cf_states46,cf_states47,cf_states48,cf_states49,cf_states50,cf_states51,cf_states52,cf_states53,cf_states54,cf_states55,cf_states56,cf_states57,cf_states58,cf_states59,cf_states60,cf_states61,cf_states62,cf_states63,cf_states64,cf_states65,cf_states66,cf_states67,cf_states68,cf_states69,cf_states70,cf_states71,cf_states72,cf_states73,cf_states74,cf_states75,cf_states76,cf_states77,cf_states78,cf_states79,cf_states80,cf_states81,cf_states82,cf_states83,cf_states84,cf_states85,cf_states86,cf_states87,cf_states88,cf_states89,cs_states0,cs_states1,cs_states2,cs_states3,cs_states4,cs_states5,cs_states6,cs_states7,cs_states8,cs_states9
0.56970227,-0.13404688,0.80193144,-0.42065898,-0.8301932,0.89867806,-0.38275614,-0.10950475,0.29731387,-0.5082153,0.21066567,-0.039473698,0.13897061,-0.057042312,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.89419353,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,-0.9,-0.15527646,-0.024043536,-0.9,-0.9,0.35971922,-0.36134204,0.017267417,-0.9,-0.9,-0.9,-0.506867,-0.9,-0.062824525,-0.9,0.5550807,-0.10271097,0.74545753,-0.39454845,-0.78356934,0.8620842,-0.35742933,-0.083255224,0.2743876,-0.47683907,0.18134095,0.04839116,0.15657173,-0.05504513,-0.855311,-0.8632043,-0.86658263,-0.85038793,-0.8645392,-0.862063,-0.85696864,-0.83858037,-0.90376794,-0.8904823,-0.899439,-0.89483404,-0.8554545,-0.8452137,-0.86013335,-0.87350583,-0.87369895,-0.3306634,0.07539718,-0.8544765,-0.8737393,0.30058187,-0.27271003,-0.27597603,-0.8562643,-0.91924554,-0.863926,-0.36373436,-0.8853983,-0.018474547,-0.8617716,-0.80438805,-0.3670867,-0.48017922,0.6449874,0.011924539,0.00023476631,0.04216953,0.0035450682,0.0038384432,0.0005968302,-0.016179629,0.0019917097,-0.02826481,-0.047831364,0.026809976,-0.0072952122,0.016877454,-0.005984543,0.012848082,0.01415317,0.0016005833,-0.012652378,-0.010741496,-0.036970068,0.004779296,0.038577456,0.027686274,0.040781487,-0.037821602,-0.03037149,0.015181283,-0.015713785,0.011313413,-0.028446345,0.0027166377,0.007310325,0.0580105,-0.017927805,-0.031267956,0.018680634,-0.028869782,0.010115992,-0.017313313,0.016397903,0.020485088,-0.016472619,0.0037253029,-0.01581039,0.0036903985,-0.0044189976,-0.0060662203,0.0030715736,-0.032653827,-0.03855774,-0.022788493,0.0063995775,0.01031891,0.034970082,-0.04795698,0.0123199355,-0.031425122,-0.0076625026,0.013863672,0.013476664,-0.011864373,0.017718025,-0.047141057,0.0037985975,-0.036037106,0.01784255,-0.021634981,0.0531507,0.008505551,0.026202636,-0.01723345,0.007161024,0.0022398073,-0.017337607,-0.02163039,0.030550977,0.0055340095,0.035228256,-0.078617856,-0.040883828,0.01755597,0.00049586996,-0.0040033692,-0.00873303,0.038976476,-0.016306255,0.06783009,-0.07224991,0.03947302,-0.047645476,-0.19243181,-0.32831,-0.077725075,0.010271513,0.052247517,0.07910353,0.45939526,0.05441321,-0.25109798,0.07790183
0.56970227,-0.13405952,0.80193144,-0.4206464,-0.8301932,0.89867806,-0.38281032,-0.10830672,0.29858625,-0.5077903,0.20969932,-0.03157896,0.13897061,-0.06338033,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89854836,-0.89419353,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,-0.9,-0.15521052,-0.021172768,-0.9,-0.9,0.3636555,-0.3652808,0.01703707,-0.9,-0.9,-0.9,-0.51117,-0.9,-0.059666544,-0.9,0.6025318,-0.07265503,0.82878035,-0.4487106,-0.8411463,0.9088611,-0.37397438,-0.11014253,0.33597422,-0.5548598,0.2226029,0.008293878,0.18082008,-0.08448247,-0.91706556,-0.9246637,-0.9283326,-0.9272688,-0.9264081,-0.9297958,-0.91689426,-0.898598,-0.9157035,-0.9177121,-0.9173434,-0.92261565,-0.90984225,-0.9055978,-0.9146383,-0.9169133,-0.9057503,-0.24408866,0.14361466,-0.89773476,-0.88362026,0.3145971,-0.3030911,-0.24531469,-0.90223056,-0.932097,-0.8956047,-0.39271447,-0.90499413,-0.01818652,-0.90885425,-1.0471222,-0.51668334,-0.45385358,0.6393622,0.019084187,-0.052656736,0.028664362,-0.041000456,0.0030321993,-0.040236305,-0.0043068114,0.060596753,-0.10006222,-0.06530324,-0.0104223965,0.03077131,0.04337304,0.06364876,0.0063410667,-0.011491715,0.028071972,-0.06709926,-0.018245284,-0.09910206,-0.035884853,0.073626816,0.09423886,0.11350718,-0.15580091,0.011444625,-0.061774235,-0.10779948,0.13869037,-0.054593418,-0.012474606,0.074266404,0.096625485,-0.07705599,-0.04981905,0.066498704,-0.008562201,0.01800696,0.046096478,-0.075332314,0.05091777,-0.00869986,-0.017814837,-0.12223144,-0.012216958,0.0062006568,-0.028482018,-0.0068161725,-0.086265676,-0.10516786,-0.040083323,0.008472798,-0.023973687,0.039596632,-0.103440486,0.064549044,0.023919571,-0.15257426,-0.05584459,0.018613044,-0.050971225,0.019981643,-0.077237494,0.044920698,-0.11195996,-0.009994415,-0.04903845,0.10368846,-0.01813127,0.058634784,0.027925575,-0.018955741,0.010413356,-0.051058758,0.005928581,0.05707173,-0.033230647,0.057220828,-0.15180981,-0.067128226,0.046395622,-0.020487227,0.03856175,0.044976596,0.076913945,-0.06388689,0.1403845,-0.16208042,0.096674554,-0.09558157,-0.19260958,-0.31736505,-0.07626782,0.012264261,0.06502747,0.08387173,0.42406008,0.040402442,-0.2432739,0.08010491
0.5696681,-0.13405952,0.80193144,-0.42065898,-0.8301932,0.89871156,-0.3828645,-0.10806704,0.297738,-0.5086402,0.2109878,-0.03157896,0.14558826,-0.07605636,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.89709675,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,-0.9,-0.16499475,-0.014314413,-0.9,-0.9,0.3630534,-0.36910892,0.020395732,-0.9,-0.9,-0.9,-0.50783503,-0.9,-0.052808296,-0.9,0.604051,-0.09215188,0.81674266,-0.4622178,-0.8376025,0.9002711,-0.35889053,-0.10691333,0.32161316,-0.54512805,0.22775237,-0.019559102,0.15700082,-0.061780155,-0.9191812,-0.92546713,-0.9286829,-0.92973423,-0.929866,-0.9370579,-0.92379665,-0.9113672,-0.9012272,-0.90491366,-0.9015701,-0.904061,-0.9054655,-0.9015741,-0.9088706,-0.91267693,-0.8883525,-0.1988463,0.15597317,-0.88987994,-0.87399775,0.29780802,-0.32803878,-0.15370758,-0.8942992,-0.9033499,-0.8936658,-0.36059394,-0.896776,0.0047753546,-0.89923024,-1.3443007,-0.7458379,-0.43448645,0.6297828,0.025129613,-0.11204348,-0.0025827622,-0.08501161,0.0078053595,-0.09299791,0.0031660616,0.14952914,-0.18174109,-0.06970951,-0.062906235,0.06848998,0.082028374,0.16026597,0.004635813,-0.046874326,0.069545045,-0.1311202,-0.03139274,-0.16614367,-0.09730731,0.109156035,0.17928912,0.18791017,-0.28808564,0.0666893,-0.13108557,-0.21821983,0.29850873,-0.090527564,-0.046608087,0.16024375,0.13277511,-0.1527865,-0.07750498,0.12377912,0.017310554,0.02145186,0.13734996,-0.20548755,0.09195253,0.011661653,-0.04615138,-0.26111487,-0.050607223,0.018018233,-0.046473894,-0.014333086,-0.12893349,-0.17347169,-0.053977497,0.0071268408,-0.06230041,0.025941055,-0.17178184,0.109421566,0.080889955,-0.32428432,-0.16244982,0.04303719,-0.103653416,0.019491691,-0.10536076,0.09916941,-0.1911038,-0.033247698,-0.06555985,0.15849607,-0.047077212,0.08662414,0.081057146,-0.040931396,0.01771786,-0.08938705,0.03839236,0.08636445,-0.094031364,0.08034061,-0.21201943,-0.09437564,0.06795537,-0.06422355,0.10091189,0.110980876,0.100529686,-0.11607621,0.21563978,-0.25064674,0.14464298,-0.15568244,-0.19284132,-0.3070593,-0.076980576,0.014938085,0.08062896,0.08949342,0.39632174,0.028501835,-0.2375863,0.08762624
0.56970227,-0.13409743,0.80193144,-0.4206464,-0.8301932,0.89871156,-0.3828645,-0.10806712,0.29901037,-0.5077903,0.21130991,-0.055263173,0.13235296,-0.08873241,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.8883871,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,-0.9,-0.16689922,-0.025043303,-0.9,-0.9,0.35916817,-0.36743754,0.021618176,-0.9,-0.9,-0.9,-0.5101569,-0.9,-0.05645165,-0.9,0.5946466,-0.11222787,0.79944307,-0.4618433,-0.8329852,0.88761413,-0.34931815,-0.0957667,0.29757896,-0.5244476,0.2335843,-0.033771668,0.13706486,-0.036710463,-0.9160539,-0.9208306,-0.9231581,-0.924517,-0.9317763,-0.94099075,-0.9284306,-0.9201518,-0.8925069,-0.89357436,-0.889402,-0.8858238,-0.8975504,-0.8945704,-0.9005663,-0.90614605,-0.8786391,-0.15775079,0.14806265,-0.88337475,-0.8766865,0.31718016,-0.3428483,-0.06038506,-0.8876491,-0.880429,-0.8921977,-0.3636518,-0.89378744,0.018953865,-0.88815844,-1.6631715,-1.0051625,-0.4211037,0.61669946,0.025436515,-0.16634451,-0.041189987,-0.118477166,0.021032792,-0.14029641,-0.002916141,0.25031236,-0.26355582,-0.069229335,-0.115334906,0.09063436,0.12554824,0.26076564,0.0048844162,-0.08078236,0.11146252,-0.19465606,-0.052980546,-0.22934829,-0.16399823,0.14757766,0.26989633,0.25740838,-0.41890842,0.117896914,-0.18177135,-0.3263792,0.44838655,-0.12999192,-0.096318536,0.24336529,0.16988003,-0.23632318,-0.11345776,0.18492982,0.03383062,0.012550326,0.23874812,-0.3350514,0.13925327,0.041282754,-0.07759182,-0.39788508,-0.10051508,0.026666282,-0.061318863,-0.016061518,-0.16429347,-0.23827773,-0.061979163,0.0017840071,-0.09316624,0.0037108974,-0.24525316,0.14124191,0.12661426,-0.4704036,-0.28457454,0.07815114,-0.16503665,0.02611704,-0.13837908,0.15924102,-0.26867065,-0.040830154,-0.07701879,0.22516204,-0.07279774,0.10725862,0.12721032,-0.050952855,0.015155462,-0.13064829,0.065845996,0.12527606,-0.16054294,0.10652231,-0.26220256,-0.124417275,0.079606056,-0.12718874,0.16822961,0.17670849,0.11072665,-0.16408142,0.2959533,-0.332736,0.18205787,-0.22835405,-0.19306917,-0.2966202,-0.08028361,0.017847277,0.09953766,0.0958131,0.3741793,0.019031376,-0.23413478,0.10126442
0.56973636,-0.13408479,0.80193144,-0.4206464,-0.8302039,0.8986948,-0.3828645,-0.10950479,0.297738,-0.5086402,0.21002144,-0.047368437,0.13235296,-0.069718346,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89419353,-0.9,-0.9043548,-0.9,-0.9,-0.9,-0.9,-0.9,-0.15838401,-0.012648922,-0.9,-0.9,0.36052227,-0.3629704,0.014590037,-0.9,-0.9,-0.9,-0.5084741,-0.9,-0.05653437,-0.9,0.5845358,-0.11941109,0.7920555,-0.45749936,-0.8347082,0.87894785,-0.34515142,-0.08628791,0.2788676,-0.51135194,0.23794574,-0.043036252,0.12569432,-0.021239342,-0.91411203,-0.91779166,-0.91884726,-0.9206246,-0.9353313,-0.9449189,-0.93307054,-0.92692435,-0.8886418,-0.8870311,-0.8828107,-0.87379116,-0.89062357,-0.88882464,-0.8944603,-0.90052295,-0.8771701,-0.12738472,0.14318395,-0.88224995,-0.88374007,0.34367096,-0.3478814,0.0067360946,-0.8859756,-0.8708685,-0.8921173,-0.3888958,-0.896195,0.036234323,-0.88141054,-1.9838526,-1.2708081,-0.4130843,0.60036075,0.01939617,-0.21506542,-0.08426701,-0.14100766,0.04392328,-0.17674561,-0.02272592,0.35238716,-0.34323737,-0.06697929,-0.16600229,0.09633787,0.17226775,0.35499194,0.0028374183,-0.110805705,0.14800309,-0.25361273,-0.08256014,-0.28641483,-0.23330584,0.18928783,0.3599359,0.3198704,-0.53338766,0.1630974,-0.21722561,-0.42394656,0.56806904,-0.16647814,-0.15846913,0.31938687,0.20758943,-0.32100007,-0.15328962,0.24667202,0.037689444,-0.008388219,0.34194946,-0.44973728,0.18947347,0.07893956,-0.10828865,-0.5133115,-0.15422893,0.030627621,-0.07587521,-0.009069099,-0.19597384,-0.29778033,-0.06209278,-0.0069810427,-0.11631757,-0.025966777,-0.32051528,0.16276531,0.16433981,-0.5754699,-0.40801007,0.12022031,-0.2317837,0.04402619,-0.17756508,0.22544035,-0.34196022,-0.033559013,-0.08896833,0.30176708,-0.09698139,0.12084866,0.16446143,-0.04931062,0.0012195105,-0.17573832,0.08652596,0.17364237,-0.22667563,0.13558926,-0.3075965,-0.1582262,0.08059022,-0.20144448,0.23506069,0.23856837,0.110924,-0.20552123,0.3760566,-0.40607527,0.21115957,-0.3097589,-0.19346271,-0.28603137,-0.086065,0.020815423,0.1218418,0.10276676,0.35667264,0.011863178,-0.23266007,0.12101972
0.56973636,-0.13408479,0.8019442,-0.42067152,-0.8302039,0.89871156,-0.3828645,-0.10998399,0.29731387,-0.5086402,0.21066569,-0.015789485,0.13566178,-0.076056376,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.89709675,-0.89854836,-0.9058064,-0.9,-0.9,-0.9,-0.9,-0.9,-0.16360043,-0.017841946,-0.9,-0.9,0.3576332,-0.37417024,0.016073834,-0.9,-0.9,-0.9,-0.5086252,-0.9,-0.053258426,-0.9,0.5769538,-0.11770395,0.7925157,-0.45091692,-0.8411151,0.87460744,-0.34537974,-0.081053205,0.27117428,-0.5071038,0.24066353,-0.046086773,0.122548394,-0.014407785,-0.9136584,-0.9163426,-0.9159115,-0.91844237,-0.9390184,-0.9482112,-0.93672097,-0.9317554,-0.8874368,-0.88429046,-0.88021266,-0.8679239,-0.88573843,-0.8849709,-0.89096195,-0.89641875,-0.8797869,-0.109912366,0.14053103,-0.88426775,-0.89011616,0.3597889,-0.34741035,0.04550053,-0.88621014,-0.87066793,-0.89219326,-0.4149131,-0.9016075,0.044577178,-0.87786645,-2.2869778,-1.5263302,-0.40996188,0.5810105,0.0071772146,-0.25940594,-0.12957543,-0.15270522,0.07549368,-0.20026761,-0.054769758,0.44506055,-0.41698,-0.06541442,-0.21420006,0.0875768,0.22134717,0.43572336,-0.0045675356,-0.13624366,0.17694351,-0.30578032,-0.11860597,-0.33633286,-0.30282414,0.23383744,0.44262984,0.37393674,-0.62010854,0.20267646,-0.2394781,-0.5053731,0.6520306,-0.19698897,-0.2284738,0.38724667,0.24506447,-0.4001812,-0.19355687,0.30658966,0.028746706,-0.039332606,0.43746033,-0.5414177,0.24015842,0.123000234,-0.13517512,-0.59867364,-0.20662911,0.028617594,-0.09179627,0.007661014,-0.22513177,-0.34941617,-0.052507024,-0.018507054,-0.13190283,-0.06333585,-0.39451262,0.1756048,0.19794348,-0.6433576,-0.5178492,0.16707678,-0.30026382,0.07364897,-0.22157581,0.2960094,-0.40847072,-0.013148461,-0.10499198,0.3806539,-0.12091317,0.12740122,0.19251844,-0.0369844,-0.023443127,-0.22426252,0.099826716,0.22918211,-0.2883952,0.1678979,-0.35064766,-0.19626033,0.07103979,-0.2782024,0.2976117,0.29378745,0.10434432,-0.23993176,0.4495343,-0.46911272,0.23453747,-0.39447874,-0.19426912,-0.27544495,-0.09395768,0.023752788,0.14737907,0.11037442,0.34328812,0.0066782814,-0.23280713,0.14645152
0.56973636,-0.13408479,0.80193144,-0.42067152,-0.8301932,0.8986948,-0.3828645,-0.109265156,0.29901037,-0.5073654,0.2109878,-0.039473698,0.12904415,-0.076056376,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89854836,-0.8912903,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,-0.9,-0.16064437,-0.017981637,-0.9,-0.9,0.35343865,-0.3665362,0.020609235,-0.9,-0.9,-0.9,-0.504092,-0.9,-0.053004958,-0.9,0.5708249,-0.113638684,0.7950332,-0.44093636,-0.84859926,0.87298226,-0.34732127,-0.08216066,0.2726394,-0.509259,0.2400168,-0.045350336,0.1253895,-0.015728109,-0.91513795,-0.91683966,-0.9150319,-0.9186397,-0.94272435,-0.95121694,-0.93971777,-0.9357578,-0.88766026,-0.8838763,-0.87992305,-0.8659502,-0.8828903,-0.8828154,-0.889397,-0.8939963,-0.8831414,-0.09950499,0.13383035,-0.8874264,-0.89534676,0.36412692,-0.3450645,0.06514018,-0.8860757,-0.87593865,-0.8918623,-0.43400738,-0.90775275,0.04283574,-0.87634414,-2.5576446,-1.760519,-0.41119358,0.5589274,-0.01073359,-0.30037338,-0.17484346,-0.15318465,0.11348958,-0.21023656,-0.09694234,0.5197065,-0.48017842,-0.06691,-0.2588397,0.066473335,0.27127936,0.49875337,-0.018619785,-0.15655214,0.19679762,-0.34934738,-0.15908898,-0.37844533,-0.36897892,0.27998587,0.51173985,0.4191409,-0.6777289,0.23759311,-0.24978697,-0.5681744,0.70589346,-0.22057295,-0.30064243,0.44604993,0.28133318,-0.46820852,-0.23118767,0.3620669,0.008167635,-0.078093044,0.51679826,-0.6074365,0.28949967,0.17147893,-0.15574573,-0.6555381,-0.2540142,0.020288534,-0.110134326,0.0341265,-0.2520707,-0.39074442,-0.032333568,-0.032613277,-0.13985024,-0.10807485,-0.4630667,0.18002202,0.22956876,-0.6854757,-0.6034215,0.2167381,-0.36622036,0.11389437,-0.26716793,0.3667962,-0.46609563,0.01865967,-0.12683327,0.45321062,-0.14437705,0.12633768,0.2106838,-0.0149172805,-0.05773466,-0.27476415,0.10487359,0.28851196,-0.3423777,0.20325392,-0.3918774,-0.2381013,0.05137272,-0.348714,0.3525344,0.33978376,0.09351435,-0.2679497,0.511388,-0.52106905,0.25421613,-0.47530606,-0.19569288,-0.2650333,-0.10348912,0.026681764,0.17572549,0.11870771,0.3336323,0.003020016,-0.23419085,0.17673399
0.56973636,-0.13407215,0.8019442,-0.42068407,-0.8302039,0.8986613,-0.3828645,-0.10974443,0.29985863,-0.5086402,0.21130991,-0.06315791,0.12242649,-0.069718346,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89419353,-0.89854836,-0.9058064,-0.9,-0.9,-0.9,-0.9,-0.9,-0.16891727,-0.018206675,-0.9,-0.9,0.36705858,-0.3656801,0.020909857,-0.9,-0.9,-0.9,-0.5087684,-0.9,-0.056477398,-0.9,0.5647216,-0.11053202,0.7967379,-0.42713886,-0.85516065,0.8728887,-0.3497322,-0.087685935,0.27920628,-0.5141424,0.23682295,-0.04297208,0.13090417,-0.021440752,-0.9185912,-0.9191064,-0.91616523,-0.9209825,-0.94664544,-0.95431215,-0.9425525,-0.93955076,-0.88849646,-0.884528,-0.88070273,-0.86605096,-0.88183653,-0.8821714,-0.88941514,-0.8931011,-0.8863518,-0.095068805,0.1220754,-0.8919064,-0.8996561,0.3617741,-0.34279507,0.06941914,-0.8853106,-0.88264245,-0.8906526,-0.4480057,-0.9139786,0.03010088,-0.875777,-2.789075,-1.96723,-0.41606626,0.53443706,-0.033759806,-0.3387962,-0.21791948,-0.14229983,0.15500961,-0.2069776,-0.14634767,0.5731263,-0.5298772,-0.07352002,-0.2988191,0.035454746,0.31989273,0.5436063,-0.03946691,-0.1711482,0.20658092,-0.38301578,-0.20176592,-0.41238326,-0.42815527,0.32559508,0.56395304,0.45613846,-0.71248275,0.26888907,-0.24909197,-0.6135849,0.7394204,-0.23782262,-0.36924273,0.4953773,0.31548983,-0.5220859,-0.26370436,0.4105675,-0.02185009,-0.12194433,0.57605726,-0.6508254,0.33605483,0.2221412,-0.16857949,-0.69102335,-0.2943064,0.0054738154,-0.13131677,0.0697689,-0.27697614,-0.4206093,-0.0015073556,-0.049428087,-0.13986935,-0.15883942,-0.5219567,0.17553423,0.2604596,-0.7121177,-0.66285115,0.26683366,-0.42575976,0.16254357,-0.31059512,0.43274927,-0.51386565,0.059931464,-0.1548454,0.51346195,-0.16622636,0.117112316,0.2187708,0.015796993,-0.10018702,-0.32506087,0.10081195,0.34774593,-0.38630202,0.24072716,-0.43064535,-0.281967,0.021631746,-0.40648627,0.39732635,0.37491488,0.08049051,-0.29079166,0.5597353,-0.5623498,0.27128723,-0.5451744,-0.19781588,-0.25493205,-0.11420076,0.02975657,0.20621656,0.12784418,0.32728663,0.0003704419,-0.23644999,0.21072122
0.56973636,-0.13408479,0.80193144,-0.42067152,-0.8302039,0.89867806,-0.3828645,-0.11022363,0.297738,-0.5073654,0.21195415,-0.039473698,0.12242649,-0.08239439,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,-0.9,-0.1698181,-0.020287316,-0.9,-0.9,0.35714793,-0.36701095,0.023664916,-0.9,-0.9,-0.9,-0.5069435,-0.9,-0.05214756,-0.9,0.5595762,-0.10881717,0.79699624,-0.41183245,-0.86035573,0.87353706,-0.352418,-0.09566266,0.28728974,-0.5190841,0.23213236,-0.040426955,0.13649489,-0.029296178,-0.9233294,-0.92239857,-0.91860354,-0.9245099,-0.9505911,-0.95736504,-0.94528663,-0.94324195,-0.889915,-0.8859137,-0.8822562,-0.8676062,-0.8820055,-0.88271445,-0.89060694,-0.8934115,-0.8892382,-0.094042376,0.104157664,-0.89658874,-0.9035419,0.3575105,-0.34127524,0.061173193,-0.88401514,-0.88994354,-0.8889243,-0.45895708,-0.91982055,0.008495659,-0.8758973,-2.9816484,-2.1446722,-0.42375487,0.50794494,-0.061286584,-0.37485775,-0.25698924,-0.12014931,0.197194,-0.19135673,-0.1994688,0.60725445,-0.56590945,-0.0868432,-0.33338723,-0.0026479263,0.36499935,0.572833,-0.06644154,-0.1793474,0.20578037,-0.40661648,-0.24437194,-0.43842888,-0.47795376,0.36833084,0.59964854,0.4861605,-0.73214066,0.29722327,-0.23822087,-0.64505124,0.76084965,-0.2499033,-0.4298051,0.53564936,0.3468927,-0.56185573,-0.28963763,0.4505804,-0.058791146,-0.16794682,0.6163176,-0.6774331,0.3787286,0.27247846,-0.1730835,-0.71251035,-0.32698825,-0.015933953,-0.15517935,0.113661535,-0.30001643,-0.43921047,0.039294783,-0.06898718,-0.13155745,-0.21346074,-0.56901014,0.16141546,0.29132262,-0.7299605,-0.7010889,0.3150789,-0.47614774,0.21660566,-0.34867594,0.48973864,-0.5520784,0.10853698,-0.1885186,0.5591651,-0.18530117,0.0994863,0.21717174,0.05372554,-0.14878018,-0.37268856,0.08711857,0.40325132,-0.4193716,0.2792708,-0.46600842,-0.32527786,-0.018221114,-0.44848132,0.43103743,0.3987528,0.067122094,-0.30965686,0.5956275,-0.5944145,0.28611374,-0.6000832,-0.20059888,-0.24522033,-0.12569782,0.033215575,0.23801166,0.13781692,0.32379484,-0.0017619601,-0.23929946,0.24704416
0.56973636,-0.13409743,0.80193144,-0.4207716,-0.8302039,0.8986613,-0.3828645,-0.1111821,0.2994345,-0.5077903,0.20293483,-0.015789485,0.12904415,-0.076056376,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8912903,-0.89709675,-0.9058064,-0.9,-0.9,-0.9,-0.9,-0.9,-0.1490636,-0.016407395,-0.9,-0.9,0.3799964,-0.361955,0.015496945,-0.9,-0.9,-0.9,-0.5109748,-0.9,-0.066516,-0.9,0.5553936,-0.109238364,0.7962051,-0.39823714,-0.8638797,0.8743198,-0.3548023,-0.10391865,0.29606172,-0.5228539,0.22728631,-0.037592612,0.1409046,-0.03755085,-0.92843354,-0.92597973,-0.9214624,-0.92816806,-0.9537761,-0.9597135,-0.9473939,-0.94616574,-0.89142174,-0.88743025,-0.88396174,-0.86993206,-0.8829957,-0.8839331,-0.8922957,-0.8944809,-0.89136535,-0.09266262,0.08457604,-0.89997387,-0.90627307,0.35407776,-0.3402838,0.046050504,-0.88124716,-0.8962816,-0.88679147,-0.4644568,-0.92431366,-0.013594426,-0.87579244,-3.139618,-2.2940044,-0.43342927,0.47993928,-0.09256366,-0.40832227,-0.29091275,-0.087159954,0.23769127,-0.16420974,-0.25289086,0.6263294,-0.5900923,-0.1078941,-0.3621324,-0.045213416,0.40494815,0.5901011,-0.098362654,-0.180575,0.19425632,-0.42084876,-0.28475064,-0.45739967,-0.51753974,0.4063344,0.6216402,0.5106244,-0.7426097,0.32311565,-0.21798404,-0.6663121,0.7753992,-0.25804147,-0.47987846,0.5677994,0.37515804,-0.5896201,-0.30837795,0.48179385,-0.10029061,-0.21343936,0.6415811,-0.69267297,0.41678178,0.32015345,-0.16922466,-0.72542185,-0.35250422,-0.043723293,-0.18125163,0.1644441,-0.3212734,-0.44743702,0.08874506,-0.09126491,-0.11457625,-0.26924768,-0.60451645,0.13701886,0.32229653,-0.7426827,-0.724896,0.35958475,-0.5163981,0.272833,-0.37926167,0.5357111,-0.5819946,0.16203487,-0.22673918,0.59120286,-0.20058575,0.07345106,0.20650814,0.09713552,-0.20110394,-0.41554463,0.0633839,0.452294,-0.44212916,0.31745994,-0.49722606,-0.36562583,-0.067730665,-0.47476026,0.45430255,0.41186395,0.054959886,-0.3256337,0.62154454,-0.61921686,0.298758,-0.64004195,-0.2039285,-0.2359308,-0.13765359,0.03731468,0.2701841,0.14859372,0.3227027,-0.0037879797,-0.24255404,0.28423548
