in position0,in position1,in position2,in position3,in position4,in position5,in position6,in torque0,in torque1,in torque2,in torque3,in torque4,in torque5,in torque6,in tactile0,in tactile1,in tactile2,in tactile3,in tactile4,in tactile5,in tactile6,in tactile7,in tactile8,in tactile9,in tactile10,in tactile11,in tactile12,in tactile13,in tactile14,in tactile15,in image0,in image1,in image2,in image3,in image4,in image5,in image6,in image7,in image8,in image9,in image10,in image11,in image12,in image13,in image14,out position0,out position1,out position2,out position3,out position4,out position5,out position6,out torque0,out torque1,out torque2,out torque3,out torque4,out torque5,out torque6,out tactile0,out tactile1,out tactile2,out tactile3,out tactile4,out tactile5,out tactile6,out tactile7,out tactile8,out tactile9,out tactile10,out tactile11,out tactile12,out tactile13,out tactile14,out tactile15,out image0,out image1,out image2,out image3,out image4,out image5,out image6,out image7,out image8,out image9,out image10,out image11,out image12,out image13,out image14,cf_pca0,cf_pca1,cs_pca0,cs_pca1,cf_states0,cf_states1,cf_states2,cf_states3,cf_states4,cf_states5,cf_states6,cf_states7,cf_states8,cf_states9,cf_states10,cf_states11,cf_states12,cf_states13,cf_states14,cf_states15,cf_states16,cf_states17,cf_states18,cf_states19,cf_states20,cf_states21,cf_states22,cf_states23,cf_states24,cf_states25,cf_states26,cf_states27,cf_states28,cf_states29,cf_states30,cf_states31,cf_states32,cf_states33,cf_states34,cf_states35,cf_states36,cf_states37,cf_states38,cf_states39,cf_states40,cf_states41,cf_states42,cf_states43,cf_states44,cf_states45,cf_states46,cf_states47,cf_states48,cf_states49,cf_states50,cf_states51,cf_states52,cf_states53,cf_states54,cf_states55,cf_states56,cf_states57,cf_states58,cf_states59,cf_states60,cf_states61,cf_states62,cf_states63,cf_states64,cf_states65,cf_states66,cf_states67,cf_states68,cf_states69,cf_states70,cf_states71,cf_states72,cf_states73,cf_states74,cf_states75,cf_states76,cf_states77,cf_states78,cf_states79,cf_states80,cf_states81,cf_states82,cf_states83,cf_states84,cf_states85,cf_states86,cf_states87,cf_states88,cf_states89,cs_states0,cs_states1,cs_states2,cs_states3,cs_states4,cs_states5,cs_states6,cs_states7,cs_states8,cs_states9
0.56973636,-0.13404688,0.80188036,-0.4206839,-0.8302039,0.8986446,-0.38278323,-0.106869124,0.29646564,-0.5001416,0.21002144,-0.023684219,0.14227943,-0.057042312,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9029032,-0.9,-0.89854836,-0.9,-0.9,-0.9014516,-0.9,-0.9,-0.49185103,0.23997198,-0.9,-0.9,0.24673362,-0.25906733,-0.27495518,-0.9,-0.9,-0.9,-0.09925756,-0.9,0.020968651,-0.9,0.54791987,-0.13265906,0.7462713,-0.38954353,-0.7776324,0.8670552,-0.3723482,-0.10287709,0.29399583,-0.48749337,0.1749345,0.035749704,0.15561849,-0.08845654,-0.85855436,-0.8642434,-0.8640649,-0.85124695,-0.8557637,-0.85103995,-0.8470641,-0.8210622,-0.8875465,-0.87172717,-0.88481027,-0.88147867,-0.8618543,-0.85410756,-0.86811787,-0.8802574,-0.88276213,-0.47125712,0.090898216,-0.8788655,-0.8719876,0.28824124,-0.28063157,-0.3582953,-0.8483331,-0.8997473,-0.86207783,-0.3251559,-0.88906735,-0.069546595,-0.8499812,0.31284878,0.38436309,-0.31843928,0.7454403,0.018544113,-0.0012074114,-0.0006359055,0.0030671367,0.032047637,-0.020168316,-0.033083178,0.010637523,-0.033910584,0.0041863797,0.0061945147,-0.015380755,0.012026056,0.04210222,0.008209427,-0.033046104,0.010848784,0.0104013635,0.003451255,-0.04004709,-0.0009706314,0.030548446,0.012827966,0.025581712,-0.012376039,-0.020252137,0.0061009973,-0.01728243,0.0006957029,0.012878403,-0.0021165211,-0.004314157,0.004123656,-0.031043625,-0.018458096,0.04657132,-0.022394957,-0.017432349,-0.025832646,0.028538754,0.014555523,-0.011040203,-0.024247628,-0.03363228,-0.011882684,0.0049733343,0.008636816,-0.010813538,-0.0003344603,-0.029892476,-0.046572626,0.018439105,-0.0108635025,0.028421033,-0.022732468,0.022567002,-0.036924012,-0.01133655,0.0058139134,0.021814795,0.0010923769,0.0025115563,-0.040863972,0.016400525,-0.01723378,0.0049839723,-0.017854378,0.031380083,0.015011934,0.029344922,0.015214227,0.0053588315,0.003747639,-0.0006364926,0.014175076,-0.0023610496,-0.04122433,0.02491002,-0.04140664,0.014659414,0.02963504,0.0087379385,-0.012208114,0.014671768,0.002790285,-0.012026093,0.04047167,-0.023849191,0.05967108,-0.0437193,-0.169702,0.18224,0.24252969,-0.21759444,-0.09381732,-0.2500461,-0.08503112,0.07123353,-0.10547252,-0.17371339
0.56973636,-0.13404688,0.80188036,-0.42063385,-0.8301932,0.8985777,-0.38281032,-0.10734836,0.29646564,-0.5022663,0.21130991,-0.03947369,0.14558826,-0.06971836,-0.9,-0.9,-0.9,-0.89854836,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9029032,-0.9,-0.9,-0.9,-0.9,-0.9014516,-0.9,-0.9,-0.49364394,0.24593872,-0.9,-0.9,0.23922762,-0.25310403,-0.2743306,-0.9,-0.9,-0.9,-0.09520925,-0.9,0.018364549,-0.9,0.58438635,-0.116014704,0.8290787,-0.4373015,-0.8317228,0.9134289,-0.39642477,-0.13011242,0.36330706,-0.56779546,0.21088177,0.0016203509,0.18225217,-0.12987502,-0.9191516,-0.92586714,-0.9280807,-0.9290497,-0.91949004,-0.9200076,-0.90626514,-0.88136196,-0.8995379,-0.9018262,-0.9051455,-0.9124431,-0.9144128,-0.9109274,-0.9196629,-0.9215963,-0.91370726,-0.45451364,0.15663816,-0.9231932,-0.8882009,0.29352283,-0.30478662,-0.36639884,-0.90241265,-0.9209437,-0.8960263,-0.3251358,-0.909465,-0.089170165,-0.9062887,0.60986465,0.41419965,-0.31546843,0.7318478,0.032805514,-0.05226317,-0.055470165,-0.043228112,0.0593606,-0.08332347,-0.032559384,0.075490005,-0.112172686,0.03938592,-0.04705333,0.015011796,0.0347453,0.16271816,-0.0011640963,-0.1035979,0.045073424,-0.024468338,0.0065352577,-0.10691933,-0.04780517,0.055545326,0.06479918,0.083068624,-0.11206692,0.03161337,-0.0757891,-0.11063016,0.1168482,0.028062971,-0.019946707,0.04949438,-0.013671179,-0.10742582,-0.024471961,0.12577546,0.010262168,-0.04362519,0.031509332,-0.04928617,0.040138505,0.00079821685,-0.0726087,-0.15899116,-0.04725317,0.03223759,-0.0008546526,-0.037388206,-0.020881452,-0.085746855,-0.08932318,0.028700255,-0.06951755,0.029891493,-0.05664161,0.09352136,0.007916676,-0.16856912,-0.07418968,0.033984844,-0.029418947,-0.008289604,-0.06017564,0.070532195,-0.06877904,-0.034359198,-0.039273,0.057749994,-0.0022594228,0.06623236,0.089472614,-0.021373708,0.014235883,-0.018909458,0.07413661,-0.009326441,-0.12538758,0.04112727,-0.078888334,0.04368386,0.07460742,-0.009159099,0.021794058,0.09172564,0.008794029,-0.05628297,0.07789671,-0.061087485,0.13887218,-0.08816733,-0.1697568,0.18243125,0.24198931,-0.21348512,-0.08353145,-0.23694214,-0.081463456,0.060760763,-0.10416389,-0.17293787
0.56973636,-0.13404688,0.80188036,-0.42065886,-0.8302039,0.8985275,-0.38281032,-0.10686909,0.29901046,-0.50354105,0.21098779,-0.023684219,0.14227943,-0.06338033,-0.9,-0.9,-0.9,-0.89854836,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9029032,-0.9,-0.89854836,-0.9,-0.9,-0.9029032,-0.9,-0.9,-0.49417907,0.24397877,-0.9,-0.9,0.2470102,-0.25145173,-0.26976922,-0.9,-0.9,-0.9,-0.09568904,-0.9,0.019042611,-0.9,0.57585305,-0.13678265,0.8178817,-0.44914138,-0.82801396,0.9084114,-0.3883335,-0.12125313,0.35288453,-0.55897427,0.21704052,-0.014059533,0.16352268,-0.11299998,-0.9182046,-0.92492694,-0.9272172,-0.92961276,-0.91841435,-0.92293996,-0.9080627,-0.8910844,-0.88614696,-0.89094436,-0.8925715,-0.8972197,-0.9124311,-0.90898204,-0.9146194,-0.9184178,-0.8987126,-0.45343736,0.16714483,-0.920944,-0.8852664,0.26597413,-0.3212897,-0.328443,-0.90021867,-0.899581,-0.8949748,-0.25108293,-0.8994882,-0.085641876,-0.9023621,1.0019823,0.4613078,-0.3135617,0.7199234,0.04459178,-0.1102637,-0.12804864,-0.09322448,0.0920891,-0.15934472,-0.032430254,0.17074297,-0.20317242,0.090473354,-0.114858024,0.04605863,0.07160313,0.30665746,-0.008839092,-0.1841825,0.09574519,-0.0690435,0.0036925278,-0.1790098,-0.11519097,0.079352364,0.13804539,0.14317475,-0.23132782,0.09896134,-0.14865872,-0.22295795,0.2672605,0.03304712,-0.05631892,0.121552244,-0.036775183,-0.20229621,-0.039183117,0.21519737,0.054198414,-0.079075605,0.121002324,-0.16750911,0.07455753,0.025516925,-0.12899925,-0.31409842,-0.10755472,0.06625228,-0.0071136686,-0.063813746,-0.030011578,-0.14205426,-0.13009878,0.033932246,-0.13519138,0.014843491,-0.10577945,0.16330342,0.050862163,-0.35185486,-0.19124569,0.061323605,-0.076963924,-0.022078449,-0.076385275,0.13722014,-0.120841734,-0.067594804,-0.04736343,0.087911695,-0.01996543,0.10130561,0.173745,-0.044283155,0.025396647,-0.043914918,0.13729933,-0.016027106,-0.2295448,0.06041071,-0.10610551,0.07369666,0.113506034,-0.054875378,0.07389709,0.18233174,0.0024806433,-0.1063086,0.11264536,-0.095539555,0.21119554,-0.14493926,-0.1696058,0.18436487,0.24042621,-0.21038236,-0.07122652,-0.22432117,-0.07871507,0.052303415,-0.10416183,-0.16850759
0.56973636,-0.13404688,0.80188036,-0.42067137,-0.8302039,0.898494,-0.3828374,-0.10662956,0.29688978,-0.50184137,0.21259838,-0.031578954,0.14558826,-0.06338033,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89854836,-0.9029032,-0.89854836,-0.89854836,-0.9,-0.9,-0.9,-0.9,-0.9,-0.48709667,0.24095035,-0.9,-0.9,0.24612078,-0.2496923,-0.2703082,-0.9,-0.9,-0.9,-0.09444085,-0.9,0.014200365,-0.9,0.56387246,-0.15052363,0.80443436,-0.4521284,-0.8252206,0.9012628,-0.3859491,-0.10689146,0.3311639,-0.54041076,0.22309232,-0.017866513,0.14786865,-0.09341533,-0.90793115,-0.91595393,-0.91708195,-0.91885865,-0.9116678,-0.9196094,-0.90532523,-0.8946258,-0.8780812,-0.8817717,-0.88432306,-0.8841001,-0.90621436,-0.9033687,-0.90547687,-0.91151726,-0.89048815,-0.44419184,0.16514522,-0.9144017,-0.8898307,0.2749683,-0.3276129,-0.29085714,-0.89943343,-0.88528407,-0.89464575,-0.20607862,-0.8911741,-0.093248606,-0.89660895,1.4230689,0.5021883,-0.31310612,0.71021324,0.050202433,-0.16245432,-0.20769437,-0.13653979,0.13391633,-0.22970796,-0.042394456,0.27678472,-0.29554838,0.15012674,-0.18214089,0.06110268,0.115292415,0.44118342,-0.017006885,-0.26223567,0.14749776,-0.11250292,-0.0076475283,-0.2469719,-0.18691115,0.10411207,0.22137728,0.19984113,-0.3572098,0.16488534,-0.2035012,-0.3332438,0.41146252,0.03388312,-0.10836714,0.1896702,-0.061590195,-0.30454788,-0.060448173,0.3056455,0.09459474,-0.13255557,0.2248492,-0.28897265,0.11332101,0.061160117,-0.18891868,-0.45997787,-0.17955579,0.103316024,-0.011884241,-0.08562775,-0.03201024,-0.19366977,-0.16571155,0.033043474,-0.19669516,-0.0081239315,-0.16274565,0.22443876,0.078838654,-0.5032674,-0.32119057,0.0954603,-0.1358712,-0.029036304,-0.095471926,0.20807089,-0.17013866,-0.08314797,-0.048357993,0.1316094,-0.032974012,0.13117261,0.25182512,-0.056363575,0.028109966,-0.07429494,0.19286382,-0.015693601,-0.33368886,0.08337695,-0.12676457,0.1027797,0.14473325,-0.12479308,0.13050911,0.27211988,-0.015713673,-0.15277627,0.14922522,-0.1256352,0.27412844,-0.21412042,-0.16916312,0.18876205,0.23759419,-0.20871587,-0.05635799,-0.21225625,-0.07684217,0.04623195,-0.105635166,-0.1598291
0.56973636,-0.13404688,0.80188036,-0.42067137,-0.83021456,0.89839363,-0.38278323,-0.10567105,0.29646564,-0.50099146,0.21195415,-0.023684219,0.14227943,-0.076056376,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.4960755,0.2438997,-0.9,-0.9,0.24041069,-0.25133517,-0.27275893,-0.9,-0.9,-0.9,-0.09342392,-0.9,0.018399095,-0.9,0.5584953,-0.14898576,0.8012164,-0.453727,-0.82805866,0.89728254,-0.38742447,-0.09658345,0.31294397,-0.52836555,0.22439323,-0.020323718,0.13860488,-0.08296018,-0.89652085,-0.9070162,-0.90615153,-0.906739,-0.9041448,-0.91469175,-0.90137905,-0.89474654,-0.87360936,-0.87675667,-0.88113785,-0.877549,-0.90063214,-0.8981929,-0.8970926,-0.90438825,-0.88807696,-0.43875256,0.16870554,-0.90822655,-0.89537597,0.29307705,-0.32466295,-0.267732,-0.90215516,-0.88040674,-0.89595836,-0.18356732,-0.88657546,-0.090761825,-0.89400625,1.8376042,0.5280754,-0.3143847,0.70251125,0.04910976,-0.20718168,-0.28932258,-0.17167547,0.18551533,-0.2880811,-0.063527994,0.38189867,-0.38449934,0.21465637,-0.245853,0.058302805,0.16423802,0.54934436,-0.028991727,-0.33272874,0.1939028,-0.15122315,-0.027517375,-0.30778807,-0.25976706,0.13067801,0.3097347,0.2509098,-0.47576696,0.2266563,-0.24371642,-0.43196875,0.5303082,0.036316026,-0.1731986,0.25000602,-0.08774651,-0.40424898,-0.084149845,0.39069608,0.12801756,-0.20330955,0.3338907,-0.400193,0.15425405,0.10712536,-0.2471593,-0.57585377,-0.2537006,0.1422568,-0.018129418,-0.099776655,-0.030153254,-0.2387044,-0.1937731,0.026901552,-0.25327283,-0.038625676,-0.22582844,0.27763575,0.09472556,-0.60741967,-0.4473328,0.13385254,-0.20196083,-0.024913311,-0.117932096,0.28217798,-0.21648957,-0.081433244,-0.04764532,0.18832494,-0.042933498,0.15512836,0.31966522,-0.057951454,0.020451112,-0.11108377,0.23777631,-0.007528168,-0.42738274,0.10924716,-0.14592774,0.12862101,0.16847937,-0.21074761,0.18731572,0.35500637,-0.04292346,-0.19301824,0.1854747,-0.15238792,0.32842577,-0.29217115,-0.16858305,0.1955134,0.23369579,-0.2086418,-0.038680483,-0.20074394,-0.07542441,0.04244623,-0.10837914,-0.14697841
0.56973636,-0.13404688,0.80188036,-0.42065886,-0.83021456,0.89822626,-0.38278323,-0.10543145,0.29646564,-0.5026912,0.21098779,-0.023684219,0.14227943,-0.06971836,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89854836,-0.9058064,-0.9,-0.89854836,-0.9,-0.9,-0.9,-0.9,-0.9,-0.49317765,0.23974764,-0.9,-0.9,0.24599944,-0.2526106,-0.27480605,-0.9,-0.9,-0.9,-0.093182355,-0.9,0.013285411,-0.9,0.5589332,-0.14002767,0.8042628,-0.4530511,-0.8336525,0.89561087,-0.39085853,-0.09242637,0.30145824,-0.5227946,0.2198104,-0.022503987,0.13390505,-0.08098728,-0.88734734,-0.9003173,-0.8973732,-0.89671713,-0.8973012,-0.90982544,-0.89723015,-0.8935613,-0.8718012,-0.87502,-0.88127226,-0.87594587,-0.8967208,-0.89418465,-0.890548,-0.89843315,-0.8878962,-0.44216254,0.17505988,-0.90319186,-0.89990634,0.30542818,-0.31628552,-0.2549604,-0.9057336,-0.88172394,-0.8976945,-0.17093697,-0.88505626,-0.079798,-0.89374846,2.2192473,0.53809214,-0.31761166,0.69630396,0.041514255,-0.24498948,-0.36742488,-0.19752799,0.24422817,-0.33203644,-0.094740234,0.47465402,-0.46399716,0.2795666,-0.30412832,0.039185792,0.2169343,0.62556505,-0.047388498,-0.3927712,0.23226722,-0.1839361,-0.05466874,-0.36015868,-0.33071685,0.1593225,0.39575514,0.29522774,-0.57240915,0.28329304,-0.27094367,-0.5132322,0.61666346,0.042510994,-0.24596456,0.3027642,-0.11514219,-0.49169534,-0.10772258,0.46532527,0.15405557,-0.2861666,0.43685913,-0.49270394,0.19584228,0.1613157,-0.29932547,-0.6557427,-0.3229835,0.18062656,-0.02737575,-0.10538446,-0.025638506,-0.2753023,-0.21221825,0.016479095,-0.30336753,-0.076958105,-0.29306716,0.32237545,0.10272001,-0.6710394,-0.5540443,0.17532083,-0.27085686,-0.009482462,-0.14257558,0.35638088,-0.25993678,-0.064112365,-0.048341278,0.25272316,-0.05112548,0.17244504,0.37526956,-0.050005533,0.002496975,-0.15383254,0.27093336,0.007951077,-0.50392216,0.13801757,-0.16616121,0.14962877,0.18529353,-0.30233175,0.2416397,0.42616153,-0.07655676,-0.22644097,0.219036,-0.17709525,0.3749603,-0.37394306,-0.16810524,0.20423524,0.22907232,-0.2101787,-0.018089924,-0.18969616,-0.073906675,0.04063449,-0.11209605,-0.1302486
0.56973636,-0.13405952,0.80188036,-0.42065886,-0.8302039,0.89772433,-0.38281032,-0.10782756,0.29646567,-0.50184137,0.21195415,-0.023684219,0.14227943,-0.06338034,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9029032,-0.89854836,-0.9,-0.9,-0.9,-0.9014516,-0.9,-0.9,-0.5000788,0.24431792,-0.9,-0.9,0.24077848,-0.24706917,-0.26373565,-0.9,-0.9,-0.9,-0.09496849,-0.9,0.025730217,-0.9,0.561829,-0.12803328,0.8090933,-0.4486068,-0.84008485,0.89491755,-0.39511177,-0.092894964,0.2966032,-0.5214656,0.21212894,-0.022422735,0.13270564,-0.083016194,-0.8812328,-0.89581096,-0.8910095,-0.88917476,-0.8915997,-0.90572333,-0.8933367,-0.8923116,-0.87175596,-0.8753746,-0.8831435,-0.87717927,-0.89441574,-0.8914523,-0.8858971,-0.8939645,-0.8878577,-0.45003268,0.17707528,-0.8993511,-0.9029206,0.30842903,-0.30711424,-0.24801292,-0.90876156,-0.88579834,-0.89892805,-0.16339113,-0.8856275,-0.073238745,-0.8946102,2.5520794,0.5349814,-0.32282013,0.6909446,0.028009364,-0.27723846,-0.43677163,-0.21310972,0.30546135,-0.36139262,-0.13390788,0.547038,-0.52886784,0.33985326,-0.35535794,0.006279725,0.2707067,0.67405325,-0.073428564,-0.4409143,0.2609241,-0.20994188,-0.08727279,-0.40352005,-0.3958148,0.1894982,0.47125316,0.33262768,-0.64077604,0.334137,-0.28630918,-0.57516146,0.6736108,0.052798636,-0.32044488,0.34872395,-0.14352232,-0.56068987,-0.12922804,0.526195,0.1733487,-0.37284303,0.52318394,-0.56232256,0.23668936,0.22043322,-0.34248576,-0.70571125,-0.38255537,0.21592946,-0.04034534,-0.102572836,-0.019287085,-0.30228794,-0.22015527,0.002225263,-0.34515497,-0.122328036,-0.36041713,0.35756126,0.10647114,-0.70805985,-0.6328878,0.21840256,-0.33794427,0.0159398,-0.16735816,0.42577192,-0.3003148,-0.0334041,-0.052043654,0.31854427,-0.057769302,0.1823968,0.41775915,-0.03361502,-0.024978658,-0.2009031,0.2921848,0.029705733,-0.5607227,0.16934599,-0.18848813,0.1654983,0.19542953,-0.38829616,0.29101,0.48261005,-0.114360936,-0.25353074,0.24849334,-0.20071928,0.4143248,-0.45241898,-0.16794384,0.21444269,0.22407974,-0.21314996,0.0053598667,-0.17897312,-0.07182401,0.04034404,-0.11649174,-0.11003749
0.56973636,-0.13404688,0.80188036,-0.42067137,-0.8302252,0.8975068,-0.3828374,-0.10830683,0.29816216,-0.5026912,0.21163203,-0.023684219,0.14558826,-0.06971836,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9029032,-0.89854836,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.4969314,0.24315298,-0.9,-0.9,0.2423524,-0.25076252,-0.26965046,-0.9,-0.9,-0.9,-0.09479715,-0.9,0.020414185,-0.9,0.56365556,-0.118550725,0.81321806,-0.44049767,-0.8457444,0.8945862,-0.39917883,-0.09613871,0.29657474,-0.52215976,0.20361736,-0.021053273,0.13333207,-0.08664706,-0.8786573,-0.89382666,-0.8876113,-0.8850805,-0.88790464,-0.9030783,-0.8905521,-0.8917262,-0.8729251,-0.87690336,-0.8857078,-0.8795816,-0.8933059,-0.88976675,-0.8829809,-0.89106464,-0.8879862,-0.46103206,0.17696878,-0.89713204,-0.9052383,0.30659714,-0.2986332,-0.24315643,-0.9109999,-0.8908519,-0.89971876,-0.1604723,-0.8876362,-0.06852068,-0.8957479,2.8314002,0.52233243,-0.32984114,0.68578,0.009338374,-0.30548954,-0.4938589,-0.21800603,0.36427206,-0.37747693,-0.17864238,0.5973816,-0.5773641,0.39131242,-0.3985282,-0.037454017,0.32238224,0.7030057,-0.10683975,-0.4771417,0.27916652,-0.22866328,-0.12333065,-0.4380062,-0.45177582,0.22014442,0.5307983,0.3635571,-0.68399304,0.3786535,-0.29101732,-0.61949164,0.7092935,0.06671464,-0.3904937,0.38850763,-0.17218556,-0.61037564,-0.14713086,0.5725462,0.18684861,-0.45385736,0.5875837,-0.61007285,0.27583078,0.2806251,-0.3753263,-0.7357603,-0.4301417,0.24633184,-0.05713304,-0.09178735,-0.011760674,-0.3193702,-0.21808164,-0.015453032,-0.3775448,-0.17300272,-0.42326796,0.38229856,0.1086361,-0.73009783,-0.68526584,0.26137868,-0.39893994,0.049507692,-0.19029388,0.48584297,-0.33738476,0.0082249595,-0.059421297,0.37999958,-0.062440015,0.18453935,0.44756678,-0.010156042,-0.060791913,-0.24998254,0.30214077,0.056444705,-0.5993794,0.20249128,-0.21305367,0.1768856,0.19877622,-0.45974752,0.33345014,0.52385587,-0.15423506,-0.2752752,0.27339774,-0.22382796,0.4470602,-0.5209492,-0.16822347,0.22565056,0.21901633,-0.21718983,0.03145952,-0.16843106,-0.0688948,0.041070912,-0.12133277,-0.08677406
0.56973636,-0.13403423,0.80188036,-0.42065886,-0.8302359,0.89740634,-0.38281032,-0.1073484,0.29688975,-0.5026912,0.21163203,-0.015789485,0.14558826,-0.057042312,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9029032,-0.89854836,-0.89709675,-0.9,-0.9,-0.9014516,-0.9,-0.9,-0.48933804,0.23674743,-0.9,-0.9,0.24388608,-0.23872271,-0.26649168,-0.9,-0.9,-0.9,-0.09895457,-0.9,0.02076577,-0.9,0.56499183,-0.112606995,0.81545335,-0.4313527,-0.8498507,0.89442474,-0.40241984,-0.10100133,0.29892743,-0.52338344,0.195634,-0.019456867,0.13442007,-0.09113109,-0.8791643,-0.8939264,-0.88679177,-0.8840413,-0.8862953,-0.9018355,-0.88904214,-0.89206654,-0.8748861,-0.8790292,-0.8885122,-0.8823487,-0.8930933,-0.8891728,-0.8816514,-0.88967,-0.8882645,-0.47428408,0.1714299,-0.89635587,-0.90738523,0.3027563,-0.29210413,-0.24412706,-0.91233903,-0.89638996,-0.9002069,-0.16014661,-0.89030075,-0.06822722,-0.8970846,3.0604303,0.5028178,-0.3383849,0.68024766,-0.013691005,-0.33109316,-0.5376757,-0.21253891,0.4166017,-0.38224715,-0.22615512,0.6289911,-0.6110877,0.43159932,-0.43338564,-0.0887514,0.369126,0.71977645,-0.14638148,-0.5025131,0.2870708,-0.2399742,-0.16101348,-0.46433967,-0.49709287,0.25001055,0.57315487,0.38902006,-0.7092733,0.4166182,-0.2863411,-0.65009046,0.7316342,0.083499186,-0.45124975,0.4226112,-0.2003846,-0.64394474,-0.1604154,0.60598516,0.19565794,-0.5216513,0.63112307,-0.64034593,0.31251287,0.33799878,-0.39803162,-0.7539175,-0.46590927,0.27053452,-0.077335164,-0.073674865,-0.0035791756,-0.32692575,-0.20709361,-0.03611953,-0.4003476,-0.22647342,-0.47772673,0.39668894,0.111299984,-0.7441817,-0.7180536,0.30258963,-0.45098355,0.08919069,-0.20983385,0.5342185,-0.3710083,0.058030386,-0.07058741,0.43293384,-0.06446256,0.1789139,0.46631637,0.018720204,-0.10324936,-0.29844606,0.30185074,0.086964674,-0.6237051,0.2364341,-0.23940785,0.18491085,0.19512856,-0.5126371,0.3677484,0.55157405,-0.19416302,-0.2927641,0.29411376,-0.24680676,0.47374433,-0.5756827,-0.16898377,0.23742442,0.21409717,-0.22184938,0.05987592,-0.15795928,-0.064996906,0.042349715,-0.12646692,-0.060860097
0.56973636,-0.13402157,0.80188036,-0.42063385,-0.8302252,0.89738965,-0.3828645,-0.10567105,0.29434502,-0.50184137,0.21227627,-0.023684219,0.14227943,-0.069718346,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9029032,-0.9,-0.9,-0.89564514,-0.9,-0.9,-0.9,-0.9,-0.49822584,0.2418107,-0.9,-0.9,0.24851719,-0.24900733,-0.28090817,-0.9,-0.9,-0.9,-0.0986237,-0.9,0.01661328,-0.9,0.5652604,-0.10996595,0.8164015,-0.42271423,-0.8529671,0.8944793,-0.40494367,-0.104892634,0.30292422,-0.52408344,0.19055648,-0.01663468,0.13520049,-0.09371223,-0.88146925,-0.8950907,-0.88727313,-0.88464224,-0.8859614,-0.90138817,-0.88842875,-0.89290184,-0.87734824,-0.88155884,-0.8913704,-0.8853529,-0.8931551,-0.8891592,-0.88135904,-0.8891942,-0.88888717,-0.486269,0.16561429,-0.8962262,-0.9092132,0.3004837,-0.28675088,-0.2473814,-0.9131991,-0.90193456,-0.90049505,-0.16160889,-0.89334214,-0.07105126,-0.8983312,3.2460349,0.4781164,-0.3481432,0.67392427,-0.04028945,-0.35500106,-0.5694254,-0.19760019,0.4602161,-0.37774664,-0.27362135,0.6468344,-0.633273,0.46032,-0.460306,-0.14435138,0.409134,0.729319,-0.190153,-0.51867455,0.28515986,-0.24414903,-0.19861373,-0.4836357,-0.5319767,0.2779358,0.6004321,0.41028962,-0.7232195,0.44831884,-0.2734827,-0.6709266,0.746167,0.102212235,-0.50026274,0.4514774,-0.22732142,-0.6658626,-0.16855733,0.6292282,0.20081367,-0.5730668,0.6584863,-0.6581701,0.34615466,0.38941363,-0.41168016,-0.7652321,-0.49152115,0.28801286,-0.10027552,-0.048871066,0.0049657067,-0.32561633,-0.18857467,-0.059424847,-0.4141254,-0.2798743,-0.52177656,0.40152943,0.11574463,-0.7539329,-0.7382874,0.34067756,-0.4930363,0.13294365,-0.2248023,0.57090074,-0.40118495,0.11326637,-0.08544423,0.4754113,-0.06326412,0.16578639,0.47608986,0.051452097,-0.15026116,-0.34392238,0.29245922,0.12011415,-0.6378686,0.27006534,-0.26682582,0.19083108,0.18438247,-0.54759574,0.39367887,0.5684633,-0.2322367,-0.3070592,0.31134945,-0.2697637,0.49513483,-0.61634314,-0.1702117,0.24939376,0.20946735,-0.22670965,0.090180576,-0.14749701,-0.06009651,0.04380868,-0.1318134,-0.032649796
