position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11
-0.1533464152363576,0.16176956181491786,0.8208632793782816,-0.44299006666961827,-0.4378699649757238,0.3924675429717114,0.6597786825793374,0.040535945892334,-0.057318753004074074,0.062099996209144526,-0.06097637610002005,0.07873499572277065,-0.009000000804662789,0.13183500409126292,0.012903225608170033,0.019354838877916336,0.009677419438958168,0.012903225608170033,0.012903225608170033,0.022580644115805626,0.016129031777381897,0.016129031777381897,0.002419354801531881,0.0,0.0,0.0
-0.15334118212481573,0.16176956181491786,0.8208632793782816,-0.44299006666961827,-0.4378699649757237,0.3924675429717114,0.6597733869539947,0.039995967864990156,-0.057976859807968184,0.061919996738433736,-0.06076909498734917,0.07873499572277065,-0.006750000603497064,0.13183500409126292,0.012903225608170033,0.019354838877916336,0.009677419438958168,0.012903225608170033,0.012903225608170033,0.022580644115805626,0.016129031777381897,0.016129031777381897,0.002419354801531881,0.0,0.0,0.0
-0.1533464152363576,0.16176956181491786,0.8208632793782816,-0.44299006666961827,-0.4378699649757237,0.39247277857996676,0.659768091328652,0.04021195220947271,-0.057099369764328056,0.062099996209144526,-0.06056181387467818,0.08416499912738806,-0.006750000603497064,0.13183500409126292,0.012903225608170033,0.019354838877916336,0.009677419438958168,0.012903225608170033,0.012903225608170033,0.022580644115805626,0.016129031777381897,0.016129031777381897,0.000806451600510627,0.0,0.0,0.0
-0.1533464152363576,0.16176956181491786,0.8208632793782816,-0.44299006666961827,-0.4378699649757238,0.39248324979647775,0.6597733869539947,0.0399959335327148,-0.0577574872970581,0.062279995679855316,-0.06045818502252753,0.076019994020462,-0.009000000804662789,0.12622500300407424,0.012903225608170033,0.019354838877916336,0.009677419438958168,0.012903225608170033,0.012903225608170033,0.022580644115805626,0.016129031777381897,0.016129031777381897,0.000806451600510627,0.0,0.0,0.0
-0.15334118212481573,0.16176956181491786,0.8208632793782816,-0.44299006666961827,-0.43787310783870514,0.3924884854047336,0.6597786825793374,0.039995967864990156,-0.05687999725341797,0.062099996209144526,-0.06087272383949971,0.0814499974250793,-0.009000000804662789,0.12622500300407424,0.012903225608170033,0.019354838877916336,0.009677419438958168,0.012096774065867066,0.012903225608170033,0.022580644115805626,0.016129031777381897,0.016129031777381897,0.003225806402042508,0.0,0.0,0.0
-0.1533464152363576,0.16176956181491786,0.8208632793782816,-0.44299006666961827,-0.43787310783870514,0.39250942783775533,0.6597786825793374,0.039563930511474665,-0.05731874227523803,0.061919996738433736,-0.06076910279013892,0.07873499572277065,-0.004500000402331339,0.1234200024604798,0.012903225608170033,0.019354838877916336,0.009677419438958168,0.012903225608170033,0.012903225608170033,0.022580644115805626,0.016129031777381897,0.016129031777381897,0.001612903201021254,0.0,0.0,0.0
-0.1533464152363576,0.16176956181491786,0.8208632793782816,-0.44299006666961827,-0.437863679249761,0.39250942783775533,0.6597627957033093,0.03977998352050782,-0.05731874227523803,0.06209999799728394,-0.0610800049521707,0.076019994020462,-0.004500000402331339,0.1234200024604798,0.012903225608170033,0.019354838877916336,0.009677419438958168,0.012903225608170033,0.012903225608170033,0.022580644115805626,0.016129031777381897,0.016129031777381897,0.003225806402042508,0.0,0.0,0.0
-0.1533464152363576,0.16176956181491786,0.8208593526720901,-0.44299006666961827,-0.43786682211274236,0.39251990404769355,0.6597627957033093,0.040319961547851446,-0.056221868991851776,0.061919996738433736,-0.060976383902809794,0.07873499572277065,-0.006750000603497064,0.12061500191688557,0.012903225608170033,0.019354838877916336,0.009677419438958168,0.012903225608170033,0.012903225608170033,0.022580644115805626,0.016129031777381897,0.016129031777381897,0.003225806402042508,0.000806451600510627,0.0,0.0
-0.1533516483478996,0.16177644748799935,0.8208632793782816,-0.44299006666961827,-0.43787310783870514,0.39252514215266265,0.659768091328652,0.03988795852661142,-0.05731874227523803,0.061919996738433736,-0.06139091491699222,0.076019994020462,-0.009000000804662789,0.1234200024604798,0.012903225608170033,0.019354838877916336,0.009677419438958168,0.012096774065867066,0.012903225608170033,0.022580644115805626,0.016129031777381897,0.016129031777381897,0.002419354801531881,0.0,0.0,0.0
-0.1533464152363576,0.16176956181491786,0.8208632793782816,-0.44299006666961827,-0.4378699649757237,0.39255132269065374,0.6597627957033093,0.0399959335327148,-0.05731873154640199,0.06227999925613392,-0.06128728606484157,0.07873499572277065,-0.009000000804662789,0.12622500300407424,0.012903225608170033,0.019354838877916336,0.009677419438958168,0.012903225608170033,0.012903225608170033,0.022580644115805626,0.016129031777381897,0.016129031777381897,0.001612903201021254,0.0,0.0,0.0
