5.006393194198608398e-01,4.102710187435150146e-01,4.008635878562927246e-01,4.622701704502105713e-01,5.060469508171081543e-01,4.967107474803924561e-01,4.483113884925842285e-01,4.939810335636138916e-01,5.230425596237182617e-01,5.021974444389343262e-01,4.281542599201202393e-01,6.114603877067565918e-01,4.450019896030426025e-01,4.175353050231933594e-01,6.190286278724670410e-01
5.003821253776550293e-01,4.085690677165985107e-01,3.995196223258972168e-01,4.613593816757202148e-01,5.032450556755065918e-01,4.972098171710968018e-01,4.492278695106506348e-01,4.921747148036956787e-01,5.220677256584167480e-01,5.028581023216247559e-01,4.281512498855590820e-01,6.111193299293518066e-01,4.453819990158081055e-01,4.165065586566925049e-01,6.179221272468566895e-01
5.014696121215820312e-01,4.071536064147949219e-01,4.013598263263702393e-01,4.619911611080169678e-01,5.017779469490051270e-01,4.973029196262359619e-01,4.482949078083038330e-01,4.931547045707702637e-01,5.214598178863525391e-01,5.003038048744201660e-01,4.285547733306884766e-01,6.111897230148315430e-01,4.477811157703399658e-01,4.152069687843322754e-01,6.195322871208190918e-01
5.005607604980468750e-01,4.088012278079986572e-01,4.001654684543609619e-01,4.623178839683532715e-01,5.024027228355407715e-01,4.985423982143402100e-01,4.486207962036132812e-01,4.941808879375457764e-01,5.230337381362915039e-01,5.009052157402038574e-01,4.274566769599914551e-01,6.098042130470275879e-01,4.464141130447387695e-01,4.156528711318969727e-01,6.203029751777648926e-01
5.004280209541320801e-01,4.089234769344329834e-01,3.999948799610137939e-01,4.639416038990020752e-01,5.032041668891906738e-01,4.969864189624786377e-01,4.480172097682952881e-01,4.906907677650451660e-01,5.223443508148193359e-01,5.020993947982788086e-01,4.274540841579437256e-01,6.100337505340576172e-01,4.467800259590148926e-01,4.135873317718505859e-01,6.194427013397216797e-01
4.992713928222656250e-01,4.066222906112670898e-01,3.979342281818389893e-01,4.640389382839202881e-01,5.033283233642578125e-01,4.969602823257446289e-01,4.480721652507781982e-01,4.929792582988739014e-01,5.253648161888122559e-01,5.010648369789123535e-01,4.279857873916625977e-01,6.106787919998168945e-01,4.457413554191589355e-01,4.161128103733062744e-01,6.210145950317382812e-01
5.017243623733520508e-01,4.057267010211944580e-01,3.995418548583984375e-01,4.611893296241760254e-01,5.047285556793212891e-01,4.973466694355010986e-01,4.484110176563262939e-01,4.922500848770141602e-01,5.243415236473083496e-01,5.020915269851684570e-01,4.270067811012268066e-01,6.106991171836853027e-01,4.451889395713806152e-01,4.170179367065429688e-01,6.184323430061340332e-01
4.989890754222869873e-01,4.081784784793853760e-01,4.010014533996582031e-01,4.621333777904510498e-01,5.034947395324707031e-01,4.957231879234313965e-01,4.474074244499206543e-01,4.924410283565521240e-01,5.248302221298217773e-01,5.026817917823791504e-01,4.275652468204498291e-01,6.091908812522888184e-01,4.440411627292633057e-01,4.175944030284881592e-01,6.210094690322875977e-01
5.003777742385864258e-01,4.067138433456420898e-01,3.998675644397735596e-01,4.613017439842224121e-01,5.029340982437133789e-01,4.965926408767700195e-01,4.486422240734100342e-01,4.923083782196044922e-01,5.246602892875671387e-01,4.998653829097747803e-01,4.286102056503295898e-01,6.111471056938171387e-01,4.466271698474884033e-01,4.172936081886291504e-01,6.204857826232910156e-01
4.989212751388549805e-01,4.080679118633270264e-01,4.001122713088989258e-01,4.616102278232574463e-01,5.024250149726867676e-01,4.967814087867736816e-01,4.463713765144348145e-01,4.886315166950225830e-01,5.234683156013488770e-01,5.037030577659606934e-01,4.295677840709686279e-01,6.089408993721008301e-01,4.463836848735809326e-01,4.186547100543975830e-01,6.204296350479125977e-01
