5.738695263862609863e-01,4.509311020374298096e-01,4.186832308769226074e-01,4.191913008689880371e-01,6.177806258201599121e-01,4.016883969306945801e-01,4.851669371128082275e-01,5.219984054565429688e-01,4.500353336334228516e-01,5.340608358383178711e-01,5.668676495552062988e-01,5.520806908607482910e-01,5.140562057495117188e-01,5.511226654052734375e-01,5.745561718940734863e-01,3.404680788516998291e-01,5.109183192253112793e-01,5.903226733207702637e-01,4.823375344276428223e-01,5.391959547996520996e-01
5.746840834617614746e-01,4.501250684261322021e-01,4.205367565155029297e-01,4.192664623260498047e-01,6.173781156539916992e-01,4.017207026481628418e-01,4.849996268749237061e-01,5.221674442291259766e-01,4.499288797378540039e-01,5.343893170356750488e-01,5.668997168540954590e-01,5.519127249717712402e-01,5.134046077728271484e-01,5.505585670471191406e-01,5.738095641136169434e-01,3.400174975395202637e-01,5.110179781913757324e-01,5.889605879783630371e-01,4.825796782970428467e-01,5.386004447937011719e-01
5.754660964012145996e-01,4.498527348041534424e-01,4.193453490734100342e-01,4.185957312583923340e-01,6.170712113380432129e-01,4.018586575984954834e-01,4.842095375061035156e-01,5.222281217575073242e-01,4.491755664348602295e-01,5.359370112419128418e-01,5.678539872169494629e-01,5.527224540710449219e-01,5.141180753707885742e-01,5.511372685432434082e-01,5.736029148101806641e-01,3.398660421371459961e-01,5.120597481727600098e-01,5.903732776641845703e-01,4.825928211212158203e-01,5.398474335670471191e-01
5.752297639846801758e-01,4.500074088573455811e-01,4.194446206092834473e-01,4.186335802078247070e-01,6.172528862953186035e-01,4.013929963111877441e-01,4.835948348045349121e-01,5.218493938446044922e-01,4.485398828983306885e-01,5.351607203483581543e-01,5.675092339515686035e-01,5.528537631034851074e-01,5.142556428909301758e-01,5.507296323776245117e-01,5.741544365882873535e-01,3.407629132270812988e-01,5.115442276000976562e-01,5.901272296905517578e-01,4.823495149612426758e-01,5.388045907020568848e-01
5.744870305061340332e-01,4.501494169235229492e-01,4.195775985717773438e-01,4.184544086456298828e-01,6.171165108680725098e-01,4.013021290302276611e-01,4.844912290573120117e-01,5.224130749702453613e-01,4.481688141822814941e-01,5.343994498252868652e-01,5.673249363899230957e-01,5.520775914192199707e-01,5.140777230262756348e-01,5.511447787284851074e-01,5.736327767372131348e-01,3.408497273921966553e-01,5.125226378440856934e-01,5.913971066474914551e-01,4.828488826751708984e-01,5.389084219932556152e-01
5.749943256378173828e-01,4.500052928924560547e-01,4.201321899890899658e-01,4.189592003822326660e-01,6.174796819686889648e-01,4.017238616943359375e-01,4.841962456703186035e-01,5.223329663276672363e-01,4.494093656539916992e-01,5.354777574539184570e-01,5.672561526298522949e-01,5.528532266616821289e-01,5.139448046684265137e-01,5.501077175140380859e-01,5.743893384933471680e-01,3.402284085750579834e-01,5.112758874893188477e-01,5.904877185821533203e-01,4.827845692634582520e-01,5.390562415122985840e-01
5.750895142555236816e-01,4.503412246704101562e-01,4.185705780982971191e-01,4.193934202194213867e-01,6.178395748138427734e-01,4.018591046333312988e-01,4.840836524963378906e-01,5.225571990013122559e-01,4.495557248592376709e-01,5.360481142997741699e-01,5.674906969070434570e-01,5.528635978698730469e-01,5.135748982429504395e-01,5.508520007133483887e-01,5.748413205146789551e-01,3.401050567626953125e-01,5.113456249237060547e-01,5.905909538269042969e-01,4.834234416484832764e-01,5.392805337905883789e-01
5.753128528594970703e-01,4.501104652881622314e-01,4.194467663764953613e-01,4.187004268169403076e-01,6.167709827423095703e-01,4.019992351531982422e-01,4.839628934860229492e-01,5.221642255783081055e-01,4.491696655750274658e-01,5.353657603263854980e-01,5.672696828842163086e-01,5.532040596008300781e-01,5.146974921226501465e-01,5.511021018028259277e-01,5.743088126182556152e-01,3.404531776905059814e-01,5.116087794303894043e-01,5.900145769119262695e-01,4.828702807426452637e-01,5.385363698005676270e-01
5.754094719886779785e-01,4.488426148891448975e-01,4.196734726428985596e-01,4.189592003822326660e-01,6.168050765991210938e-01,4.011399447917938232e-01,4.839394390583038330e-01,5.222167372703552246e-01,4.486102461814880371e-01,5.354034900665283203e-01,5.679299235343933105e-01,5.522055625915527344e-01,5.139833688735961914e-01,5.504689812660217285e-01,5.743036270141601562e-01,3.405292332172393799e-01,5.124486684799194336e-01,5.895922780036926270e-01,4.827990829944610596e-01,5.389508605003356934e-01
5.746454000473022461e-01,4.499647319316864014e-01,4.194249510765075684e-01,4.182077348232269287e-01,6.168525815010070801e-01,4.016623795032501221e-01,4.836646020412445068e-01,5.222015976905822754e-01,4.490859210491180420e-01,5.358301401138305664e-01,5.687071681022644043e-01,5.528683662414550781e-01,5.140484571456909180e-01,5.499975681304931641e-01,5.755967497825622559e-01,3.397815525531768799e-01,5.124461650848388672e-01,5.903912186622619629e-01,4.825296998023986816e-01,5.384563207626342773e-01
5.743979811668395996e-01,4.507345557212829590e-01,4.191468954086303711e-01,4.186162054538726807e-01,6.178067326545715332e-01,4.019085466861724854e-01,4.843451976776123047e-01,5.221529603004455566e-01,4.492451846599578857e-01,5.350431203842163086e-01,5.680996179580688477e-01,5.532193779945373535e-01,5.140612125396728516e-01,5.511068105697631836e-01,5.746235847473144531e-01,3.398149609565734863e-01,5.117047429084777832e-01,5.908914208412170410e-01,4.826135933399200439e-01,5.393169522285461426e-01
