position0,position1,position2,position3,position4,position5,position6,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14
-0.15332024967864732,0.16191426607441117,0.8208200856101734,-0.44306318202672074,-0.4376406258597662,0.3924884854047336,0.6599269701902702,0.03664791870117179,-0.06104811787605291,0.0518399977684022,-0.08864727713844989,0.07330499768257137,0.006750000603497064,0.14305500626564027,0.009677419438958168,0.013709677150472999,0.009677419438958168,0.010483870981261134,0.006451612804085016,0.012903225608170033,0.016129031777381897,0.014516128692775965,0.000806451600510627,0.003225806402042508,0.0,0.0,-0.09669700264930725,-0.14976945519447327,-0.2913367748260498,0.03267975151538849,0.056593284010887146,0.06780470907688141,-0.07622774690389633,0.15258118510246277,0.04794665426015854,0.11677392572164536,-0.09529972076416016,-0.10437985509634018,-0.22952072322368622,0.23126444220542908,-0.0717790499329567
-0.15332024967864732,0.16191426607441117,0.8208279390225569,-0.44306037154791195,-0.4376469055936165,0.39249372101298896,0.6599322658156129,0.03589195632934561,-0.06104811787605291,0.051659997403621594,-0.08895818710327152,0.07873499572277065,0.002250000201165614,0.13464000195264825,0.009677419438958168,0.013709677150472999,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.012903225608170033,0.01532258023507893,0.012903225608170033,0.000806451600510627,0.003225806402042508,0.0,0.0,-0.09659276157617569,-0.1479327529668808,-0.2927777171134949,0.030716709792613983,0.05657856911420822,0.06718068569898605,-0.07482615113258362,0.14991462230682373,0.04627120494842529,0.11709880828857422,-0.09948592633008957,-0.10266303271055222,-0.22962819039821625,0.23485709726810455,-0.07240825146436691
-0.15332024967864732,0.16190738040132946,0.8208240123163651,-0.4430688029843384,-0.4376563341825609,0.39249372101298896,0.6599322658156129,0.036107940673828165,-0.05841561555862429,0.05111999720335003,-0.08895819490606138,0.07058999598026272,0.004500000402331228,0.14025000572204604,0.009677419438958168,0.013709677150472999,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.012903225608170033,0.01532258023507893,0.014516128692775965,0.0,0.002419354801531881,0.0,0.0,-0.09691522270441055,-0.14913713932037354,-0.29218411445617676,0.0313078835606575,0.05658693611621857,0.06741830706596375,-0.0778166875243187,0.1494385153055191,0.04651574045419693,0.1181996539235115,-0.09645296633243561,-0.10355234891176224,-0.23116753995418549,0.2285456359386444,-0.07285848259925842
-0.15332024967864732,0.16190738040132946,0.8208240123163651,-0.4430659925055296,-0.43765947704554237,0.39250419222949995,0.6599428570662985,0.035891921997070364,-0.0617062461376191,0.05129999756813042,-0.0887509137933904,0.0814499974250793,0.004500000402331228,0.1374450051784516,0.009677419438958168,0.012903225608170033,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.012903225608170033,0.013709677150472999,0.013709677150472999,0.0,0.001612903201021254,0.0,0.0,-0.09478076547384262,-0.1480758786201477,-0.28945842385292053,0.034587301313877106,0.05661938339471817,0.06865396350622177,-0.07462719082832336,0.15391355752944946,0.046509262174367905,0.11839435994625092,-0.10126759856939316,-0.10442939400672913,-0.22824108600616455,0.23212407529354095,-0.06954111903905869
-0.15332024967864732,0.16190738040132946,0.8208279390225569,-0.4430659925055296,-0.43765947704554237,0.39250942783775533,0.6599481526916412,0.036323959350585966,-0.06104812860488895,0.050939996838569646,-0.0887509137933904,0.07873499572277065,0.006750000603497064,0.14025000572204604,0.009677419438958168,0.013709677150472999,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.012903225608170033,0.01532258023507893,0.013709677150472999,0.000806451600510627,0.003225806402042508,0.0,0.0,-0.09595804661512375,-0.14788518846035004,-0.2939479649066925,0.030006468296051025,0.05516552925109863,0.0672995075583458,-0.07731397449970245,0.1515999585390091,0.047700267285108566,0.11824794113636017,-0.09518614411354065,-0.10302486270666122,-0.2345554679632187,0.23065494000911713,-0.06984060257673264
-0.15332024967864732,0.16190738040132946,0.8208318657287484,-0.4430688029843384,-0.43767832823131847,0.39251466594272466,0.6599322658156129,0.0362159500122069,-0.060609372854232735,0.05147999703884121,-0.08823273832147771,0.07330499768257137,0.006750000603497064,0.14025000303983692,0.010483870981261134,0.013709677150472999,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.012903225608170033,0.013709677150472999,0.012903225608170033,0.0,0.001612903201021254,0.0,0.0,-0.09531114995479584,-0.14467386901378632,-0.2905619740486145,0.0328366719186306,0.05945432558655739,0.06911502778530121,-0.07452765107154846,0.14933069050312042,0.05012640357017517,0.11888355761766434,-0.09854263812303543,-0.10436990112066269,-0.22882473468780518,0.23205851018428802,-0.07127247005701065
-0.15332024967864732,0.16190738040132946,0.8208318657287484,-0.4430688029843384,-0.4376877508281503,0.39251990404769355,0.6599428570662985,0.035891921997070364,-0.06039000034332276,0.050939996838569646,-0.08875092159618037,0.07330499500036236,0.002250000201165614,0.1374450051784516,0.009677419438958168,0.014516128692775965,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.012903225608170033,0.014516128692775965,0.012903225608170033,0.000806451600510627,0.002419354801531881,0.0,0.0,-0.0953565463423729,-0.14434190094470978,-0.2917075455188751,0.03132915869355202,0.0585528202354908,0.06823040544986725,-0.07655487209558487,0.15075254440307617,0.0450160913169384,0.12135705351829529,-0.10252150148153305,-0.10193189233541489,-0.2311234176158905,0.23099614679813385,-0.07245341688394547
-0.15332024967864732,0.16190738040132946,0.8208318657287484,-0.4430688029843384,-0.4377568668492357,0.39251466594272466,0.6599481526916412,0.035999965667724565,-0.06082874536514282,0.05111999809741963,-0.08926909706809305,0.06787499696016308,0.006750000603497064,0.13744500249624247,0.009677419438958168,0.013709677150472999,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.012903225608170033,0.014516128692775965,0.012903225608170033,0.0,0.002419354801531881,0.0,0.0,-0.09547825902700424,-0.14946764707565308,-0.2947026193141937,0.0272159893065691,0.04695839062333107,0.06615307927131653,-0.07694769650697708,0.1524709314107895,0.0519544817507267,0.11980222165584564,-0.09624659270048141,-0.10341731458902359,-0.232073113322258,0.22650083899497986,-0.071410171687603
-0.15332024967864732,0.16191426607441117,0.8208318657287484,-0.4430688029843384,-0.4378134174105079,0.39252514215266265,0.6599322658156129,0.035783946990966875,-0.061267490386962886,0.05111999720335003,-0.08958001483570455,0.07330499500036236,0.006750000603497064,0.14305500626564027,0.009677419438958168,0.013709677150472999,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.013709677150472999,0.016129031777381897,0.012903225608170033,0.0,0.002419354801531881,0.0,0.0,-0.0945311188697815,-0.1478087604045868,-0.2929736375808716,0.031027836725115776,0.05526909977197647,0.0670676976442337,-0.07503096759319305,0.15069517493247986,0.04736948758363724,0.1159481629729271,-0.09741419553756714,-0.10363451391458511,-0.23128870129585266,0.2325957715511322,-0.06931004673242569
-0.15332024967864732,0.1618866839602925,0.8208318657287484,-0.443099739705272,-0.4378197031364707,0.39251990404769355,0.6599428570662985,0.03599993133544921,-0.06236436367034914,0.05039999753236779,-0.09040910027243876,0.07330499768257137,0.0,0.13183500409126292,0.009677419438958168,0.012903225608170033,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.013709677150472999,0.013709677150472999,0.014516128692775965,0.0,0.001612903201021254,0.0,0.0,-0.09316191077232361,-0.1487722247838974,-0.2934936583042145,0.033806223422288895,0.05687998980283737,0.06982002407312393,-0.07547096163034439,0.14849534630775452,0.049138374626636505,0.12097147852182388,-0.09421662241220474,-0.10382228344678879,-0.2308596819639206,0.23303523659706116,-0.0671490877866745
-0.15332024967864732,0.16187978514661328,0.82083579243494,-0.44311380282633445,-0.43782284599945204,0.39251990404769355,0.6599481526916412,0.03643196868896492,-0.06346124768257144,0.05129999756813042,-0.09020182696255774,0.07601999670267101,0.004500000402331228,0.14305500358343137,0.009677419438958168,0.013709677150472999,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.012903225608170033,0.01532258023507893,0.013709677150472999,0.0,0.001612903201021254,0.0,0.0,-0.0946970209479332,-0.14479361474514008,-0.29211264848709106,0.031705062836408615,0.05617484822869301,0.07005929201841354,-0.07887092977762222,0.15271621942520142,0.047229256480932236,0.11763201653957367,-0.09649328142404556,-0.09893807768821716,-0.23422670364379883,0.23328149318695068,-0.06903941929340363
-0.15332024967864732,0.16185912812736858,0.8208318657287484,-0.443127857902133,-0.43782284599945204,0.39251990404769355,0.6599481526916412,0.03535194396972652,-0.06302250266075138,0.050759997367858856,-0.09040910027243876,0.07330499500036236,0.0,0.13464000463485737,0.009677419438958168,0.013709677150472999,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.012903225608170033,0.013709677150472999,0.016129031777381897,0.0,0.002419354801531881,0.0,0.0,-0.09442088752985,-0.1445896476507187,-0.290526807308197,0.03497051075100899,0.05995984375476837,0.06794033199548721,-0.07552874088287354,0.15108469128608704,0.04285500571131706,0.11871696263551712,-0.10034827888011932,-0.10126956552267075,-0.23388256132602692,0.23230749368667603,-0.07039159536361694
-0.15332024967864732,0.16182468662136296,0.82083579243494,-0.44313629738382326,-0.43782284599945204,0.39251990404769355,0.6599481526916412,0.03470395660400394,-0.06346124768257144,0.050219998061657,-0.09051273692737927,0.07873499572277065,0.002250000201165614,0.13744500249624247,0.009677419438958168,0.012903225608170033,0.009677419438958168,0.009677419438958168,0.006451612804085016,0.012903225608170033,0.014516128692775965,0.012903225608170033,0.0,0.002419354801531881,0.0,0.0,-0.09594381600618362,-0.14920125901699066,-0.29273152351379395,0.03069847635924816,0.05787958577275276,0.0685691386461258,-0.07564851641654968,0.15018455684185028,0.0489853210747242,0.11803256720304489,-0.09529557824134827,-0.105303555727005,-0.23357152938842773,0.23079749941825867,-0.06964808702468872
