position0,position1,position2,position3,position4,position5,position6,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,torque0,torque1,torque2,torque3,torque4,torque5,torque6,tactile0,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15
0.20642696934757254,0.03418910571519318,0.33602768497199553,-0.42218048313382694,-0.33235346542026933,0.04473628016609321,0.5233881134924151,-0.1826400947570801,-0.00662248849868774,0.1098899987339973,0.15902999639511106,-0.04344000041484841,-0.1732500064373016,-0.18031999111175545,0.21146447956562042,0.08771708607673645,-0.24939987063407898,-0.1559024304151535,0.07330936193466187,-0.08151885122060776,0.07876084744930267,-0.13128525018692017,-0.04828987643122673,0.020068250596523285,-0.11538016051054001,0.09699980169534683,-0.0015003194566816092,0.1003638356924057,0.11021824926137924,-0.9,-0.9,-0.9,-0.9,-0.8070967756211758,-0.7780645117163658,-0.7969354815781117,-0.7954838700592518,-0.8956451613572426,-0.8796774196671322,-0.8796774194575846,-0.8825806450098753,-0.9,-0.9,-0.9,-0.9
0.20642696934757254,0.03418910571519318,0.33602768497199553,-0.4221726334665136,-0.3323613150875824,0.04474413357847662,0.5234079358846194,-0.18246007919311524,-0.00662248849868774,0.11015999794006348,0.15959999531507496,-0.04344000041484841,-0.17550000429153434,-0.18031999111175545,0.21412703394889832,0.08632460236549377,-0.24731382727622986,-0.15773966908454895,0.06998337060213089,-0.08081860840320587,0.07942445576190948,-0.13587236404418945,-0.050345662981271744,0.01812758296728134,-0.11819640547037125,0.0946163609623909,-0.002656182274222374,0.09917592257261276,0.1091485247015953,-0.9,-0.9,-0.9,-0.9,-0.8070967756211758,-0.7780645117163658,-0.7983870930969715,-0.7954838700592518,-0.8956451613572426,-0.876774193905294,-0.8782258066814393,-0.8825806450098753,-0.9,-0.9,-0.9,-0.9
0.20642696934757254,0.03418910571519318,0.336040773992634,-0.42216478379920064,-0.3323613150875824,0.04474413357847662,0.5233881134924151,-0.1831800556182861,-0.007207496166229288,0.1098899987339973,0.15902999371290194,-0.04072500005364421,-0.17775000751018533,-0.1784499943256378,0.2172088772058487,0.08950236439704895,-0.24489985406398773,-0.1583578884601593,0.07144244760274887,-0.0816541388630867,0.08157888054847717,-0.1315523386001587,-0.04330618306994438,0.022770369425415993,-0.116674043238163,0.09681039303541183,0.0017599943093955517,0.09741298109292984,0.10448869317770004,-0.9,-0.9,-0.9,-0.9,-0.8070967756211758,-0.7780645117163658,-0.7969354815781117,-0.7954838700592518,-0.8956451613572426,-0.8796774196671322,-0.876774193905294,-0.8825806450098753,-0.9,-0.9,-0.9,-0.9
0.20642696934757254,0.03418910571519318,0.336040773992634,-0.4221569341318877,-0.33235346542026933,0.04473628016609321,0.5234079358846205,-0.1831800556182861,-0.006329991817474401,0.1098899960517884,0.15902999639511106,-0.03800999969244001,-0.1777500021457672,-0.1784499943256378,0.21551714837551117,0.0874081552028656,-0.24563460052013397,-0.15965908765792847,0.07213462889194489,-0.08120512217283249,0.07942484319210052,-0.1319366842508316,-0.04479965940117836,0.017399730160832405,-0.11628620326519012,0.0964701846241951,0.001326090656220913,0.10300537943840027,0.11099100112915039,-0.9,-0.9,-0.9,-0.9,-0.8070967756211758,-0.7780645117163658,-0.7998387046158314,-0.7954838700592518,-0.8970967742381618,-0.8796774196671322,-0.8782258066814393,-0.8825806450098753,-0.9,-0.9,-0.9,-0.9
0.20642696934757254,0.03418910571519318,0.3360538630132729,-0.42216478379920064,-0.3323456157529563,0.04474413357847662,0.5234079358846194,-0.18282005310058602,-0.0063299846649169655,0.11042999446392054,0.15931499719619746,-0.04344000041484841,-0.1732500064373016,-0.1784499943256378,0.21730934083461761,0.08829367905855179,-0.2503272294998169,-0.1563687026500702,0.0709521621465683,-0.08145825564861298,0.07790108025074005,-0.1322166472673416,-0.04556649178266525,0.021357910707592964,-0.1186375841498375,0.09558426588773727,0.0024567358195781708,0.103127621114254,0.10661297291517258,-0.9,-0.9,-0.9,-0.9,-0.8070967756211758,-0.7780645117163658,-0.7998387046158314,-0.7954838700592518,-0.8970967742381618,-0.8825806454289705,-0.8782258066814393,-0.8825806450098753,-0.9,-0.9,-0.9,-0.9
0.20642696934757254,0.03418910571519318,0.33602768497199553,-0.42218833280113993,-0.33235346542026933,0.04473628016609321,0.5233881134924151,-0.18282005310058602,-0.006622495651245175,0.10989000141620642,0.15874499559402466,-0.04072500005364421,-0.17100000858306885,-0.1784499943256378,0.21480713784694672,0.08665424585342407,-0.2501504421234131,-0.1602102816104889,0.07291648536920547,-0.0819450095295906,0.08096910268068314,-0.1332947462797165,-0.04337531328201294,0.016684427857398987,-0.11699017137289047,0.09530409425497055,0.002499634400010109,0.10305548459291458,0.10940069705247879,-0.9,-0.9,-0.9,-0.9,-0.8070967756211758,-0.7780645117163658,-0.7969354815781117,-0.7954838700592518,-0.8941935484763235,-0.8796774196671322,-0.8796774194575846,-0.8825806450098753,-0.9,-0.9,-0.9,-0.9
0.20642696934757254,0.03418910571519318,0.3360538630132729,-0.42216478379920064,-0.3323613150875824,0.04474413357847662,0.5233881134924151,-0.1826400947570801,-0.006622495651245175,0.11069999635219585,0.16016999155282974,-0.04072500005364421,-0.17100000858306885,-0.17657999396324153,0.2122950702905655,0.08605790138244629,-0.24887768924236298,-0.15686123073101044,0.06936800479888916,-0.08158066868782043,0.0813373476266861,-0.13626502454280853,-0.04513097181916237,0.018058128654956818,-0.11551032960414886,0.09694559127092361,0.0014294610591605306,0.10296057909727097,0.11042361706495285,-0.9,-0.9,-0.9,-0.9,-0.8070967756211758,-0.7780645117163658,-0.7998387046158314,-0.7954838700592518,-0.8985483871190809,-0.8825806454289705,-0.8782258066814393,-0.8825806450098753,-0.9,-0.9,-0.9,-0.9
0.20642696934757254,0.03418910571519318,0.3360538630132729,-0.422172633466514,-0.33235346542026933,0.04474413357847662,0.5234079358846194,-0.1835400867462158,-0.007207496166229288,0.11042999982833857,0.15874499559402466,-0.04072499871253965,-0.1732500064373016,-0.18031999111175545,0.2139967381954193,0.08784864097833633,-0.24981102347373962,-0.15739791095256805,0.07109849154949188,-0.08264186978340149,0.07791820168495178,-0.1321565806865692,-0.0450030118227005,0.019764959812164307,-0.12280181795358658,0.09485993534326553,0.0005942318239249289,0.10729042440652847,0.11135465651750565,-0.9,-0.9,-0.9,-0.9,-0.8070967756211758,-0.7780645117163658,-0.7998387046158314,-0.7954838700592518,-0.8956451613572426,-0.876774193905294,-0.8796774194575846,-0.8840322579955683,-0.9,-0.9,-0.9,-0.9
0.20642696934757254,0.03418910571519318,0.33602768497199553,-0.4221726334665136,-0.3323613150875824,0.04473628016609321,0.5233881134924151,-0.1831800556182861,-0.007207496166229288,0.1098899987339973,0.15902999639511106,-0.03800999969244001,-0.17550000429153434,-0.18031999111175545,0.2109069526195526,0.09276672452688217,-0.24519090354442596,-0.15532739460468292,0.07301504164934158,-0.08143456280231476,0.07385682314634323,-0.13430626690387726,-0.04697566479444504,0.016317246481776237,-0.11827059090137482,0.0979761928319931,-0.004197473172098398,0.10140852630138397,0.10791996121406555,-0.9,-0.9,-0.9,-0.9,-0.8070967756211758,-0.7780645117163658,-0.7998387046158314,-0.7954838700592518,-0.8956451613572426,-0.8825806454289705,-0.8782258066814393,-0.8825806450098753,-0.9,-0.9,-0.9,-0.9
0.20642696934757254,0.03418910571519318,0.33601459595135663,-0.4221726334665136,-0.3323613150875824,0.044579199746949016,0.5233881134924151,-0.18300006866455076,-0.006914992332458514,0.10907999575138094,0.16073999315500254,-0.04072500005364421,-0.17775000751018533,-0.17657999753952025,0.2131153792142868,0.08950400352478027,-0.24716868996620178,-0.15660950541496277,0.07420208305120468,-0.08309618383646011,0.07734769582748413,-0.1325104683637619,-0.04820701479911804,0.019405189901590347,-0.11971507966518402,0.09717999398708344,-0.0010329458164051175,0.10064458847045898,0.11075271666049957,-0.9,-0.9,-0.9,-0.9,-0.8070967756211758,-0.7780645117163658,-0.8012903161346913,-0.7954838700592518,-0.8970967742381618,-0.876774193905294,-0.876774193905294,-0.8825806450098753,-0.9,-0.9,-0.9,-0.9
