5.531987983511010842e-01,1.935703870471767452e-01,2.813124488148048830e-01
6.338690801245696615e-01,2.996404493345106168e-02,3.130897925039865526e-01
7.355039767796207606e-01,-1.810641866146529000e-01,3.660207767961847214e-01
8.479498660585037539e-01,-4.127243030761872378e-01,4.323779617659228580e-01
9.690561259337757694e-01,-6.470364606111332906e-01,4.975584868456797150e-01
1.099546901761266238e+00,-8.726923120497519504e-01,5.502845144443300196e-01
1.240287656512625958e+00,-1.082688683727301093e+00,5.844960904829397119e-01
1.391687697835453097e+00,-1.272497467451245035e+00,5.983535756078613987e-01
1.553117093432953455e+00,-1.438961006162670531e+00,5.929650232083061301e-01
1.722670579055618045e+00,-1.579803853002493375e+00,5.711428172865239405e-01
1.897306001131245257e+00,-1.693492207791709170e+00,5.365772925362637391e-01
2.073194784856528194e+00,-1.779311082600970373e+00,4.934253081483599979e-01
2.246137261631866000e+00,-1.837449794341223575e+00,4.460670545547076316e-01
2.411986490918500703e+00,-1.868795799987736928e+00,3.987058629914181362e-01
2.566862215745132403e+00,-1.874829592099029663e+00,3.552475814297018641e-01
2.707344521769450729e+00,-1.857360839741388991e+00,3.189326280189305751e-01
2.830575083468385600e+00,-1.818223298810718314e+00,2.920296473453050101e-01
2.934255639057402831e+00,-1.758957202492141603e+00,2.756315499938171709e-01
3.016573172177862805e+00,-1.680493076435844113e+00,2.696758035712743529e-01
3.075993556921942762e+00,-1.582621280142685105e+00,2.731049043261913889e-01
3.111163528591283978e+00,-1.463222787840656292e+00,2.836841967073563953e-01
3.120800303089162675e+00,-1.317748492477587074e+00,2.980741547268325742e-01
3.104306027199080109e+00,-1.139933526683720277e+00,3.117151992620598722e-01
3.063428945565374928e+00,-9.259170045538700489e-01,3.193793495260763282e-01
3.003689331052886935e+00,-6.781500931553193778e-01,3.156409432577326757e-01
2.932837555251984085e+00,-4.035527479197552614e-01,2.955198094233916217e-01
2.857568301399209698e+00,-1.122226662850182438e-01,2.571044230446505874e-01
2.781313213913827909e+00,1.870398633964186763e-01,2.007831046876681624e-01
2.704643914694166984e+00,4.872747680512254376e-01,1.285499709928652756e-01
2.626797590619802225e+00,7.819993090038925843e-01,4.517107258601650577e-02
2.546558343304871741e+00,1.064308799298258057e+00,-4.077268942407053648e-02
2.462579287808943196e+00,1.327737656941687217e+00,-1.192026947853008362e-01
2.374027455976611467e+00,1.567915227259712774e+00,-1.825564211037021267e-01
2.280613470524007091e+00,1.783153065777507651e+00,-2.271927598120259684e-01
2.180950090764302463e+00,1.971791225710689766e+00,-2.471484914678012679e-01
2.072483276262170104e+00,2.131956966615772942e+00,-2.344664328881085613e-01
1.951088363156062044e+00,2.262044515429907143e+00,-1.793168436415582823e-01
1.810906289066930741e+00,2.360831215930872418e+00,-7.087997323236770730e-02
1.644674447785629212e+00,2.427478363412054918e+00,1.011032793035282068e-01
1.446945352359046977e+00,2.463404985191398389e+00,3.386872741775395212e-01
1.217097223533521788e+00,2.472688299204459650e+00,6.307079458882721701e-01
9.606771474113283693e-01,2.459789655280110843e+00,9.517688472085551465e-01
6.882778782440103216e-01,2.433515325352280545e+00,1.263426991502019536e+00
4.116664150188995563e-01,2.399109801051380497e+00,1.534466275238039801e+00
1.418202560459394523e-01,2.357194320958265532e+00,1.749437416861159944e+00
-1.132645653372370970e-01,2.306124124100631612e+00,1.907222906334510970e+00
-3.505163752690303447e-01,2.244107881039646646e+00,2.016765687229704618e+00
-5.702095236368549536e-01,2.169657698152679615e+00,2.088676257118887936e+00
