in position0,in position1,in position2,in position3,in position4,in position5,in position6,in torque0,in torque1,in torque2,in torque3,in torque4,in torque5,in torque6,in tactile0,in tactile1,in tactile2,in tactile3,in tactile4,in tactile5,in tactile6,in tactile7,in tactile8,in tactile9,in tactile10,in tactile11,in tactile12,in tactile13,in tactile14,in tactile15,out position0,out position1,out position2,out position3,out position4,out position5,out position6,out torque0,out torque1,out torque2,out torque3,out torque4,out torque5,out torque6,out tactile0,out tactile1,out tactile2,out tactile3,out tactile4,out tactile5,out tactile6,out tactile7,out tactile8,out tactile9,out tactile10,out tactile11,out tactile12,out tactile13,out tactile14,out tactile15,cf_pca0,cf_pca1,cs_pca0,cs_pca1,cf_states0,cf_states1,cf_states2,cf_states3,cf_states4,cf_states5,cf_states6,cf_states7,cf_states8,cf_states9,cf_states10,cf_states11,cf_states12,cf_states13,cf_states14,cf_states15,cf_states16,cf_states17,cf_states18,cf_states19,cf_states20,cf_states21,cf_states22,cf_states23,cf_states24,cf_states25,cf_states26,cf_states27,cf_states28,cf_states29,cf_states30,cf_states31,cf_states32,cf_states33,cf_states34,cf_states35,cf_states36,cf_states37,cf_states38,cf_states39,cf_states40,cf_states41,cf_states42,cf_states43,cf_states44,cf_states45,cf_states46,cf_states47,cf_states48,cf_states49,cf_states50,cf_states51,cf_states52,cf_states53,cf_states54,cf_states55,cf_states56,cf_states57,cf_states58,cf_states59,cf_states60,cf_states61,cf_states62,cf_states63,cf_states64,cf_states65,cf_states66,cf_states67,cf_states68,cf_states69,cf_states70,cf_states71,cf_states72,cf_states73,cf_states74,cf_states75,cf_states76,cf_states77,cf_states78,cf_states79,cf_states80,cf_states81,cf_states82,cf_states83,cf_states84,cf_states85,cf_states86,cf_states87,cf_states88,cf_states89,cs_states0,cs_states1,cs_states2,cs_states3,cs_states4,cs_states5,cs_states6,cs_states7,cs_states8,cs_states9
0.56970227,-0.13404688,0.80193144,-0.42065898,-0.8301932,0.89867806,-0.38275614,-0.10950475,0.29731387,-0.5082153,0.21066567,-0.039473698,0.13897061,-0.057042312,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.89419353,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,0.48934424,-0.11345044,0.7071194,-0.36069718,-0.7456939,0.7570933,-0.3701848,-0.11004406,0.3184919,-0.51091856,0.20338827,-0.0007855704,0.2025294,-0.10232561,-0.88129807,-0.9022029,-0.8918191,-0.89759475,-0.9008352,-0.8585717,-0.8612055,-0.8510642,-0.83278686,-0.8438406,-0.8586779,-0.82992756,-0.8695678,-0.87573713,-0.8417767,-0.84779084,0.30208153,0.25870487,-0.22550273,0.47421765,0.030939551,0.034479044,0.010050821,0.03412417,0.01955908,0.03484825,0.0018034036,-0.0067557073,-0.01682025,0.011598719,-0.015752198,0.026415776,0.0090816,0.020268723,0.00041233297,0.013416769,-0.012452812,-0.012184408,-0.0068727992,-0.023647098,-0.031120848,0.017002987,0.005499316,-0.015005835,-0.0269578,0.008774527,0.011933751,-0.0019603285,0.01197333,0.022364177,0.018404491,-0.017017052,-0.040442932,0.037427094,-0.04321703,0.014195735,-0.0066310246,0.018530363,-0.018670645,-0.0024163616,-0.032954685,0.01152552,-0.011138462,-0.025157254,0.029276412,-0.011340078,0.035339285,0.007886792,0.028057331,0.016506301,-0.000841303,0.0017087096,0.025817044,-0.017464492,-0.015354281,0.01342655,0.022110041,-0.020472305,-0.016994134,-0.027189298,-0.029181743,0.01165129,0.04305029,0.014862939,-0.016718015,-0.008051156,0.007284095,0.0011599044,0.0076528694,0.015398623,-0.00065028283,0.03475155,0.01338861,0.0040726447,-0.023374664,-0.014234756,0.036989506,-0.0048415433,0.03422677,0.0057375045,0.031751793,-0.028265491,-0.019448927,0.029371748,0.013676738,0.005960742,0.021363165,0.009143043,0.016324446,-0.035500206,0.06885788,0.014344708,-0.069215566,-0.19142492,0.1172451,-0.081970215,0.025871268,0.05979194,0.07565109,0.00029977364
0.56970227,-0.13405952,0.80193144,-0.4206464,-0.8301932,0.89867806,-0.38281032,-0.10830672,0.29858625,-0.5077903,0.20969932,-0.03157896,0.13897061,-0.06338033,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89854836,-0.89419353,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,0.5700981,-0.12699808,0.78517616,-0.40527686,-0.8317862,0.86070484,-0.43301085,-0.097053364,0.34629834,-0.56217486,0.23762183,0.002550399,0.18741834,-0.085423306,-0.9422362,-0.95019746,-0.94428456,-0.95343494,-0.94323045,-0.9232535,-0.9100545,-0.9014827,-0.91598976,-0.9184965,-0.9224311,-0.9137861,-0.9442,-0.96005523,-0.94081324,-0.94102037,0.41041553,0.117887266,-0.22981767,0.4637742,0.10326961,0.0020872361,0.074298896,0.016406065,0.010542014,0.052912876,-0.038914144,-0.0036245524,0.037913356,0.04465098,-0.0606429,0.06702868,-0.05375431,-0.027742095,-0.043171093,0.011992257,0.015248255,-0.07171603,-0.025595726,-0.060924716,-0.10054841,0.042542923,0.043175112,0.0017442621,-0.11277215,0.008362963,-0.03344311,-0.03923738,0.046650693,0.0041688327,0.02693714,-0.0765699,-0.063946076,0.15895376,-0.045327775,0.07445564,-0.014819316,0.0460034,0.04250988,0.016520299,-0.082908936,-0.0063354876,0.027519265,-0.11748428,0.00015838072,-0.043916084,0.063863896,0.033460706,0.039731983,0.04818804,-0.031307787,-0.013287615,0.08721055,0.019754596,-0.037809778,0.012408116,0.052692268,0.016235169,-0.037018996,0.015379081,0.042243388,0.0017199722,0.11294816,0.045911334,-0.04772391,0.00873592,-0.09986639,-0.04790143,0.026285857,0.010562126,0.016358137,0.084659025,-0.07562811,0.025427377,-0.13213584,-0.046549775,0.09608961,0.010451983,0.011903483,0.0019956587,0.017752679,-0.017394371,-0.047064897,0.05224498,0.015028161,0.02091252,0.057484504,-0.027056105,0.014417321,-0.013007088,0.070679046,0.019400874,-0.07796178,-0.19167063,0.108208455,-0.09077108,0.027712625,0.060252033,0.08428055,-0.002633079
0.5696681,-0.13405952,0.80193144,-0.42065898,-0.8301932,0.89871156,-0.3828645,-0.10806704,0.297738,-0.5086402,0.2109878,-0.03157896,0.14558826,-0.07605636,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.89709675,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,0.5919885,-0.12475485,0.78201973,-0.41195697,-0.84104985,0.873331,-0.42028853,-0.104765855,0.29849485,-0.5398595,0.21929611,-0.007838018,0.1481493,-0.07086901,-0.93789,-0.9430345,-0.9388546,-0.9478106,-0.9358359,-0.92346394,-0.91204494,-0.9008696,-0.922894,-0.9254442,-0.92560005,-0.92015886,-0.9465108,-0.96628803,-0.9476891,-0.9449512,0.5361727,-0.09401643,-0.2359559,0.45492983,0.19089983,-0.06245371,0.16156323,-0.041853588,-0.0038213152,0.0675165,-0.08397592,-0.0015317313,0.12930088,0.103073485,-0.11216842,0.10133076,-0.1382165,-0.10223037,-0.109040394,0.0019884065,0.056268804,-0.14076027,-0.058867946,-0.10630177,-0.17106941,0.07114007,0.089156166,0.028423928,-0.23103093,0.00062928296,-0.0974631,-0.089386255,0.10036091,-0.029566541,0.0214483,-0.15888193,-0.07076047,0.30598995,-0.033126857,0.14661086,-0.02706982,0.08188257,0.13471909,0.044422943,-0.12789345,-0.04353101,0.06267857,-0.22192688,-0.036061343,-0.081890166,0.09130879,0.065182924,0.04011442,0.09128804,-0.0801714,-0.038338825,0.16711196,0.06391747,-0.07258037,0.010741046,0.090548605,0.08113322,-0.06550025,0.088531196,0.15033852,-0.008942271,0.17723656,0.10244468,-0.09529103,0.03628985,-0.25027943,-0.12027946,0.050675057,0.0036171689,0.022105545,0.15605378,-0.17494476,0.07020351,-0.27961043,-0.09638967,0.15633093,0.04725752,-0.026450204,-0.002236945,-0.01826742,0.013756735,-0.066440344,0.07205193,0.0090571195,0.040161543,0.09694451,-0.07338621,0.001140106,0.025900273,0.07412024,0.025106132,-0.08684865,-0.1919245,0.10188859,-0.101488605,0.02932963,0.061366163,0.09135136,-0.0059920526
0.56970227,-0.13409743,0.80193144,-0.4206464,-0.8301932,0.89871156,-0.3828645,-0.10806712,0.29901037,-0.5077903,0.21130991,-0.055263173,0.13235296,-0.08873241,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.8883871,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,0.6090414,-0.119595766,0.7793166,-0.41101003,-0.8445311,0.8778927,-0.40136564,-0.11719122,0.2739496,-0.5148355,0.20415361,-0.016898137,0.12657514,-0.06110124,-0.92619807,-0.92806524,-0.9272355,-0.9365768,-0.9302388,-0.9207564,-0.914221,-0.90075445,-0.92393064,-0.9248544,-0.92299503,-0.91924286,-0.94012487,-0.96222615,-0.9424446,-0.9372792,0.66168183,-0.3316627,-0.24423489,0.44827175,0.27473134,-0.13386479,0.24802716,-0.11944068,-0.009771999,0.0861328,-0.12244262,-0.0021996414,0.22874053,0.17533107,-0.15403807,0.1321267,-0.21694055,-0.18693992,-0.18748964,-0.018462988,0.098995484,-0.21021925,-0.09149151,-0.15419002,-0.22410186,0.09791062,0.13897206,0.052714784,-0.3474793,-0.008251834,-0.16926685,-0.13285024,0.16392499,-0.065729305,0.007599922,-0.24181995,-0.0766209,0.4385607,-0.02011715,0.21040437,-0.034120392,0.12586592,0.23039865,0.07173534,-0.15841667,-0.09056521,0.088175766,-0.31410503,-0.06423042,-0.12216029,0.12342964,0.09935455,0.042362887,0.14059813,-0.13274466,-0.06591693,0.2552502,0.10173647,-0.11019561,0.008636198,0.12605916,0.16191638,-0.101797365,0.16667323,0.25319535,-0.0123999845,0.23068996,0.16734223,-0.14580558,0.06355511,-0.3954144,-0.19584273,0.08005415,0.00035391023,0.015057143,0.23241232,-0.2539656,0.12173325,-0.41941032,-0.1539259,0.20616457,0.08724818,-0.05264388,-0.0141239865,-0.057998493,0.04811722,-0.07759544,0.09033828,0.00022088736,0.061285123,0.13089454,-0.111962385,-0.012404271,0.050955825,0.07925048,0.03173054,-0.096025065,-0.19206706,0.09911301,-0.1143719,0.030665975,0.06337229,0.09634758,-0.00988468
0.56973636,-0.13408479,0.80193144,-0.4206464,-0.8302039,0.8986948,-0.3828645,-0.10950479,0.297738,-0.5086402,0.21002144,-0.047368437,0.13235296,-0.069718346,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89419353,-0.9,-0.9043548,-0.9,-0.9,-0.9,-0.9,0.6134409,-0.11399641,0.7809937,-0.41510665,-0.84701806,0.8829844,-0.3923218,-0.11728809,0.26333606,-0.49612877,0.20010822,-0.019862091,0.11702961,-0.05509964,-0.9151591,-0.91429514,-0.91890824,-0.92878854,-0.9287189,-0.92024004,-0.9173757,-0.9016303,-0.92306894,-0.92073107,-0.91921574,-0.9159817,-0.93206745,-0.9559702,-0.9355726,-0.9279783,0.78459394,-0.5708387,-0.25467816,0.44376987,0.35051855,-0.2038261,0.32980302,-0.20402361,-0.005931678,0.11037915,-0.15280318,-0.0063846,0.32390028,0.25292543,-0.18545297,0.16308656,-0.2841618,-0.27534083,-0.27060676,-0.048833046,0.14168891,-0.282249,-0.11399194,-0.19959855,-0.26111355,0.12039745,0.19075793,0.0718775,-0.44610152,-0.01666615,-0.24333194,-0.1612352,0.23001786,-0.100397944,-0.0073542055,-0.31466466,-0.08869564,0.5439921,-0.0075677047,0.26321912,-0.035308633,0.17331955,0.31689325,0.09632432,-0.1749686,-0.1387976,0.10939331,-0.39118558,-0.080334514,-0.16473599,0.16005166,0.13628797,0.04949279,0.19067074,-0.18372576,-0.09150217,0.3413464,0.13426676,-0.1474361,0.0066364254,0.15675674,0.24803782,-0.1425162,0.24080391,0.34008726,-0.006477771,0.27355328,0.23192587,-0.19853765,0.08762354,-0.51318794,-0.26767686,0.11468406,-0.00085583807,-0.0016014962,0.3041037,-0.31265098,0.17067884,-0.5289475,-0.21517643,0.24386564,0.12522596,-0.062141124,-0.03449999,-0.09600356,0.08175237,-0.085115395,0.10791681,-0.012436499,0.08520786,0.15674135,-0.13994426,-0.02357292,0.05716208,0.08580408,0.03935549,-0.105787426,-0.19224952,0.099710196,-0.1293198,0.03182389,0.06628264,0.09938339,-0.014211417
0.56973636,-0.13408479,0.8019442,-0.42067152,-0.8302039,0.89871156,-0.3828645,-0.10998399,0.29731387,-0.5086402,0.21066569,-0.015789485,0.13566178,-0.076056376,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.89709675,-0.89854836,-0.9058064,-0.9,-0.9,-0.9,-0.9,0.6106834,-0.106468126,0.78520197,-0.42267156,-0.8494179,0.88816917,-0.39050293,-0.10872757,0.25882545,-0.48452088,0.20174971,-0.019176096,0.11451136,-0.05205497,-0.9056778,-0.9023417,-0.9130919,-0.9239238,-0.9283447,-0.9206877,-0.9199568,-0.90241987,-0.92076707,-0.91445106,-0.9145686,-0.9117461,-0.9240505,-0.9491372,-0.92862904,-0.91881734,0.90390563,-0.79628074,-0.2671649,0.44117063,0.41696325,-0.26985803,0.4047958,-0.287878,0.005110147,0.13993625,-0.17637552,-0.0146753965,0.40849534,0.3292273,-0.2083976,0.19618328,-0.33877894,-0.36019802,-0.35146734,-0.087191604,0.1833422,-0.35506284,-0.12484907,-0.23948354,-0.28701752,0.13820185,0.24276984,0.0860097,-0.5214402,-0.023107683,-0.31534505,-0.17307447,0.29430062,-0.13329136,-0.01958317,-0.37396458,-0.10685726,0.6203565,0.0041980697,0.3065096,-0.030857965,0.22062172,0.38768986,0.11847597,-0.17938964,-0.18452246,0.12828963,-0.4534302,-0.084970325,-0.20964342,0.20030299,0.17522596,0.060513943,0.23855984,-0.22987768,-0.11407939,0.4173103,0.16307546,-0.18380257,0.005985932,0.183327,0.33075115,-0.18365195,0.30726877,0.409175,0.008196742,0.30650416,0.29173455,-0.25318685,0.107629515,-0.5962095,-0.3314605,0.15367317,-0.0017928081,-0.02601896,0.36685765,-0.3555626,0.2132332,-0.60370797,-0.27772176,0.2708478,0.16041589,-0.05666641,-0.06173521,-0.1309971,0.114206,-0.092511006,0.124198236,-0.030732377,0.11279584,0.17536302,-0.15853822,-0.032813665,0.046847656,0.093507156,0.048019636,-0.11633297,-0.19264503,0.10317799,-0.14612427,0.032924768,0.070061475,0.10075681,-0.01883587
0.56973636,-0.13408479,0.80193144,-0.42067152,-0.8301932,0.8986948,-0.3828645,-0.109265156,0.29901037,-0.5073654,0.2109878,-0.039473698,0.12904415,-0.076056376,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89854836,-0.8912903,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,0.60401845,-0.098118775,0.79050905,-0.42952144,-0.8516463,0.89293396,-0.39251783,-0.10012153,0.25833192,-0.47987658,0.20210108,-0.01723339,0.11605217,-0.054141056,-0.898216,-0.8928912,-0.90916574,-0.921526,-0.9277637,-0.9212147,-0.9215257,-0.9025673,-0.9170619,-0.90697044,-0.9089153,-0.9070883,-0.9164238,-0.9421014,-0.9218561,-0.9103286,1.0188351,-1.0003958,-0.28148893,0.44013178,0.47354442,-0.32980537,0.47059214,-0.36547992,0.020855332,0.17409253,-0.19481894,-0.027234646,0.4791489,0.39904118,-0.22439116,0.23146856,-0.38089526,-0.43537852,-0.4245517,-0.13155253,0.22276123,-0.42431635,-0.124923006,-0.27343032,-0.30513468,0.15173846,0.2937981,0.09541057,-0.57442164,-0.026532063,-0.3808537,-0.16931927,0.35381475,-0.16414678,-0.02681877,-0.41983724,-0.12951985,0.6725141,0.014833368,0.34209594,-0.020700928,0.2655758,0.44156218,0.13838534,-0.17389958,-0.22615427,0.14484064,-0.5011713,-0.079682045,-0.25552166,0.24275753,0.21519656,0.07412286,0.2825403,-0.2699594,-0.13352284,0.47944847,0.18894076,-0.21914113,0.0081108995,0.20580742,0.4040544,-0.2223571,0.36382404,0.46069095,0.029983772,0.33106548,0.34440595,-0.30780783,0.12338279,-0.6485655,-0.38486618,0.19561185,-0.0039685243,-0.057004344,0.4190927,-0.38676232,0.24766311,-0.6496926,-0.3392358,0.2892739,0.19240949,-0.03882317,-0.094354056,-0.16266824,0.1452237,-0.101087995,0.1388976,-0.05495084,0.14485136,0.18815005,-0.16967387,-0.040374517,0.022738753,0.10211651,0.05769659,-0.12776037,-0.19337171,0.10892111,-0.16453165,0.03406901,0.074639216,0.10081871,-0.023629872
0.56973636,-0.13407215,0.8019442,-0.42068407,-0.8302039,0.8986613,-0.3828645,-0.10974443,0.29985863,-0.5086402,0.21130991,-0.06315791,0.12242649,-0.069718346,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89419353,-0.89854836,-0.9058064,-0.9,-0.9,-0.9,-0.9,0.5959807,-0.091734536,0.79565877,-0.4344799,-0.8533029,0.8969403,-0.39530018,-0.09335388,0.2600335,-0.47800642,0.20160748,-0.014993077,0.11882943,-0.057369743,-0.8922107,-0.88598186,-0.90689766,-0.9212819,-0.9272806,-0.9222333,-0.92288566,-0.9033153,-0.91305155,-0.9001169,-0.903537,-0.9029626,-0.9094223,-0.93507755,-0.91526276,-0.90276617,1.1294208,-1.1801695,-0.29741567,0.4402585,0.52037054,-0.38203338,0.5256154,-0.4326885,0.038842905,0.21166514,-0.20969047,-0.04380186,0.5349649,0.45875704,-0.23460254,0.26816952,-0.41177943,-0.49682593,-0.48633292,-0.17972219,0.25890583,-0.48579216,-0.11547225,-0.30200836,-0.31791988,0.16179372,0.3427224,0.099989966,-0.60951334,-0.026065353,-0.43653235,-0.15186293,0.4063017,-0.19248435,-0.02803796,-0.4540382,-0.15510632,0.70776355,0.023681415,0.37147573,-0.0047252793,0.3070529,0.48032418,0.15595958,-0.1606368,-0.263114,0.1584176,-0.5358132,-0.066210024,-0.30041504,0.2857807,0.25493184,0.08939111,0.32148692,-0.30389184,-0.14969899,0.52743864,0.21238771,-0.25311518,0.014253545,0.22395128,0.46451476,-0.25664198,0.40929094,0.4964187,0.057230353,0.3491524,0.3888235,-0.3598328,0.13468905,-0.679234,-0.42739815,0.23895182,-0.00858475,-0.093272485,0.46075147,-0.40987596,0.27340025,-0.67624587,-0.39732018,0.3012658,0.22081372,-0.011279348,-0.13100353,-0.19067617,0.17456715,-0.11102969,0.1522405,-0.0844606,0.18134634,0.19643818,-0.1753076,-0.046180937,-0.012772433,0.111438274,0.06829129,-0.14011277,-0.19446954,0.11634959,-0.18424761,0.035325836,0.07989835,0.099935725,-0.028485585
0.56973636,-0.13408479,0.80193144,-0.42067152,-0.8302039,0.89867806,-0.3828645,-0.11022363,0.297738,-0.5073654,0.21195415,-0.039473698,0.12242649,-0.08239439,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.89709675,-0.9,-0.9058064,-0.9,-0.9,-0.9,-0.9,0.5883249,-0.08866948,0.7997588,-0.43798888,-0.85450494,0.90003866,-0.39644688,-0.08971696,0.26412502,-0.47886583,0.20085013,-0.01299123,0.12211831,-0.06149497,-0.88802135,-0.88206524,-0.9059745,-0.9224797,-0.9267472,-0.9233627,-0.9238594,-0.9044295,-0.90939677,-0.89491355,-0.89925057,-0.90026504,-0.9035928,-0.9285463,-0.9093476,-0.8966119,1.2355715,-1.335084,-0.31471908,0.4411327,0.5580626,-0.42572072,0.5697241,-0.4873029,0.05706564,0.25088078,-0.22231634,-0.06392132,0.57719487,0.50673974,-0.2398896,0.30511218,-0.43375474,-0.5437836,-0.53556246,-0.22915484,0.2911833,-0.5369566,-0.097678035,-0.32582366,-0.32711264,0.16937993,0.38807032,0.09960807,-0.63207,-0.021277042,-0.48115686,-0.12293434,0.45045626,-0.21833263,-0.023272915,-0.47898805,-0.18240786,0.73222166,0.030132582,0.3956498,0.016846485,0.3445237,0.50680876,0.17083526,-0.14149007,-0.29526237,0.16858432,-0.55993605,-0.046430822,-0.34260887,0.3275405,0.2929567,0.10576479,0.3548072,-0.33226213,-0.16259873,0.56297964,0.23385522,-0.2851738,0.024872739,0.23797366,0.5113707,-0.28559414,0.44410157,0.51954496,0.08820392,0.3624913,0.4243968,-0.40718806,0.14142703,-0.69662374,-0.45997173,0.2820969,-0.016436344,-0.13306522,0.49289787,-0.42755505,0.29088598,-0.6912084,-0.44961426,0.30863652,0.24514638,0.023385711,-0.17047128,-0.21489426,0.20222948,-0.12206123,0.16417907,-0.11818699,0.22108102,0.20175238,-0.1772812,-0.05029766,-0.05726577,0.12133658,0.07964858,-0.15339899,-0.19591027,0.12493886,-0.20494096,0.036736116,0.085669614,0.098466575,-0.033321176
0.56973636,-0.13409743,0.80193144,-0.4207716,-0.8302039,0.8986613,-0.3828645,-0.1111821,0.2994345,-0.5077903,0.20293483,-0.015789485,0.12904415,-0.076056376,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-0.8912903,-0.89709675,-0.9058064,-0.9,-0.9,-0.9,-0.9,0.58232373,-0.08820584,0.8021396,-0.44079822,-0.8553947,0.90202945,-0.3958117,-0.091090314,0.27137837,-0.48394924,0.1983082,-0.010959466,0.12676112,-0.06876125,-0.8865239,-0.88156706,-0.9061344,-0.9244642,-0.9256413,-0.92389005,-0.9238896,-0.9048887,-0.9060099,-0.89130974,-0.8958752,-0.8990366,-0.89929813,-0.9229681,-0.90465164,-0.892318,1.3370711,-1.4670205,-0.33318296,0.4423525,0.5877906,-0.46066353,0.604034,-0.529531,0.07383515,0.28990844,-0.23387487,-0.086999185,0.60839695,0.5433493,-0.24106471,0.34099212,-0.44916743,-0.5778773,-0.5730157,-0.277273,0.31932664,-0.57721734,-0.0726622,-0.34562406,-0.33389986,0.17536597,0.42850423,0.09408153,-0.6464651,-0.012069028,-0.51536614,-0.084604524,0.4860277,-0.24190877,-0.012766466,-0.49711612,-0.21059872,0.74990004,0.034003664,0.41529682,0.043608654,0.3778184,0.5240616,0.18255861,-0.118076354,-0.3226103,0.1752344,-0.5760921,-0.021930497,-0.38073742,0.3663918,0.3280691,0.1226634,0.38223627,-0.3559819,-0.17237146,0.5886133,0.25381482,-0.31486923,0.040141277,0.2479506,0.5459845,-0.30910355,0.4696287,0.5334413,0.12134698,0.37269998,0.45144594,-0.44851372,0.14368758,-0.7064673,-0.48422527,0.3235577,-0.028017543,-0.17458661,0.5170341,-0.4417511,0.3011282,-0.6997402,-0.49443707,0.31301883,0.265334,0.06256099,-0.21159214,-0.23520951,0.22817573,-0.13349245,0.17450993,-0.1548574,0.2621618,0.20535022,-0.17717095,-0.05284,-0.1082633,0.13172467,0.09157992,-0.1675794,-0.19762254,0.1342581,-0.22624215,0.03831519,0.091754206,0.09673826,-0.03808301
